DATAFLOW,LAST UPDATE,freq,ww_tp,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Iceland,2001,0,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Iceland,2002,1,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Iceland,2003,1,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Iceland,2004,1,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Iceland,2005,2,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Iceland,2008,2,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Iceland,2010,1,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Italy,2005,54.20,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Italy,2006,55.27,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Italy,2007,56.43,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Italy,2008,57.50,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Italy,2009,57.55,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Italy,2010,57.60,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Italy,2011,57.55,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Italy,2012,57.60,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Italy,2013,58.27,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Italy,2014,58.93,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Italy,2015,59.60,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Lithuania,2005,47.47,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Lithuania,2006,52.02,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Lithuania,2007,53.86,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Lithuania,2008,56.09,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Lithuania,2009,58.51,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Lithuania,2010,63.69,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Lithuania,2011,65.07,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Lithuania,2012,63.06,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Lithuania,2013,64.26,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Lithuania,2014,69.39,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Lithuania,2015,72.28,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Lithuania,2016,73.53,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Lithuania,2017,73.78,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Lithuania,2018,75.80,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Lithuania,2019,76.55,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Lithuania,2020,76.58,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Lithuania,2021,76.94,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Lithuania,2022,76.03,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Luxembourg,2003,88.10,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Luxembourg,2016,96.90,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Luxembourg,2017,97.00,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Latvia,2000,52.52,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Latvia,2001,49.00,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Latvia,2002,51.13,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Latvia,2003,55.13,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Latvia,2004,62.66,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Latvia,2005,62.52,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Latvia,2006,62.45,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Latvia,2007,62.23,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Latvia,2008,55.05,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Latvia,2009,60.05,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Latvia,2010,58.88,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Latvia,2011,67.37,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Latvia,2012,67.59,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Latvia,2013,69.09,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Latvia,2014,71.22,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Latvia,2015,73.37,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Latvia,2016,72.17,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Latvia,2017,77.14,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Latvia,2018,75.44,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Latvia,2019,77.52,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Latvia,2020,76.97,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Latvia,2021,76.48,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Latvia,2022,77.20,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Malta,2000,11.24,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Malta,2001,11.46,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Malta,2002,12.90,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Malta,2003,13.16,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Malta,2004,10.85,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Malta,2005,13.23,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Malta,2006,9.26,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Malta,2007,8.41,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Malta,2008,14.61,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Malta,2009,21.05,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Malta,2010,7.45,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Malta,2011,0.00,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Malta,2012,0.00,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Malta,2013,0.00,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Malta,2014,0.00,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Malta,2015,0.00,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Malta,2016,0.00,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Malta,2017,6.70,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Malta,2018,0.00,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Malta,2019,0.00,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Malta,2020,6.54,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Malta,2021,7.40,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Malta,2022,7.41,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Netherlands,2000,98.10,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Netherlands,2001,98.40,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Netherlands,2002,98.50,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Netherlands,2003,98.60,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Netherlands,2004,98.90,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Netherlands,2005,99.00,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Netherlands,2006,99.10,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Netherlands,2007,99.20,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Netherlands,2008,99.30,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Netherlands,2009,99.30,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Netherlands,2010,99.30,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Netherlands,2011,99.40,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Netherlands,2012,99.50,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Netherlands,2013,99.40,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Netherlands,2014,99.40,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Netherlands,2015,99.43,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Netherlands,2016,99.45,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Netherlands,2017,99.50,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Netherlands,2018,99.50,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Netherlands,2019,99.50,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Netherlands,2020,99.55,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Netherlands,2021,99.60,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Netherlands,2022,99.65,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Norway,2007,47.99,d,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Norway,2008,47.91,d,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Norway,2009,48.14,d,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Norway,2010,48.31,d,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Norway,2011,48.92,d,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Norway,2012,49.55,d,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Norway,2013,49.75,d,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Norway,2014,49.87,d,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Norway,2015,50.90,d,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Norway,2016,55.71,d,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Norway,2017,58.58,d,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Norway,2018,66.86,d,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Norway,2019,66.15,d,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Norway,2020,67.00,d,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Norway,2021,67.88,d,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Norway,2022,70.93,d,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Poland,2000,50.20,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Poland,2001,52.10,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Poland,2002,54.00,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Poland,2003,55.50,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Poland,2004,56.80,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Poland,2005,58.10,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Poland,2006,60.70,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Poland,2007,61.80,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Poland,2008,62.90,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Poland,2009,64.10,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Poland,2010,64.50,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Poland,2011,65.50,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Poland,2012,68.50,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Poland,2013,70.20,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Poland,2014,71.40,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Poland,2015,72.60,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Poland,2016,73.40,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Poland,2017,73.50,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Poland,2018,74.00,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Poland,2019,74.44,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Poland,2020,74.78,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Poland,2021,75.20,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Poland,2022,75.68,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Portugal,2002,27.00,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Portugal,2003,32.00,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Portugal,2004,37.30,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Portugal,2005,42.60,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Portugal,2006,37.00,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Portugal,2007,51.00,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Portugal,2008,52.00,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Portugal,2009,55.80,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Romania,2004,16.90,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Romania,2005,16.90,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Romania,2010,22.70,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Romania,2011,31.70,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Romania,2012,35.30,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Romania,2013,36.10,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Romania,2014,38.20,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Romania,2015,39.70,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Romania,2016,43.80,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Romania,2017,46.50,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Romania,2018,48.10,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Romania,2019,49.40,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Romania,2020,51.80,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Romania,2021,52.60,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Romania,2022,53.94,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Serbia,2000,4.50,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Serbia,2001,4.79,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Serbia,2002,5.11,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Serbia,2003,5.47,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Serbia,2004,5.79,,
ESTAT:SDG_06_20(1.0),10/07/24 23:00:00,Annual,"Urban, independent and other wastewater treatment - at least secondary treatment",Percentage,Serbia,2005,6.37,,
