DATAFLOW,LAST UPDATE,freq,nace_r2,ceparema,na_item,ty,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Malta,2018,0.91,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Malta,2019,0.94,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Malta,2020,0.98,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Malta,2021,0.87,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Malta,2022,0.82,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Netherlands,2001,1.64,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Netherlands,2002,1.66,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Netherlands,2003,1.68,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Netherlands,2004,1.66,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Netherlands,2005,1.64,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Netherlands,2006,1.71,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Netherlands,2007,1.71,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Netherlands,2008,1.8,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Netherlands,2009,1.82,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Netherlands,2010,1.93,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Netherlands,2011,2.02,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Netherlands,2012,1.98,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Netherlands,2013,2.04,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Netherlands,2014,2.16,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Netherlands,2015,2.19,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Netherlands,2016,2.24,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Netherlands,2017,2.32,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Netherlands,2018,2.31,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Netherlands,2019,2.4,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Netherlands,2020,3.26,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Netherlands,2021,3.17,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Netherlands,2022,3.56,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Norway,2019,3.26,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Norway,2020,2.89,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Norway,2021,3.58,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Norway,2022,3.51,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Poland,2014,2.5,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Poland,2015,2.48,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Poland,2016,2.35,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Poland,2017,2.37,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Poland,2018,2.18,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Poland,2019,2.35,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Poland,2020,2.47,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Poland,2021,2.46,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Poland,2022,1.98,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Portugal,2014,2.31,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Portugal,2015,2.24,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Portugal,2016,2.3,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Portugal,2017,2.27,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Portugal,2018,2.25,b,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Portugal,2019,2.2,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Portugal,2020,2.49,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Portugal,2021,3.06,bp,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Portugal,2022,3.36,p,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Romania,2008,4.12,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Romania,2009,2.46,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Romania,2010,2.74,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Romania,2011,3.23,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Romania,2012,2.42,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Romania,2013,3.39,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Romania,2014,2.53,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Romania,2015,2.68,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Romania,2016,2.5,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Romania,2017,2.36,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Romania,2018,2.57,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Romania,2019,2.49,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Romania,2020,2.62,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Romania,2021,2.82,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Romania,2022,3.1,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Serbia,2014,0.78,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Serbia,2015,0.78,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Serbia,2016,0.77,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Serbia,2017,0.8,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Serbia,2018,0.69,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Serbia,2019,0.73,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Serbia,2020,0.79,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Serbia,2021,0.75,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Serbia,2022,0.75,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Sweden,2011,3.24,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Sweden,2012,3.35,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Sweden,2013,3.23,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Sweden,2014,,,C
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Sweden,2015,3.5,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Sweden,2016,3.52,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Sweden,2017,3.7,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Sweden,2018,3.55,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Sweden,2019,3.88,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Sweden,2020,3.91,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Sweden,2021,3.99,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Sweden,2022,3.85,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Slovenia,2010,1.51,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Slovenia,2011,1.5,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Slovenia,2012,1.72,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Slovenia,2013,1.68,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Slovenia,2014,1.8,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Slovenia,2015,1.57,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Slovenia,2016,1.69,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Slovenia,2017,1.59,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Slovenia,2018,1.64,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Slovenia,2019,1.6,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Slovenia,2020,1.73,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Slovenia,2021,1.52,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Slovenia,2022,1.34,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Slovakia,2018,1.24,e,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Slovakia,2019,1.2,e,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Slovakia,2020,1.61,e,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Slovakia,2021,1.87,e,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Slovakia,2022,1.68,e,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Türkiye,2019,1.6,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Türkiye,2020,1.57,,
ESTAT:SDG_12_61(1.0),10/02/25 23:00:00,Annual,Total - all NACE activities,Total environmental protection and resource management activities,"Value added, gross",Total environmental goods and services sector,Percentage of gross domestic product (GDP),Türkiye,2021,1.68,,
