DATAFLOW,LAST UPDATE,freq,reason,sex,age,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,European Union - 27 countries (from 2020),2023,0.1,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Finland,2008,,bu,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Finland,2009,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Finland,2010,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Finland,2012,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Finland,2013,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Finland,2014,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Finland,2015,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Finland,2016,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Finland,2017,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Finland,2018,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Finland,2019,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Finland,2021,,bu,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Finland,2022,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Finland,2023,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,France,2006,,bu,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,France,2007,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,France,2008,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,France,2009,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,France,2010,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,France,2011,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,France,2012,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,France,2013,,bu,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,France,2014,,bu,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,France,2015,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,France,2016,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,France,2017,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,France,2018,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,France,2019,0.1,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,France,2020,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,France,2021,0.1,bdu,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,France,2022,0.1,du,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,France,2023,0.1,du,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Croatia,2006,,bu,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Croatia,2007,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Croatia,2008,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Croatia,2009,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Croatia,2010,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Croatia,2012,,bu,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Croatia,2013,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Croatia,2014,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Croatia,2015,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Croatia,2016,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Croatia,2017,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Croatia,2018,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Croatia,2019,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Croatia,2020,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Croatia,2021,,bu,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Croatia,2022,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Croatia,2023,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Hungary,2006,0.1,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Hungary,2007,0.1,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Hungary,2008,0.1,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Hungary,2009,0.1,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Hungary,2010,0.1,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Hungary,2011,0.2,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Hungary,2012,0.2,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Hungary,2013,0.2,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Hungary,2014,0.1,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Hungary,2015,0.2,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Hungary,2016,0.2,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Hungary,2017,0.1,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Hungary,2018,0.1,bu,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Hungary,2019,0.1,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Hungary,2020,0.1,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Hungary,2021,,bu,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Hungary,2022,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Hungary,2023,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Ireland,2006,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Ireland,2007,,bu,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Ireland,2008,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Ireland,2009,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Ireland,2010,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Ireland,2011,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Ireland,2012,,bu,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Ireland,2013,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Ireland,2014,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Ireland,2015,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Ireland,2016,0.1,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Ireland,2017,0.2,b,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Ireland,2018,0.4,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Ireland,2019,0.3,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Ireland,2020,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Ireland,2021,,bu,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Ireland,2022,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Ireland,2023,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Iceland,2008,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Iceland,2012,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Iceland,2014,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Iceland,2015,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Iceland,2016,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Iceland,2018,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Iceland,2020,,bu,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Italy,2006,0.0,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Italy,2007,0.0,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Italy,2008,0.0,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Italy,2009,0.1,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Italy,2010,0.1,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Italy,2011,0.1,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Italy,2012,0.1,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Italy,2013,0.1,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Italy,2014,0.1,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Italy,2015,0.1,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Italy,2016,0.1,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Italy,2017,0.1,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Italy,2018,0.1,b,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Italy,2019,0.1,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Italy,2020,0.1,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Italy,2021,0.1,b,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Italy,2022,0.1,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Italy,2023,0.1,,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Lithuania,2006,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Lithuania,2007,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Lithuania,2008,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Lithuania,2009,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Lithuania,2010,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Lithuania,2011,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Lithuania,2012,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Lithuania,2013,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Lithuania,2014,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Lithuania,2015,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Lithuania,2016,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Lithuania,2017,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Lithuania,2018,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Lithuania,2019,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Lithuania,2020,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Lithuania,2021,,bu,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Lithuania,2022,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Lithuania,2023,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Luxembourg,2008,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Luxembourg,2009,,bu,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Luxembourg,2010,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Luxembourg,2011,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Luxembourg,2012,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Luxembourg,2013,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Luxembourg,2014,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Luxembourg,2015,,bu,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Luxembourg,2016,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Luxembourg,2017,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Luxembourg,2018,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Luxembourg,2019,0.3,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Luxembourg,2020,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Luxembourg,2021,,bu,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Luxembourg,2022,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Luxembourg,2023,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Latvia,2006,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Latvia,2007,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Latvia,2008,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Latvia,2009,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Latvia,2010,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Latvia,2011,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Latvia,2012,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Latvia,2013,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Latvia,2014,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Latvia,2015,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Latvia,2016,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Latvia,2017,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Latvia,2018,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Latvia,2019,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Latvia,2020,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Latvia,2021,,bu,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Latvia,2022,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Latvia,2023,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Montenegro,2011,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Montenegro,2012,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Montenegro,2013,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Montenegro,2014,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Montenegro,2015,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Montenegro,2016,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Montenegro,2017,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Montenegro,2018,,u,
ESTAT:SDG_05_40(1.0),12/12/24 23:00:00,Annual,Care of adults with disabilities or children,Males,From 20 to 64 years,Percentage of total population,Montenegro,2019,,u,
