unit,country,year,value
Euro per kilogram of oil equivalent (KGOE),United Kingdom,2005,7.7
Euro per kilogram of oil equivalent (KGOE),United Kingdom,2006,8.02
Euro per kilogram of oil equivalent (KGOE),United Kingdom,2007,8.48
Euro per kilogram of oil equivalent (KGOE),United Kingdom,2008,8.55
Euro per kilogram of oil equivalent (KGOE),United Kingdom,2009,8.85
Euro per kilogram of oil equivalent (KGOE),United Kingdom,2010,8.68
Euro per kilogram of oil equivalent (KGOE),United Kingdom,2011,9.44
Euro per kilogram of oil equivalent (KGOE),United Kingdom,2012,9.4
Euro per kilogram of oil equivalent (KGOE),United Kingdom,2013,9.76
Euro per kilogram of oil equivalent (KGOE),United Kingdom,2014,10.62
Euro per kilogram of oil equivalent (KGOE),United Kingdom,2015,10.69
Euro per kilogram of oil equivalent (KGOE),United Kingdom,2016,11.01
Euro per kilogram of oil equivalent (KGOE),United Kingdom,2017,11.35
Euro per kilogram of oil equivalent (KGOE),United Kingdom,2018,11.51
Euro per kilogram of oil equivalent (KGOE),United Kingdom,2019,11.88
Euro per kilogram of oil equivalent (KGOE),Kosovo*,2008,1.65
Euro per kilogram of oil equivalent (KGOE),Kosovo*,2009,1.56
Euro per kilogram of oil equivalent (KGOE),Kosovo*,2010,1.6
Euro per kilogram of oil equivalent (KGOE),Kosovo*,2011,1.69
Euro per kilogram of oil equivalent (KGOE),Kosovo*,2012,1.83
Euro per kilogram of oil equivalent (KGOE),Kosovo*,2013,1.99
Euro per kilogram of oil equivalent (KGOE),Kosovo*,2014,2.14
Euro per kilogram of oil equivalent (KGOE),Kosovo*,2015,1.99
Euro per kilogram of oil equivalent (KGOE),Kosovo*,2016,1.96
Euro per kilogram of oil equivalent (KGOE),Kosovo*,2017,2.17
Euro per kilogram of oil equivalent (KGOE),Kosovo*,2018,2.23
Euro per kilogram of oil equivalent (KGOE),Kosovo*,2019,2.26
Euro per kilogram of oil equivalent (KGOE),Kosovo*,2020,2.14
Euro per kilogram of oil equivalent (KGOE),Kosovo*,2021,2.19
Euro per kilogram of oil equivalent (KGOE),Kosovo*,2022,2.47
Purchasing power standard (PPS) per kilogram of oil equivalent,Albania,2000,5.36
Purchasing power standard (PPS) per kilogram of oil equivalent,Albania,2001,5.78
Purchasing power standard (PPS) per kilogram of oil equivalent,Albania,2002,5.6
Purchasing power standard (PPS) per kilogram of oil equivalent,Albania,2003,6.12
Purchasing power standard (PPS) per kilogram of oil equivalent,Albania,2004,6.0
Purchasing power standard (PPS) per kilogram of oil equivalent,Albania,2005,6.43
Purchasing power standard (PPS) per kilogram of oil equivalent,Albania,2006,7.16
Purchasing power standard (PPS) per kilogram of oil equivalent,Albania,2007,8.31
Purchasing power standard (PPS) per kilogram of oil equivalent,Albania,2008,8.79
Purchasing power standard (PPS) per kilogram of oil equivalent,Albania,2009,8.97
Purchasing power standard (PPS) per kilogram of oil equivalent,Albania,2010,9.86
Purchasing power standard (PPS) per kilogram of oil equivalent,Albania,2011,9.84
Purchasing power standard (PPS) per kilogram of oil equivalent,Albania,2012,11.14
Purchasing power standard (PPS) per kilogram of oil equivalent,Albania,2013,9.26
Purchasing power standard (PPS) per kilogram of oil equivalent,Albania,2014,9.81
Purchasing power standard (PPS) per kilogram of oil equivalent,Albania,2015,10.88
Purchasing power standard (PPS) per kilogram of oil equivalent,Albania,2016,10.47
Purchasing power standard (PPS) per kilogram of oil equivalent,Albania,2017,10.45
Purchasing power standard (PPS) per kilogram of oil equivalent,Albania,2018,10.94
Purchasing power standard (PPS) per kilogram of oil equivalent,Albania,2019,11.37
Purchasing power standard (PPS) per kilogram of oil equivalent,Albania,2020,11.82
Purchasing power standard (PPS) per kilogram of oil equivalent,Albania,2021,12.39
Purchasing power standard (PPS) per kilogram of oil equivalent,Albania,2022,15.01
Purchasing power standard (PPS) per kilogram of oil equivalent,Austria,2000,6.65
Purchasing power standard (PPS) per kilogram of oil equivalent,Austria,2001,6.38
Purchasing power standard (PPS) per kilogram of oil equivalent,Austria,2002,6.61
Purchasing power standard (PPS) per kilogram of oil equivalent,Austria,2003,6.52
Purchasing power standard (PPS) per kilogram of oil equivalent,Austria,2004,6.76
Purchasing power standard (PPS) per kilogram of oil equivalent,Austria,2005,6.81
Purchasing power standard (PPS) per kilogram of oil equivalent,Austria,2006,7.08
Purchasing power standard (PPS) per kilogram of oil equivalent,Austria,2007,7.52
Purchasing power standard (PPS) per kilogram of oil equivalent,Austria,2008,7.71
Purchasing power standard (PPS) per kilogram of oil equivalent,Austria,2009,7.85
Purchasing power standard (PPS) per kilogram of oil equivalent,Austria,2010,7.58
Purchasing power standard (PPS) per kilogram of oil equivalent,Austria,2011,8.16
Purchasing power standard (PPS) per kilogram of oil equivalent,Austria,2012,8.51
Purchasing power standard (PPS) per kilogram of oil equivalent,Austria,2013,8.52
Purchasing power standard (PPS) per kilogram of oil equivalent,Austria,2014,8.99
Purchasing power standard (PPS) per kilogram of oil equivalent,Austria,2015,9.12
Purchasing power standard (PPS) per kilogram of oil equivalent,Austria,2016,9.29
Purchasing power standard (PPS) per kilogram of oil equivalent,Austria,2017,9.35
Purchasing power standard (PPS) per kilogram of oil equivalent,Austria,2018,9.98
Purchasing power standard (PPS) per kilogram of oil equivalent,Austria,2019,10.02
Purchasing power standard (PPS) per kilogram of oil equivalent,Austria,2020,10.3
Purchasing power standard (PPS) per kilogram of oil equivalent,Austria,2021,10.49
Purchasing power standard (PPS) per kilogram of oil equivalent,Austria,2022,12.23
Purchasing power standard (PPS) per kilogram of oil equivalent,Austria,2023,13.21
Purchasing power standard (PPS) per kilogram of oil equivalent,Bosnia and Herzegovina,2014,4.75
Purchasing power standard (PPS) per kilogram of oil equivalent,Bosnia and Herzegovina,2015,4.85
Purchasing power standard (PPS) per kilogram of oil equivalent,Bosnia and Herzegovina,2016,4.6
Purchasing power standard (PPS) per kilogram of oil equivalent,Bosnia and Herzegovina,2017,4.75
Purchasing power standard (PPS) per kilogram of oil equivalent,Bosnia and Herzegovina,2018,4.56
Purchasing power standard (PPS) per kilogram of oil equivalent,Bosnia and Herzegovina,2019,4.94
Purchasing power standard (PPS) per kilogram of oil equivalent,Bosnia and Herzegovina,2020,4.85
Purchasing power standard (PPS) per kilogram of oil equivalent,Bosnia and Herzegovina,2021,5.15
Purchasing power standard (PPS) per kilogram of oil equivalent,Bosnia and Herzegovina,2022,5.77
Purchasing power standard (PPS) per kilogram of oil equivalent,Belgium,2000,3.65
Purchasing power standard (PPS) per kilogram of oil equivalent,Belgium,2001,3.82
Purchasing power standard (PPS) per kilogram of oil equivalent,Belgium,2002,4.03
Purchasing power standard (PPS) per kilogram of oil equivalent,Belgium,2003,3.95
Purchasing power standard (PPS) per kilogram of oil equivalent,Belgium,2004,4.05
Purchasing power standard (PPS) per kilogram of oil equivalent,Belgium,2005,4.25
Purchasing power standard (PPS) per kilogram of oil equivalent,Belgium,2006,4.42
Purchasing power standard (PPS) per kilogram of oil equivalent,Belgium,2007,4.62
Purchasing power standard (PPS) per kilogram of oil equivalent,Belgium,2008,4.56
Purchasing power standard (PPS) per kilogram of oil equivalent,Belgium,2009,4.85
Purchasing power standard (PPS) per kilogram of oil equivalent,Belgium,2010,4.81
Purchasing power standard (PPS) per kilogram of oil equivalent,Belgium,2011,5.35
Purchasing power standard (PPS) per kilogram of oil equivalent,Belgium,2012,5.77
Purchasing power standard (PPS) per kilogram of oil equivalent,Belgium,2013,5.64
Purchasing power standard (PPS) per kilogram of oil equivalent,Belgium,2014,6.15
Purchasing power standard (PPS) per kilogram of oil equivalent,Belgium,2015,6.28
Purchasing power standard (PPS) per kilogram of oil equivalent,Belgium,2016,6.03
Purchasing power standard (PPS) per kilogram of oil equivalent,Belgium,2017,6.14
Purchasing power standard (PPS) per kilogram of oil equivalent,Belgium,2018,6.35
Purchasing power standard (PPS) per kilogram of oil equivalent,Belgium,2019,6.59
Purchasing power standard (PPS) per kilogram of oil equivalent,Belgium,2020,7.15
Purchasing power standard (PPS) per kilogram of oil equivalent,Belgium,2021,7.02
Purchasing power standard (PPS) per kilogram of oil equivalent,Belgium,2022,8.4
Purchasing power standard (PPS) per kilogram of oil equivalent,Belgium,2023,9.48
Purchasing power standard (PPS) per kilogram of oil equivalent,Bulgaria,2000,2.33
Purchasing power standard (PPS) per kilogram of oil equivalent,Bulgaria,2001,2.36
Purchasing power standard (PPS) per kilogram of oil equivalent,Bulgaria,2002,2.62
Purchasing power standard (PPS) per kilogram of oil equivalent,Bulgaria,2003,2.74
Purchasing power standard (PPS) per kilogram of oil equivalent,Bulgaria,2004,3.04
Purchasing power standard (PPS) per kilogram of oil equivalent,Bulgaria,2005,3.2
Purchasing power standard (PPS) per kilogram of oil equivalent,Bulgaria,2006,3.31
Purchasing power standard (PPS) per kilogram of oil equivalent,Bulgaria,2007,3.74
Purchasing power standard (PPS) per kilogram of oil equivalent,Bulgaria,2008,4.14
Purchasing power standard (PPS) per kilogram of oil equivalent,Bulgaria,2009,4.48
Purchasing power standard (PPS) per kilogram of oil equivalent,Bulgaria,2010,4.65
Purchasing power standard (PPS) per kilogram of oil equivalent,Bulgaria,2011,4.47
Purchasing power standard (PPS) per kilogram of oil equivalent,Bulgaria,2012,4.77
Purchasing power standard (PPS) per kilogram of oil equivalent,Bulgaria,2013,5.08
Purchasing power standard (PPS) per kilogram of oil equivalent,Bulgaria,2014,5.08
Purchasing power standard (PPS) per kilogram of oil equivalent,Bulgaria,2015,5.06
Purchasing power standard (PPS) per kilogram of oil equivalent,Bulgaria,2016,5.41
Purchasing power standard (PPS) per kilogram of oil equivalent,Bulgaria,2017,5.48
Purchasing power standard (PPS) per kilogram of oil equivalent,Bulgaria,2018,5.78
Purchasing power standard (PPS) per kilogram of oil equivalent,Bulgaria,2019,6.15
Purchasing power standard (PPS) per kilogram of oil equivalent,Bulgaria,2020,6.44
Purchasing power standard (PPS) per kilogram of oil equivalent,Bulgaria,2021,6.61
Purchasing power standard (PPS) per kilogram of oil equivalent,Bulgaria,2022,7.27
Purchasing power standard (PPS) per kilogram of oil equivalent,Bulgaria,2023,9.07
Purchasing power standard (PPS) per kilogram of oil equivalent,Cyprus,2000,4.69
Purchasing power standard (PPS) per kilogram of oil equivalent,Cyprus,2001,5.03
Purchasing power standard (PPS) per kilogram of oil equivalent,Cyprus,2002,5.26
Purchasing power standard (PPS) per kilogram of oil equivalent,Cyprus,2003,5.11
Purchasing power standard (PPS) per kilogram of oil equivalent,Cyprus,2004,6.01
Purchasing power standard (PPS) per kilogram of oil equivalent,Cyprus,2005,5.92
Purchasing power standard (PPS) per kilogram of oil equivalent,Cyprus,2006,6.09
Purchasing power standard (PPS) per kilogram of oil equivalent,Cyprus,2007,6.55
Purchasing power standard (PPS) per kilogram of oil equivalent,Cyprus,2008,6.7
Purchasing power standard (PPS) per kilogram of oil equivalent,Cyprus,2009,6.75
Purchasing power standard (PPS) per kilogram of oil equivalent,Cyprus,2010,7.14
Purchasing power standard (PPS) per kilogram of oil equivalent,Cyprus,2011,7.28
Purchasing power standard (PPS) per kilogram of oil equivalent,Cyprus,2012,7.44
Purchasing power standard (PPS) per kilogram of oil equivalent,Cyprus,2013,7.76
Purchasing power standard (PPS) per kilogram of oil equivalent,Cyprus,2014,7.44
Purchasing power standard (PPS) per kilogram of oil equivalent,Cyprus,2015,7.65
Purchasing power standard (PPS) per kilogram of oil equivalent,Cyprus,2016,7.72
Purchasing power standard (PPS) per kilogram of oil equivalent,Cyprus,2017,8.02
Purchasing power standard (PPS) per kilogram of oil equivalent,Cyprus,2018,8.32
Purchasing power standard (PPS) per kilogram of oil equivalent,Cyprus,2019,8.91
Purchasing power standard (PPS) per kilogram of oil equivalent,Cyprus,2020,9.66
Purchasing power standard (PPS) per kilogram of oil equivalent,Cyprus,2021,10.65
Purchasing power standard (PPS) per kilogram of oil equivalent,Cyprus,2022,11.28
Purchasing power standard (PPS) per kilogram of oil equivalent,Cyprus,2023,12.26
Purchasing power standard (PPS) per kilogram of oil equivalent,Czechia,2000,3.37
Purchasing power standard (PPS) per kilogram of oil equivalent,Czechia,2001,3.54
Purchasing power standard (PPS) per kilogram of oil equivalent,Czechia,2002,3.57
Purchasing power standard (PPS) per kilogram of oil equivalent,Czechia,2003,3.66
Purchasing power standard (PPS) per kilogram of oil equivalent,Czechia,2004,3.8
Purchasing power standard (PPS) per kilogram of oil equivalent,Czechia,2005,4.06
Purchasing power standard (PPS) per kilogram of oil equivalent,Czechia,2006,4.18
Purchasing power standard (PPS) per kilogram of oil equivalent,Czechia,2007,4.6
Purchasing power standard (PPS) per kilogram of oil equivalent,Czechia,2008,4.94
Purchasing power standard (PPS) per kilogram of oil equivalent,Czechia,2009,5.1
Purchasing power standard (PPS) per kilogram of oil equivalent,Czechia,2010,4.91
Purchasing power standard (PPS) per kilogram of oil equivalent,Czechia,2011,5.24
Purchasing power standard (PPS) per kilogram of oil equivalent,Czechia,2012,5.29
Purchasing power standard (PPS) per kilogram of oil equivalent,Czechia,2013,5.42
Purchasing power standard (PPS) per kilogram of oil equivalent,Czechia,2014,5.88
Purchasing power standard (PPS) per kilogram of oil equivalent,Czechia,2015,6.15
Purchasing power standard (PPS) per kilogram of oil equivalent,Czechia,2016,6.42
Purchasing power standard (PPS) per kilogram of oil equivalent,Czechia,2017,6.59
Purchasing power standard (PPS) per kilogram of oil equivalent,Czechia,2018,6.88
Purchasing power standard (PPS) per kilogram of oil equivalent,Czechia,2019,7.37
Purchasing power standard (PPS) per kilogram of oil equivalent,Czechia,2020,7.6
Purchasing power standard (PPS) per kilogram of oil equivalent,Czechia,2021,7.75
Purchasing power standard (PPS) per kilogram of oil equivalent,Czechia,2022,8.5
Purchasing power standard (PPS) per kilogram of oil equivalent,Czechia,2023,9.88
Purchasing power standard (PPS) per kilogram of oil equivalent,Germany,2000,5.44
Purchasing power standard (PPS) per kilogram of oil equivalent,Germany,2001,5.51
Purchasing power standard (PPS) per kilogram of oil equivalent,Germany,2002,5.75
Purchasing power standard (PPS) per kilogram of oil equivalent,Germany,2003,5.9
Purchasing power standard (PPS) per kilogram of oil equivalent,Germany,2004,6.11
Purchasing power standard (PPS) per kilogram of oil equivalent,Germany,2005,6.25
Purchasing power standard (PPS) per kilogram of oil equivalent,Germany,2006,6.33
Purchasing power standard (PPS) per kilogram of oil equivalent,Germany,2007,7.0
Purchasing power standard (PPS) per kilogram of oil equivalent,Germany,2008,7.06
Purchasing power standard (PPS) per kilogram of oil equivalent,Germany,2009,7.16
Purchasing power standard (PPS) per kilogram of oil equivalent,Germany,2010,7.21
Purchasing power standard (PPS) per kilogram of oil equivalent,Germany,2011,8.02
Purchasing power standard (PPS) per kilogram of oil equivalent,Germany,2012,8.05
Purchasing power standard (PPS) per kilogram of oil equivalent,Germany,2013,8.02
Purchasing power standard (PPS) per kilogram of oil equivalent,Germany,2014,8.72
Purchasing power standard (PPS) per kilogram of oil equivalent,Germany,2015,8.89
Purchasing power standard (PPS) per kilogram of oil equivalent,Germany,2016,9.14
Purchasing power standard (PPS) per kilogram of oil equivalent,Germany,2017,9.47
Purchasing power standard (PPS) per kilogram of oil equivalent,Germany,2018,9.99
Purchasing power standard (PPS) per kilogram of oil equivalent,Germany,2019,10.35
Purchasing power standard (PPS) per kilogram of oil equivalent,Germany,2020,10.89
Purchasing power standard (PPS) per kilogram of oil equivalent,Germany,2021,11.09
Purchasing power standard (PPS) per kilogram of oil equivalent,Germany,2022,12.45
Purchasing power standard (PPS) per kilogram of oil equivalent,Germany,2023,14.37
Purchasing power standard (PPS) per kilogram of oil equivalent,Denmark,2000,6.11
Purchasing power standard (PPS) per kilogram of oil equivalent,Denmark,2001,6.17
Purchasing power standard (PPS) per kilogram of oil equivalent,Denmark,2002,6.54
Purchasing power standard (PPS) per kilogram of oil equivalent,Denmark,2003,6.26
Purchasing power standard (PPS) per kilogram of oil equivalent,Denmark,2004,6.91
Purchasing power standard (PPS) per kilogram of oil equivalent,Denmark,2005,7.38
Purchasing power standard (PPS) per kilogram of oil equivalent,Denmark,2006,7.27
Purchasing power standard (PPS) per kilogram of oil equivalent,Denmark,2007,7.72
Purchasing power standard (PPS) per kilogram of oil equivalent,Denmark,2008,8.36
Purchasing power standard (PPS) per kilogram of oil equivalent,Denmark,2009,8.47
Purchasing power standard (PPS) per kilogram of oil equivalent,Denmark,2010,8.6
Purchasing power standard (PPS) per kilogram of oil equivalent,Denmark,2011,9.39
Purchasing power standard (PPS) per kilogram of oil equivalent,Denmark,2012,9.89
Purchasing power standard (PPS) per kilogram of oil equivalent,Denmark,2013,10.05
Purchasing power standard (PPS) per kilogram of oil equivalent,Denmark,2014,10.71
Purchasing power standard (PPS) per kilogram of oil equivalent,Denmark,2015,11.08
Purchasing power standard (PPS) per kilogram of oil equivalent,Denmark,2016,11.2
Purchasing power standard (PPS) per kilogram of oil equivalent,Denmark,2017,11.89
Purchasing power standard (PPS) per kilogram of oil equivalent,Denmark,2018,12.16
Purchasing power standard (PPS) per kilogram of oil equivalent,Denmark,2019,12.65
Purchasing power standard (PPS) per kilogram of oil equivalent,Denmark,2020,14.08
Purchasing power standard (PPS) per kilogram of oil equivalent,Denmark,2021,14.91
Purchasing power standard (PPS) per kilogram of oil equivalent,Denmark,2022,16.96
Purchasing power standard (PPS) per kilogram of oil equivalent,Denmark,2023,17.3
Purchasing power standard (PPS) per kilogram of oil equivalent,Estonia,2000,2.27
Purchasing power standard (PPS) per kilogram of oil equivalent,Estonia,2001,2.34
Purchasing power standard (PPS) per kilogram of oil equivalent,Estonia,2002,2.78
Purchasing power standard (PPS) per kilogram of oil equivalent,Estonia,2003,2.9
Purchasing power standard (PPS) per kilogram of oil equivalent,Estonia,2004,2.92
Purchasing power standard (PPS) per kilogram of oil equivalent,Estonia,2005,3.29
Purchasing power standard (PPS) per kilogram of oil equivalent,Estonia,2006,3.66
Purchasing power standard (PPS) per kilogram of oil equivalent,Estonia,2007,3.55
Purchasing power standard (PPS) per kilogram of oil equivalent,Estonia,2008,4.05
Purchasing power standard (PPS) per kilogram of oil equivalent,Estonia,2009,4.43
Purchasing power standard (PPS) per kilogram of oil equivalent,Estonia,2010,3.55
Purchasing power standard (PPS) per kilogram of oil equivalent,Estonia,2011,4.1
Purchasing power standard (PPS) per kilogram of oil equivalent,Estonia,2012,4.51
Purchasing power standard (PPS) per kilogram of oil equivalent,Estonia,2013,4.21
Purchasing power standard (PPS) per kilogram of oil equivalent,Estonia,2014,4.69
Purchasing power standard (PPS) per kilogram of oil equivalent,Estonia,2015,5.47
Purchasing power standard (PPS) per kilogram of oil equivalent,Estonia,2016,4.64
Purchasing power standard (PPS) per kilogram of oil equivalent,Estonia,2017,5.01
Purchasing power standard (PPS) per kilogram of oil equivalent,Estonia,2018,5.52
Purchasing power standard (PPS) per kilogram of oil equivalent,Estonia,2019,6.87
Purchasing power standard (PPS) per kilogram of oil equivalent,Estonia,2020,7.21
Purchasing power standard (PPS) per kilogram of oil equivalent,Estonia,2021,7.7
Purchasing power standard (PPS) per kilogram of oil equivalent,Estonia,2022,7.87
Purchasing power standard (PPS) per kilogram of oil equivalent,Estonia,2023,9.45
Purchasing power standard (PPS) per kilogram of oil equivalent,Greece,2000,5.36
Purchasing power standard (PPS) per kilogram of oil equivalent,Greece,2001,5.66
Purchasing power standard (PPS) per kilogram of oil equivalent,Greece,2002,6.07
Purchasing power standard (PPS) per kilogram of oil equivalent,Greece,2003,6.28
Purchasing power standard (PPS) per kilogram of oil equivalent,Greece,2004,6.58
Purchasing power standard (PPS) per kilogram of oil equivalent,Greece,2005,6.63
Purchasing power standard (PPS) per kilogram of oil equivalent,Greece,2006,7.17
Purchasing power standard (PPS) per kilogram of oil equivalent,Greece,2007,7.33
Purchasing power standard (PPS) per kilogram of oil equivalent,Greece,2008,7.58
Purchasing power standard (PPS) per kilogram of oil equivalent,Greece,2009,7.63
Purchasing power standard (PPS) per kilogram of oil equivalent,Greece,2010,7.55
Purchasing power standard (PPS) per kilogram of oil equivalent,Greece,2011,7.02
Purchasing power standard (PPS) per kilogram of oil equivalent,Greece,2012,6.79
Purchasing power standard (PPS) per kilogram of oil equivalent,Greece,2013,7.77
Purchasing power standard (PPS) per kilogram of oil equivalent,Greece,2014,7.98
Purchasing power standard (PPS) per kilogram of oil equivalent,Greece,2015,8.0
Purchasing power standard (PPS) per kilogram of oil equivalent,Greece,2016,8.11
Purchasing power standard (PPS) per kilogram of oil equivalent,Greece,2017,7.99
Purchasing power standard (PPS) per kilogram of oil equivalent,Greece,2018,8.33
Purchasing power standard (PPS) per kilogram of oil equivalent,Greece,2019,8.54
Purchasing power standard (PPS) per kilogram of oil equivalent,Greece,2020,9.14
Purchasing power standard (PPS) per kilogram of oil equivalent,Greece,2021,9.6
Purchasing power standard (PPS) per kilogram of oil equivalent,Greece,2022,10.65
Purchasing power standard (PPS) per kilogram of oil equivalent,Greece,2023,11.89
Purchasing power standard (PPS) per kilogram of oil equivalent,Spain,2000,5.59
Purchasing power standard (PPS) per kilogram of oil equivalent,Spain,2001,5.79
Purchasing power standard (PPS) per kilogram of oil equivalent,Spain,2002,6.01
Purchasing power standard (PPS) per kilogram of oil equivalent,Spain,2003,6.09
Purchasing power standard (PPS) per kilogram of oil equivalent,Spain,2004,6.17
Purchasing power standard (PPS) per kilogram of oil equivalent,Spain,2005,6.48
Purchasing power standard (PPS) per kilogram of oil equivalent,Spain,2006,7.1
Purchasing power standard (PPS) per kilogram of oil equivalent,Spain,2007,7.48
Purchasing power standard (PPS) per kilogram of oil equivalent,Spain,2008,7.9
Purchasing power standard (PPS) per kilogram of oil equivalent,Spain,2009,8.11
Purchasing power standard (PPS) per kilogram of oil equivalent,Spain,2010,8.09
Purchasing power standard (PPS) per kilogram of oil equivalent,Spain,2011,8.07
Purchasing power standard (PPS) per kilogram of oil equivalent,Spain,2012,8.01
Purchasing power standard (PPS) per kilogram of oil equivalent,Spain,2013,8.57
Purchasing power standard (PPS) per kilogram of oil equivalent,Spain,2014,8.92
Purchasing power standard (PPS) per kilogram of oil equivalent,Spain,2015,9.02
Purchasing power standard (PPS) per kilogram of oil equivalent,Spain,2016,9.23
Purchasing power standard (PPS) per kilogram of oil equivalent,Spain,2017,9.29
Purchasing power standard (PPS) per kilogram of oil equivalent,Spain,2018,9.48
Purchasing power standard (PPS) per kilogram of oil equivalent,Spain,2019,10.07
Purchasing power standard (PPS) per kilogram of oil equivalent,Spain,2020,10.07
Purchasing power standard (PPS) per kilogram of oil equivalent,Spain,2021,10.52
Purchasing power standard (PPS) per kilogram of oil equivalent,Spain,2022,11.49
Purchasing power standard (PPS) per kilogram of oil equivalent,Spain,2023,13.12
Purchasing power standard (PPS) per kilogram of oil equivalent,European Union - 27 countries (from 2020),2000,5.13
Purchasing power standard (PPS) per kilogram of oil equivalent,European Union - 27 countries (from 2020),2001,5.24
Purchasing power standard (PPS) per kilogram of oil equivalent,European Union - 27 countries (from 2020),2002,5.41
Purchasing power standard (PPS) per kilogram of oil equivalent,European Union - 27 countries (from 2020),2003,5.43
Purchasing power standard (PPS) per kilogram of oil equivalent,European Union - 27 countries (from 2020),2004,5.6
Purchasing power standard (PPS) per kilogram of oil equivalent,European Union - 27 countries (from 2020),2005,5.82
Purchasing power standard (PPS) per kilogram of oil equivalent,European Union - 27 countries (from 2020),2006,6.09
Purchasing power standard (PPS) per kilogram of oil equivalent,European Union - 27 countries (from 2020),2007,6.54
Purchasing power standard (PPS) per kilogram of oil equivalent,European Union - 27 countries (from 2020),2008,6.77
Purchasing power standard (PPS) per kilogram of oil equivalent,European Union - 27 countries (from 2020),2009,6.89
Purchasing power standard (PPS) per kilogram of oil equivalent,European Union - 27 countries (from 2020),2010,6.88
Purchasing power standard (PPS) per kilogram of oil equivalent,European Union - 27 countries (from 2020),2011,7.31
Purchasing power standard (PPS) per kilogram of oil equivalent,European Union - 27 countries (from 2020),2012,7.46
Purchasing power standard (PPS) per kilogram of oil equivalent,European Union - 27 countries (from 2020),2013,7.63
Purchasing power standard (PPS) per kilogram of oil equivalent,European Union - 27 countries (from 2020),2014,8.08
Purchasing power standard (PPS) per kilogram of oil equivalent,European Union - 27 countries (from 2020),2015,8.27
Purchasing power standard (PPS) per kilogram of oil equivalent,European Union - 27 countries (from 2020),2016,8.41
Purchasing power standard (PPS) per kilogram of oil equivalent,European Union - 27 countries (from 2020),2017,8.58
Purchasing power standard (PPS) per kilogram of oil equivalent,European Union - 27 countries (from 2020),2018,8.93
Purchasing power standard (PPS) per kilogram of oil equivalent,European Union - 27 countries (from 2020),2019,9.4
Purchasing power standard (PPS) per kilogram of oil equivalent,European Union - 27 countries (from 2020),2020,9.85
Purchasing power standard (PPS) per kilogram of oil equivalent,European Union - 27 countries (from 2020),2021,10.12
Purchasing power standard (PPS) per kilogram of oil equivalent,European Union - 27 countries (from 2020),2022,11.56
Purchasing power standard (PPS) per kilogram of oil equivalent,European Union - 27 countries (from 2020),2023,12.82
Purchasing power standard (PPS) per kilogram of oil equivalent,Finland,2000,3.44
Purchasing power standard (PPS) per kilogram of oil equivalent,Finland,2001,3.49
Purchasing power standard (PPS) per kilogram of oil equivalent,Finland,2002,3.38
Purchasing power standard (PPS) per kilogram of oil equivalent,Finland,2003,3.28
Purchasing power standard (PPS) per kilogram of oil equivalent,Finland,2004,3.48
Purchasing power standard (PPS) per kilogram of oil equivalent,Finland,2005,3.89
Purchasing power standard (PPS) per kilogram of oil equivalent,Finland,2006,3.74
Purchasing power standard (PPS) per kilogram of oil equivalent,Finland,2007,4.17
Purchasing power standard (PPS) per kilogram of oil equivalent,Finland,2008,4.54
Purchasing power standard (PPS) per kilogram of oil equivalent,Finland,2009,4.52
Purchasing power standard (PPS) per kilogram of oil equivalent,Finland,2010,4.27
Purchasing power standard (PPS) per kilogram of oil equivalent,Finland,2011,4.6
Purchasing power standard (PPS) per kilogram of oil equivalent,Finland,2012,4.75
Purchasing power standard (PPS) per kilogram of oil equivalent,Finland,2013,4.81
Purchasing power standard (PPS) per kilogram of oil equivalent,Finland,2014,4.72
Purchasing power standard (PPS) per kilogram of oil equivalent,Finland,2015,5.05
Purchasing power standard (PPS) per kilogram of oil equivalent,Finland,2016,4.98
Purchasing power standard (PPS) per kilogram of oil equivalent,Finland,2017,5.16
Purchasing power standard (PPS) per kilogram of oil equivalent,Finland,2018,5.23
Purchasing power standard (PPS) per kilogram of oil equivalent,Finland,2019,5.43
Purchasing power standard (PPS) per kilogram of oil equivalent,Finland,2020,5.8
Purchasing power standard (PPS) per kilogram of oil equivalent,Finland,2021,5.9
Purchasing power standard (PPS) per kilogram of oil equivalent,Finland,2022,6.54
Purchasing power standard (PPS) per kilogram of oil equivalent,Finland,2023,6.66
Purchasing power standard (PPS) per kilogram of oil equivalent,France,2000,5.09
Purchasing power standard (PPS) per kilogram of oil equivalent,France,2001,5.21
Purchasing power standard (PPS) per kilogram of oil equivalent,France,2002,5.37
Purchasing power standard (PPS) per kilogram of oil equivalent,France,2003,5.23
Purchasing power standard (PPS) per kilogram of oil equivalent,France,2004,5.32
Purchasing power standard (PPS) per kilogram of oil equivalent,France,2005,5.63
Purchasing power standard (PPS) per kilogram of oil equivalent,France,2006,5.95
Purchasing power standard (PPS) per kilogram of oil equivalent,France,2007,6.3
Purchasing power standard (PPS) per kilogram of oil equivalent,France,2008,6.38
Purchasing power standard (PPS) per kilogram of oil equivalent,France,2009,6.42
Purchasing power standard (PPS) per kilogram of oil equivalent,France,2010,6.5
Purchasing power standard (PPS) per kilogram of oil equivalent,France,2011,6.83
Purchasing power standard (PPS) per kilogram of oil equivalent,France,2012,6.83
Purchasing power standard (PPS) per kilogram of oil equivalent,France,2013,7.02
Purchasing power standard (PPS) per kilogram of oil equivalent,France,2014,7.41
