airpol,src_crf,unit,country,year,value
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Bulgaria,2015,61.3
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Bulgaria,2016,58.7
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Bulgaria,2017,60.6
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Bulgaria,2018,56.3
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Bulgaria,2019,54.9
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Bulgaria,2020,48.6
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Bulgaria,2021,54.7
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Bulgaria,2022,59.2
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Switzerland,1990,100.0
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Switzerland,1991,103.1
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Switzerland,1992,102.9
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Switzerland,1993,98.6
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Switzerland,1994,97.0
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Switzerland,1995,98.9
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Switzerland,1996,100.2
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Switzerland,1997,98.4
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Switzerland,1998,101.3
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Switzerland,1999,101.5
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Switzerland,2000,100.6
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Switzerland,2001,102.8
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Switzerland,2002,99.5
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Switzerland,2003,100.6
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Switzerland,2004,101.3
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Switzerland,2005,102.5
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Switzerland,2006,102.2
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Switzerland,2007,99.3
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Switzerland,2008,102.3
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Switzerland,2009,99.4
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Switzerland,2010,102.5
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Switzerland,2011,95.9
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Switzerland,2012,98.4
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Switzerland,2013,99.9
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Switzerland,2014,93.2
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Switzerland,2015,92.6
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Switzerland,2016,93.5
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Switzerland,2017,92.1
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Switzerland,2018,90.1
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Switzerland,2019,89.8
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Switzerland,2020,78.9
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Switzerland,2021,81.6
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Switzerland,2022,78.9
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Cyprus,1990,100.0
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Cyprus,1991,110.2
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Cyprus,1992,116.7
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Cyprus,1993,119.3
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Cyprus,1994,123.7
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Cyprus,1995,123.5
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Cyprus,1996,128.9
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Cyprus,1997,130.2
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Cyprus,1998,135.9
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Cyprus,1999,140.6
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Cyprus,2000,145.1
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Cyprus,2001,146.5
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Cyprus,2002,149.7
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Cyprus,2003,157.0
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Cyprus,2004,158.9
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Cyprus,2005,159.9
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Cyprus,2006,164.0
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Cyprus,2007,169.1
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Cyprus,2008,173.1
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Cyprus,2009,168.6
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Cyprus,2010,163.6
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Cyprus,2011,159.3
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Cyprus,2012,150.3
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Cyprus,2013,138.3
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Cyprus,2014,144.2
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Cyprus,2015,144.5
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Cyprus,2016,153.4
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Cyprus,2017,158.0
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Cyprus,2018,157.0
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Cyprus,2019,157.6
"Greenhouse gases (CO2, N2O in CO2 equivalent, CH4 in CO2 equivalent, HFC in CO2 equivalent, PFC in CO2 equivalent, SF6 in CO2 equivalent, NF3 in CO2 equivalent)","Total (excluding LULUCF and memo items, including international aviation)","Index, 1990=100",Cyprus,2020,140.5
