siec,unit,country,year,value
Oil and petroleum products (excluding biofuel portion),Percentage,Czechia,2011,95.446
Oil and petroleum products (excluding biofuel portion),Percentage,Czechia,2012,95.466
Oil and petroleum products (excluding biofuel portion),Percentage,Czechia,2013,96.473
Oil and petroleum products (excluding biofuel portion),Percentage,Czechia,2014,97.614
Oil and petroleum products (excluding biofuel portion),Percentage,Czechia,2015,97.828
Oil and petroleum products (excluding biofuel portion),Percentage,Czechia,2016,97.25
Oil and petroleum products (excluding biofuel portion),Percentage,Czechia,2017,97.062
Oil and petroleum products (excluding biofuel portion),Percentage,Czechia,2018,99.469
Oil and petroleum products (excluding biofuel portion),Percentage,Czechia,2019,97.527
Oil and petroleum products (excluding biofuel portion),Percentage,Czechia,2020,101.229
Oil and petroleum products (excluding biofuel portion),Percentage,Czechia,2021,96.937
Oil and petroleum products (excluding biofuel portion),Percentage,Czechia,2022,99.871
Oil and petroleum products (excluding biofuel portion),Percentage,Czechia,2023,99.396
Oil and petroleum products (excluding biofuel portion),Percentage,Germany,2000,94.592
Oil and petroleum products (excluding biofuel portion),Percentage,Germany,2001,96.683
Oil and petroleum products (excluding biofuel portion),Percentage,Germany,2002,94.059
Oil and petroleum products (excluding biofuel portion),Percentage,Germany,2003,97.23
Oil and petroleum products (excluding biofuel portion),Percentage,Germany,2004,95.438
Oil and petroleum products (excluding biofuel portion),Percentage,Germany,2005,97.317
Oil and petroleum products (excluding biofuel portion),Percentage,Germany,2006,95.791
Oil and petroleum products (excluding biofuel portion),Percentage,Germany,2007,94.357
Oil and petroleum products (excluding biofuel portion),Percentage,Germany,2008,96.227
Oil and petroleum products (excluding biofuel portion),Percentage,Germany,2009,96.503
Oil and petroleum products (excluding biofuel portion),Percentage,Germany,2010,96.756
Oil and petroleum products (excluding biofuel portion),Percentage,Germany,2011,95.5
Oil and petroleum products (excluding biofuel portion),Percentage,Germany,2012,97.151
Oil and petroleum products (excluding biofuel portion),Percentage,Germany,2013,96.475
Oil and petroleum products (excluding biofuel portion),Percentage,Germany,2014,95.908
Oil and petroleum products (excluding biofuel portion),Percentage,Germany,2015,96.541
Oil and petroleum products (excluding biofuel portion),Percentage,Germany,2016,96.374
Oil and petroleum products (excluding biofuel portion),Percentage,Germany,2017,95.834
Oil and petroleum products (excluding biofuel portion),Percentage,Germany,2018,95.484
Oil and petroleum products (excluding biofuel portion),Percentage,Germany,2019,97.339
Oil and petroleum products (excluding biofuel portion),Percentage,Germany,2020,96.544
Oil and petroleum products (excluding biofuel portion),Percentage,Germany,2021,95.552
Oil and petroleum products (excluding biofuel portion),Percentage,Germany,2022,96.906
Oil and petroleum products (excluding biofuel portion),Percentage,Germany,2023,93.662
Oil and petroleum products (excluding biofuel portion),Percentage,Denmark,2000,-84.105
Oil and petroleum products (excluding biofuel portion),Percentage,Denmark,2001,-71.347
Oil and petroleum products (excluding biofuel portion),Percentage,Denmark,2002,-99.284
Oil and petroleum products (excluding biofuel portion),Percentage,Denmark,2003,-99.795
Oil and petroleum products (excluding biofuel portion),Percentage,Denmark,2004,-116.42
Oil and petroleum products (excluding biofuel portion),Percentage,Denmark,2005,-104.447
Oil and petroleum products (excluding biofuel portion),Percentage,Denmark,2006,-86.46
Oil and petroleum products (excluding biofuel portion),Percentage,Denmark,2007,-66.199
Oil and petroleum products (excluding biofuel portion),Percentage,Denmark,2008,-49.435
Oil and petroleum products (excluding biofuel portion),Percentage,Denmark,2009,-57.326
Oil and petroleum products (excluding biofuel portion),Percentage,Denmark,2010,-45.023
Oil and petroleum products (excluding biofuel portion),Percentage,Denmark,2011,-48.995
Oil and petroleum products (excluding biofuel portion),Percentage,Denmark,2012,-36.197
Oil and petroleum products (excluding biofuel portion),Percentage,Denmark,2013,-15.486
Oil and petroleum products (excluding biofuel portion),Percentage,Denmark,2014,-9.845
Oil and petroleum products (excluding biofuel portion),Percentage,Denmark,2015,5.347
Oil and petroleum products (excluding biofuel portion),Percentage,Denmark,2016,2.627
Oil and petroleum products (excluding biofuel portion),Percentage,Denmark,2017,-5.313
Oil and petroleum products (excluding biofuel portion),Percentage,Denmark,2018,18.32
Oil and petroleum products (excluding biofuel portion),Percentage,Denmark,2019,44.821
Oil and petroleum products (excluding biofuel portion),Percentage,Denmark,2020,55.341
Oil and petroleum products (excluding biofuel portion),Percentage,Denmark,2021,30.317
Oil and petroleum products (excluding biofuel portion),Percentage,Denmark,2022,53.348
Oil and petroleum products (excluding biofuel portion),Percentage,Denmark,2023,50.353
Oil and petroleum products (excluding biofuel portion),Percentage,Euro area – 20 countries (from 2023),2000,97.369
Oil and petroleum products (excluding biofuel portion),Percentage,Euro area – 20 countries (from 2023),2001,96.575
Oil and petroleum products (excluding biofuel portion),Percentage,Euro area – 20 countries (from 2023),2002,96.233
Oil and petroleum products (excluding biofuel portion),Percentage,Euro area – 20 countries (from 2023),2003,96.969
Oil and petroleum products (excluding biofuel portion),Percentage,Euro area – 20 countries (from 2023),2004,96.741
Oil and petroleum products (excluding biofuel portion),Percentage,Euro area – 20 countries (from 2023),2005,97.503
Oil and petroleum products (excluding biofuel portion),Percentage,Euro area – 20 countries (from 2023),2006,97.359
Oil and petroleum products (excluding biofuel portion),Percentage,Euro area – 20 countries (from 2023),2007,95.925
Oil and petroleum products (excluding biofuel portion),Percentage,Euro area – 20 countries (from 2023),2008,97.432
Oil and petroleum products (excluding biofuel portion),Percentage,Euro area – 20 countries (from 2023),2009,96.698
Oil and petroleum products (excluding biofuel portion),Percentage,Euro area – 20 countries (from 2023),2010,96.799
Oil and petroleum products (excluding biofuel portion),Percentage,Euro area – 20 countries (from 2023),2011,96.159
Oil and petroleum products (excluding biofuel portion),Percentage,Euro area – 20 countries (from 2023),2012,96.584
Oil and petroleum products (excluding biofuel portion),Percentage,Euro area – 20 countries (from 2023),2013,96.756
Oil and petroleum products (excluding biofuel portion),Percentage,Euro area – 20 countries (from 2023),2014,96.149
Oil and petroleum products (excluding biofuel portion),Percentage,Euro area – 20 countries (from 2023),2015,98.38
Oil and petroleum products (excluding biofuel portion),Percentage,Euro area – 20 countries (from 2023),2016,96.521
Oil and petroleum products (excluding biofuel portion),Percentage,Euro area – 20 countries (from 2023),2017,95.83
Oil and petroleum products (excluding biofuel portion),Percentage,Euro area – 20 countries (from 2023),2018,96.302
Oil and petroleum products (excluding biofuel portion),Percentage,Euro area – 20 countries (from 2023),2019,98.046
Oil and petroleum products (excluding biofuel portion),Percentage,Euro area – 20 countries (from 2023),2020,97.728
Oil and petroleum products (excluding biofuel portion),Percentage,Euro area – 20 countries (from 2023),2021,93.352
Oil and petroleum products (excluding biofuel portion),Percentage,Euro area – 20 countries (from 2023),2022,98.887
Oil and petroleum products (excluding biofuel portion),Percentage,Euro area – 20 countries (from 2023),2023,95.456
Oil and petroleum products (excluding biofuel portion),Percentage,Estonia,2000,101.467
Oil and petroleum products (excluding biofuel portion),Percentage,Estonia,2001,93.712
Oil and petroleum products (excluding biofuel portion),Percentage,Estonia,2002,100.99
Oil and petroleum products (excluding biofuel portion),Percentage,Estonia,2003,97.816
Oil and petroleum products (excluding biofuel portion),Percentage,Estonia,2004,99.308
Oil and petroleum products (excluding biofuel portion),Percentage,Estonia,2005,98.847
Oil and petroleum products (excluding biofuel portion),Percentage,Estonia,2006,105.361
Oil and petroleum products (excluding biofuel portion),Percentage,Estonia,2007,105.068
Oil and petroleum products (excluding biofuel portion),Percentage,Estonia,2008,95.682
Oil and petroleum products (excluding biofuel portion),Percentage,Estonia,2009,106.817
Oil and petroleum products (excluding biofuel portion),Percentage,Estonia,2010,95.781
Oil and petroleum products (excluding biofuel portion),Percentage,Estonia,2011,100.337
Oil and petroleum products (excluding biofuel portion),Percentage,Estonia,2012,100.283
Oil and petroleum products (excluding biofuel portion),Percentage,Estonia,2013,103.619
Oil and petroleum products (excluding biofuel portion),Percentage,Estonia,2014,101.688
Oil and petroleum products (excluding biofuel portion),Percentage,Estonia,2015,101.744
Oil and petroleum products (excluding biofuel portion),Percentage,Estonia,2016,101.507
Oil and petroleum products (excluding biofuel portion),Percentage,Estonia,2017,115.048
Oil and petroleum products (excluding biofuel portion),Percentage,Estonia,2018,84.63
Oil and petroleum products (excluding biofuel portion),Percentage,Estonia,2019,129.644
Oil and petroleum products (excluding biofuel portion),Percentage,Estonia,2020,129.961
Oil and petroleum products (excluding biofuel portion),Percentage,Estonia,2021,54.914
Oil and petroleum products (excluding biofuel portion),Percentage,Estonia,2022,108.624
Oil and petroleum products (excluding biofuel portion),Percentage,Estonia,2023,81.151
Oil and petroleum products (excluding biofuel portion),Percentage,Greece,2000,100.318
Oil and petroleum products (excluding biofuel portion),Percentage,Greece,2001,98.54
Oil and petroleum products (excluding biofuel portion),Percentage,Greece,2002,102.64
Oil and petroleum products (excluding biofuel portion),Percentage,Greece,2003,96.127
Oil and petroleum products (excluding biofuel portion),Percentage,Greece,2004,104.829
Oil and petroleum products (excluding biofuel portion),Percentage,Greece,2005,97.782
Oil and petroleum products (excluding biofuel portion),Percentage,Greece,2006,101.338
Oil and petroleum products (excluding biofuel portion),Percentage,Greece,2007,100.971
Oil and petroleum products (excluding biofuel portion),Percentage,Greece,2008,101.295
Oil and petroleum products (excluding biofuel portion),Percentage,Greece,2009,96.763
Oil and petroleum products (excluding biofuel portion),Percentage,Greece,2010,98.697
Oil and petroleum products (excluding biofuel portion),Percentage,Greece,2011,93.929
Oil and petroleum products (excluding biofuel portion),Percentage,Greece,2012,101.387
Oil and petroleum products (excluding biofuel portion),Percentage,Greece,2013,94.73
Oil and petroleum products (excluding biofuel portion),Percentage,Greece,2014,99.93
Oil and petroleum products (excluding biofuel portion),Percentage,Greece,2015,105.487
Oil and petroleum products (excluding biofuel portion),Percentage,Greece,2016,99.698
Oil and petroleum products (excluding biofuel portion),Percentage,Greece,2017,98.097
Oil and petroleum products (excluding biofuel portion),Percentage,Greece,2018,97.935
Oil and petroleum products (excluding biofuel portion),Percentage,Greece,2019,95.719
Oil and petroleum products (excluding biofuel portion),Percentage,Greece,2020,106.438
Oil and petroleum products (excluding biofuel portion),Percentage,Greece,2021,93.086
Oil and petroleum products (excluding biofuel portion),Percentage,Greece,2022,101.796
Oil and petroleum products (excluding biofuel portion),Percentage,Greece,2023,97.637
Oil and petroleum products (excluding biofuel portion),Percentage,Spain,2000,101.034
Oil and petroleum products (excluding biofuel portion),Percentage,Spain,2001,99.293
Oil and petroleum products (excluding biofuel portion),Percentage,Spain,2002,101.174
Oil and petroleum products (excluding biofuel portion),Percentage,Spain,2003,99.603
Oil and petroleum products (excluding biofuel portion),Percentage,Spain,2004,99.377
Oil and petroleum products (excluding biofuel portion),Percentage,Spain,2005,101.243
Oil and petroleum products (excluding biofuel portion),Percentage,Spain,2006,100.839
Oil and petroleum products (excluding biofuel portion),Percentage,Spain,2007,99.654
Oil and petroleum products (excluding biofuel portion),Percentage,Spain,2008,100.365
Oil and petroleum products (excluding biofuel portion),Percentage,Spain,2009,98.866
Oil and petroleum products (excluding biofuel portion),Percentage,Spain,2010,99.882
Oil and petroleum products (excluding biofuel portion),Percentage,Spain,2011,99.793
Oil and petroleum products (excluding biofuel portion),Percentage,Spain,2012,96.758
Oil and petroleum products (excluding biofuel portion),Percentage,Spain,2013,97.355
Oil and petroleum products (excluding biofuel portion),Percentage,Spain,2014,101.662
Oil and petroleum products (excluding biofuel portion),Percentage,Spain,2015,102.151
Oil and petroleum products (excluding biofuel portion),Percentage,Spain,2016,99.236
Oil and petroleum products (excluding biofuel portion),Percentage,Spain,2017,97.849
Oil and petroleum products (excluding biofuel portion),Percentage,Spain,2018,98.957
Oil and petroleum products (excluding biofuel portion),Percentage,Spain,2019,101.835
Oil and petroleum products (excluding biofuel portion),Percentage,Spain,2020,99.355
Oil and petroleum products (excluding biofuel portion),Percentage,Spain,2021,95.612
Oil and petroleum products (excluding biofuel portion),Percentage,Spain,2022,101.003
Oil and petroleum products (excluding biofuel portion),Percentage,Spain,2023,99.056
Oil and petroleum products (excluding biofuel portion),Percentage,European Union - 27 countries (from 2020),2000,93.276
Oil and petroleum products (excluding biofuel portion),Percentage,European Union - 27 countries (from 2020),2001,92.917
Oil and petroleum products (excluding biofuel portion),Percentage,European Union - 27 countries (from 2020),2002,91.873
Oil and petroleum products (excluding biofuel portion),Percentage,European Union - 27 countries (from 2020),2003,93.088
Oil and petroleum products (excluding biofuel portion),Percentage,European Union - 27 countries (from 2020),2004,92.727
Oil and petroleum products (excluding biofuel portion),Percentage,European Union - 27 countries (from 2020),2005,93.847
Oil and petroleum products (excluding biofuel portion),Percentage,European Union - 27 countries (from 2020),2006,93.776
Oil and petroleum products (excluding biofuel portion),Percentage,European Union - 27 countries (from 2020),2007,93.11
Oil and petroleum products (excluding biofuel portion),Percentage,European Union - 27 countries (from 2020),2008,94.537
Oil and petroleum products (excluding biofuel portion),Percentage,European Union - 27 countries (from 2020),2009,93.977
Oil and petroleum products (excluding biofuel portion),Percentage,European Union - 27 countries (from 2020),2010,93.966
Oil and petroleum products (excluding biofuel portion),Percentage,European Union - 27 countries (from 2020),2011,93.331
Oil and petroleum products (excluding biofuel portion),Percentage,European Union - 27 countries (from 2020),2012,93.852
Oil and petroleum products (excluding biofuel portion),Percentage,European Union - 27 countries (from 2020),2013,94.319
Oil and petroleum products (excluding biofuel portion),Percentage,European Union - 27 countries (from 2020),2014,94.083
Oil and petroleum products (excluding biofuel portion),Percentage,European Union - 27 countries (from 2020),2015,96.707
Oil and petroleum products (excluding biofuel portion),Percentage,European Union - 27 countries (from 2020),2016,94.71
Oil and petroleum products (excluding biofuel portion),Percentage,European Union - 27 countries (from 2020),2017,93.732
Oil and petroleum products (excluding biofuel portion),Percentage,European Union - 27 countries (from 2020),2018,94.529
Oil and petroleum products (excluding biofuel portion),Percentage,European Union - 27 countries (from 2020),2019,96.724
Oil and petroleum products (excluding biofuel portion),Percentage,European Union - 27 countries (from 2020),2020,96.797
Oil and petroleum products (excluding biofuel portion),Percentage,European Union - 27 countries (from 2020),2021,91.699
Oil and petroleum products (excluding biofuel portion),Percentage,European Union - 27 countries (from 2020),2022,97.77
Oil and petroleum products (excluding biofuel portion),Percentage,European Union - 27 countries (from 2020),2023,94.524
Oil and petroleum products (excluding biofuel portion),Percentage,Finland,2000,104.066
Oil and petroleum products (excluding biofuel portion),Percentage,Finland,2001,103.436
Oil and petroleum products (excluding biofuel portion),Percentage,Finland,2002,93.885
Oil and petroleum products (excluding biofuel portion),Percentage,Finland,2003,101.183
Oil and petroleum products (excluding biofuel portion),Percentage,Finland,2004,96.144
Oil and petroleum products (excluding biofuel portion),Percentage,Finland,2005,99.097
Oil and petroleum products (excluding biofuel portion),Percentage,Finland,2006,100.39
Oil and petroleum products (excluding biofuel portion),Percentage,Finland,2007,100.202
Oil and petroleum products (excluding biofuel portion),Percentage,Finland,2008,103.588
Oil and petroleum products (excluding biofuel portion),Percentage,Finland,2009,101.122
Oil and petroleum products (excluding biofuel portion),Percentage,Finland,2010,92.272
Oil and petroleum products (excluding biofuel portion),Percentage,Finland,2011,99.935
Oil and petroleum products (excluding biofuel portion),Percentage,Finland,2012,95.631
Oil and petroleum products (excluding biofuel portion),Percentage,Finland,2013,109.192
Oil and petroleum products (excluding biofuel portion),Percentage,Finland,2014,98.175
Oil and petroleum products (excluding biofuel portion),Percentage,Finland,2015,109.478
Oil and petroleum products (excluding biofuel portion),Percentage,Finland,2016,97.364
Oil and petroleum products (excluding biofuel portion),Percentage,Finland,2017,96.11
Oil and petroleum products (excluding biofuel portion),Percentage,Finland,2018,98.182
Oil and petroleum products (excluding biofuel portion),Percentage,Finland,2019,95.12
Oil and petroleum products (excluding biofuel portion),Percentage,Finland,2020,102.416
Oil and petroleum products (excluding biofuel portion),Percentage,Finland,2021,95.498
Oil and petroleum products (excluding biofuel portion),Percentage,Finland,2022,101.73
Oil and petroleum products (excluding biofuel portion),Percentage,Finland,2023,86.853
Oil and petroleum products (excluding biofuel portion),Percentage,France,2000,99.533
Oil and petroleum products (excluding biofuel portion),Percentage,France,2001,97.763
Oil and petroleum products (excluding biofuel portion),Percentage,France,2002,98.711
Oil and petroleum products (excluding biofuel portion),Percentage,France,2003,99.416
Oil and petroleum products (excluding biofuel portion),Percentage,France,2004,97.833
Oil and petroleum products (excluding biofuel portion),Percentage,France,2005,99.38
Oil and petroleum products (excluding biofuel portion),Percentage,France,2006,98.467
Oil and petroleum products (excluding biofuel portion),Percentage,France,2007,98.03
Oil and petroleum products (excluding biofuel portion),Percentage,France,2008,97.878
Oil and petroleum products (excluding biofuel portion),Percentage,France,2009,97.84
Oil and petroleum products (excluding biofuel portion),Percentage,France,2010,97.907
Oil and petroleum products (excluding biofuel portion),Percentage,France,2011,98.345
Oil and petroleum products (excluding biofuel portion),Percentage,France,2012,98.215
Oil and petroleum products (excluding biofuel portion),Percentage,France,2013,99.302
Oil and petroleum products (excluding biofuel portion),Percentage,France,2014,98.562
Oil and petroleum products (excluding biofuel portion),Percentage,France,2015,98.599
Oil and petroleum products (excluding biofuel portion),Percentage,France,2016,97.651
Oil and petroleum products (excluding biofuel portion),Percentage,France,2017,99.114
Oil and petroleum products (excluding biofuel portion),Percentage,France,2018,98.038
Oil and petroleum products (excluding biofuel portion),Percentage,France,2019,98.42
Oil and petroleum products (excluding biofuel portion),Percentage,France,2020,98.536
Oil and petroleum products (excluding biofuel portion),Percentage,France,2021,97.14
Oil and petroleum products (excluding biofuel portion),Percentage,France,2022,98.766
Oil and petroleum products (excluding biofuel portion),Percentage,France,2023,98.389
Oil and petroleum products (excluding biofuel portion),Percentage,Croatia,2000,60.73
Oil and petroleum products (excluding biofuel portion),Percentage,Croatia,2001,67.401
Oil and petroleum products (excluding biofuel portion),Percentage,Croatia,2002,81.472
Oil and petroleum products (excluding biofuel portion),Percentage,Croatia,2003,70.712
Oil and petroleum products (excluding biofuel portion),Percentage,Croatia,2004,77.67
Oil and petroleum products (excluding biofuel portion),Percentage,Croatia,2005,79.394
Oil and petroleum products (excluding biofuel portion),Percentage,Croatia,2006,76.581
Oil and petroleum products (excluding biofuel portion),Percentage,Croatia,2007,81.596
Oil and petroleum products (excluding biofuel portion),Percentage,Croatia,2008,84.237
Oil and petroleum products (excluding biofuel portion),Percentage,Croatia,2009,77.863
Oil and petroleum products (excluding biofuel portion),Percentage,Croatia,2010,80.653
Oil and petroleum products (excluding biofuel portion),Percentage,Croatia,2011,81.205
Oil and petroleum products (excluding biofuel portion),Percentage,Croatia,2012,75.13
Oil and petroleum products (excluding biofuel portion),Percentage,Croatia,2013,78.793
Oil and petroleum products (excluding biofuel portion),Percentage,Croatia,2014,75.746
Oil and petroleum products (excluding biofuel portion),Percentage,Croatia,2015,81.444
Oil and petroleum products (excluding biofuel portion),Percentage,Croatia,2016,78.987
Oil and petroleum products (excluding biofuel portion),Percentage,Croatia,2017,77.13
Oil and petroleum products (excluding biofuel portion),Percentage,Croatia,2018,82.112
Oil and petroleum products (excluding biofuel portion),Percentage,Croatia,2019,76.278
Oil and petroleum products (excluding biofuel portion),Percentage,Croatia,2020,73.684
Oil and petroleum products (excluding biofuel portion),Percentage,Croatia,2021,78.389
Oil and petroleum products (excluding biofuel portion),Percentage,Croatia,2022,86.831
Oil and petroleum products (excluding biofuel portion),Percentage,Croatia,2023,82.829
Oil and petroleum products (excluding biofuel portion),Percentage,Hungary,2000,75.879
Oil and petroleum products (excluding biofuel portion),Percentage,Hungary,2001,71.482
Oil and petroleum products (excluding biofuel portion),Percentage,Hungary,2002,72.854
Oil and petroleum products (excluding biofuel portion),Percentage,Hungary,2003,76.342
Oil and petroleum products (excluding biofuel portion),Percentage,Hungary,2004,78.211
Oil and petroleum products (excluding biofuel portion),Percentage,Hungary,2005,81.998
Oil and petroleum products (excluding biofuel portion),Percentage,Hungary,2006,79.333
Oil and petroleum products (excluding biofuel portion),Percentage,Hungary,2007,82.926
Oil and petroleum products (excluding biofuel portion),Percentage,Hungary,2008,81.63
Oil and petroleum products (excluding biofuel portion),Percentage,Hungary,2009,78.639
Oil and petroleum products (excluding biofuel portion),Percentage,Hungary,2010,85.293
Oil and petroleum products (excluding biofuel portion),Percentage,Hungary,2011,83.116
Oil and petroleum products (excluding biofuel portion),Percentage,Hungary,2012,82.009
Oil and petroleum products (excluding biofuel portion),Percentage,Hungary,2013,85.254
Oil and petroleum products (excluding biofuel portion),Percentage,Hungary,2014,88.264
Oil and petroleum products (excluding biofuel portion),Percentage,Hungary,2015,93.7
Oil and petroleum products (excluding biofuel portion),Percentage,Hungary,2016,90.073
Oil and petroleum products (excluding biofuel portion),Percentage,Hungary,2017,86.98
Oil and petroleum products (excluding biofuel portion),Percentage,Hungary,2018,86.217
Oil and petroleum products (excluding biofuel portion),Percentage,Hungary,2019,86.649
Oil and petroleum products (excluding biofuel portion),Percentage,Hungary,2020,87.111
Oil and petroleum products (excluding biofuel portion),Percentage,Hungary,2021,86.87
Oil and petroleum products (excluding biofuel portion),Percentage,Hungary,2022,89.419
Oil and petroleum products (excluding biofuel portion),Percentage,Hungary,2023,89.023
Oil and petroleum products (excluding biofuel portion),Percentage,Ireland,2000,98.778
Oil and petroleum products (excluding biofuel portion),Percentage,Ireland,2001,101.756
Oil and petroleum products (excluding biofuel portion),Percentage,Ireland,2002,101.453
Oil and petroleum products (excluding biofuel portion),Percentage,Ireland,2003,100.507
Oil and petroleum products (excluding biofuel portion),Percentage,Ireland,2004,100.307
Oil and petroleum products (excluding biofuel portion),Percentage,Ireland,2005,100.01
Oil and petroleum products (excluding biofuel portion),Percentage,Ireland,2006,100.836
Oil and petroleum products (excluding biofuel portion),Percentage,Ireland,2007,97.07
Oil and petroleum products (excluding biofuel portion),Percentage,Ireland,2008,101.176
Oil and petroleum products (excluding biofuel portion),Percentage,Ireland,2009,99.082
Oil and petroleum products (excluding biofuel portion),Percentage,Ireland,2010,97.482
Oil and petroleum products (excluding biofuel portion),Percentage,Ireland,2011,101.753
Oil and petroleum products (excluding biofuel portion),Percentage,Ireland,2012,99.325
Oil and petroleum products (excluding biofuel portion),Percentage,Ireland,2013,101.084
Oil and petroleum products (excluding biofuel portion),Percentage,Ireland,2014,98.389
Oil and petroleum products (excluding biofuel portion),Percentage,Ireland,2015,104.65
Oil and petroleum products (excluding biofuel portion),Percentage,Ireland,2016,99.078
Oil and petroleum products (excluding biofuel portion),Percentage,Ireland,2017,95.668
Oil and petroleum products (excluding biofuel portion),Percentage,Ireland,2018,98.191
Oil and petroleum products (excluding biofuel portion),Percentage,Ireland,2019,98.964
Oil and petroleum products (excluding biofuel portion),Percentage,Ireland,2020,103.184
Oil and petroleum products (excluding biofuel portion),Percentage,Ireland,2021,98.371
Oil and petroleum products (excluding biofuel portion),Percentage,Ireland,2022,100.565
Oil and petroleum products (excluding biofuel portion),Percentage,Ireland,2023,99.498
Oil and petroleum products (excluding biofuel portion),Percentage,Iceland,2000,104.289
Oil and petroleum products (excluding biofuel portion),Percentage,Iceland,2001,99.691
Oil and petroleum products (excluding biofuel portion),Percentage,Iceland,2002,97.354
Oil and petroleum products (excluding biofuel portion),Percentage,Iceland,2003,94.231
Oil and petroleum products (excluding biofuel portion),Percentage,Iceland,2004,103.321
Oil and petroleum products (excluding biofuel portion),Percentage,Iceland,2005,102.012
Oil and petroleum products (excluding biofuel portion),Percentage,Iceland,2006,97.386
Oil and petroleum products (excluding biofuel portion),Percentage,Iceland,2007,99.936
Oil and petroleum products (excluding biofuel portion),Percentage,Iceland,2008,99.831
Oil and petroleum products (excluding biofuel portion),Percentage,Iceland,2009,101.893
Oil and petroleum products (excluding biofuel portion),Percentage,Iceland,2010,95.636
Oil and petroleum products (excluding biofuel portion),Percentage,Iceland,2011,100.573
Oil and petroleum products (excluding biofuel portion),Percentage,Iceland,2012,100.716
Oil and petroleum products (excluding biofuel portion),Percentage,Iceland,2013,101.794
Oil and petroleum products (excluding biofuel portion),Percentage,Iceland,2014,98.979
Oil and petroleum products (excluding biofuel portion),Percentage,Iceland,2015,102.534
Oil and petroleum products (excluding biofuel portion),Percentage,Iceland,2016,100.979
Oil and petroleum products (excluding biofuel portion),Percentage,Iceland,2017,99.799
Oil and petroleum products (excluding biofuel portion),Percentage,Iceland,2018,105.828
Oil and petroleum products (excluding biofuel portion),Percentage,Iceland,2019,95.742
Oil and petroleum products (excluding biofuel portion),Percentage,Iceland,2020,95.886
Oil and petroleum products (excluding biofuel portion),Percentage,Iceland,2021,104.526
Oil and petroleum products (excluding biofuel portion),Percentage,Italy,2000,96.135
Oil and petroleum products (excluding biofuel portion),Percentage,Italy,2001,92.93
Oil and petroleum products (excluding biofuel portion),Percentage,Italy,2002,94.093
Oil and petroleum products (excluding biofuel portion),Percentage,Italy,2003,93.034
Oil and petroleum products (excluding biofuel portion),Percentage,Italy,2004,93.137
Oil and petroleum products (excluding biofuel portion),Percentage,Italy,2005,91.804
Oil and petroleum products (excluding biofuel portion),Percentage,Italy,2006,93.174
Oil and petroleum products (excluding biofuel portion),Percentage,Italy,2007,92.264
Oil and petroleum products (excluding biofuel portion),Percentage,Italy,2008,91.947
Oil and petroleum products (excluding biofuel portion),Percentage,Italy,2009,91.922
Oil and petroleum products (excluding biofuel portion),Percentage,Italy,2010,93.576
Oil and petroleum products (excluding biofuel portion),Percentage,Italy,2011,91.039
Oil and petroleum products (excluding biofuel portion),Percentage,Italy,2012,90.065
Oil and petroleum products (excluding biofuel portion),Percentage,Italy,2013,90.714
Oil and petroleum products (excluding biofuel portion),Percentage,Italy,2014,88.536
Oil and petroleum products (excluding biofuel portion),Percentage,Italy,2015,89.433
Oil and petroleum products (excluding biofuel portion),Percentage,Italy,2016,90.948
Oil and petroleum products (excluding biofuel portion),Percentage,Italy,2017,91.515
Oil and petroleum products (excluding biofuel portion),Percentage,Italy,2018,89.845
Oil and petroleum products (excluding biofuel portion),Percentage,Italy,2019,92.51
Oil and petroleum products (excluding biofuel portion),Percentage,Italy,2020,88.717
Oil and petroleum products (excluding biofuel portion),Percentage,Italy,2021,84.326
Oil and petroleum products (excluding biofuel portion),Percentage,Italy,2022,92.931
Oil and petroleum products (excluding biofuel portion),Percentage,Italy,2023,89.075
Oil and petroleum products (excluding biofuel portion),Percentage,Lithuania,2000,100.978
Oil and petroleum products (excluding biofuel portion),Percentage,Lithuania,2001,75.44
Oil and petroleum products (excluding biofuel portion),Percentage,Lithuania,2002,76.469
Oil and petroleum products (excluding biofuel portion),Percentage,Lithuania,2003,89.443
Oil and petroleum products (excluding biofuel portion),Percentage,Lithuania,2004,94.759
Oil and petroleum products (excluding biofuel portion),Percentage,Lithuania,2005,93.445
Oil and petroleum products (excluding biofuel portion),Percentage,Lithuania,2006,97.953
Oil and petroleum products (excluding biofuel portion),Percentage,Lithuania,2007,95.085
Oil and petroleum products (excluding biofuel portion),Percentage,Lithuania,2008,92.806
Oil and petroleum products (excluding biofuel portion),Percentage,Lithuania,2009,89.998
Oil and petroleum products (excluding biofuel portion),Percentage,Lithuania,2010,98.667
Oil and petroleum products (excluding biofuel portion),Percentage,Lithuania,2011,91.549
Oil and petroleum products (excluding biofuel portion),Percentage,Lithuania,2012,93.114
Oil and petroleum products (excluding biofuel portion),Percentage,Lithuania,2013,93.369
Oil and petroleum products (excluding biofuel portion),Percentage,Lithuania,2014,93.153
Oil and petroleum products (excluding biofuel portion),Percentage,Lithuania,2015,100.712
Oil and petroleum products (excluding biofuel portion),Percentage,Lithuania,2016,97.912
Oil and petroleum products (excluding biofuel portion),Percentage,Lithuania,2017,94.995
Oil and petroleum products (excluding biofuel portion),Percentage,Lithuania,2018,98.438
Oil and petroleum products (excluding biofuel portion),Percentage,Lithuania,2019,100.828
Oil and petroleum products (excluding biofuel portion),Percentage,Lithuania,2020,102.673
