country,year,unit,income_group,crime
European Union - 27 countries (2007-2013),2008,Percentage,Below 60% of median equivalised income,17.9
European Union - 27 countries (2007-2013),2009,Percentage,Below 60% of median equivalised income,19.1
European Union - 27 countries (2007-2013),2010,Percentage,Below 60% of median equivalised income,18.0
European Union - 27 countries (2007-2013),2011,Percentage,Below 60% of median equivalised income,16.9
European Union - 27 countries (2007-2013),2012,Percentage,Below 60% of median equivalised income,16.7
European Union - 27 countries (2007-2013),2013,Percentage,Below 60% of median equivalised income,17.2
European Union - 27 countries (2007-2013),2014,Percentage,Below 60% of median equivalised income,16.9
European Union - 27 countries (2007-2013),2015,Percentage,Below 60% of median equivalised income,16.7
European Union - 27 countries (2007-2013),2016,Percentage,Below 60% of median equivalised income,15.9
European Union - 27 countries (2007-2013),2017,Percentage,Below 60% of median equivalised income,14.7
European Union - 27 countries (2007-2013),2018,Percentage,Below 60% of median equivalised income,15.5
European Union - 27 countries (2007-2013),2019,Percentage,Below 60% of median equivalised income,14.8
European Union - 27 countries (from 2020),2010,Percentage,Below 60% of median equivalised income,16.4
European Union - 27 countries (from 2020),2011,Percentage,Below 60% of median equivalised income,15.8
European Union - 27 countries (from 2020),2012,Percentage,Below 60% of median equivalised income,15.3
European Union - 27 countries (from 2020),2013,Percentage,Below 60% of median equivalised income,16.6
European Union - 27 countries (from 2020),2014,Percentage,Below 60% of median equivalised income,16.0
European Union - 27 countries (from 2020),2015,Percentage,Below 60% of median equivalised income,15.6
European Union - 27 countries (from 2020),2016,Percentage,Below 60% of median equivalised income,15.1
European Union - 27 countries (from 2020),2017,Percentage,Below 60% of median equivalised income,14.1
European Union - 27 countries (from 2020),2018,Percentage,Below 60% of median equivalised income,14.1
European Union - 27 countries (from 2020),2019,Percentage,Below 60% of median equivalised income,13.4
European Union - 27 countries (from 2020),2020,Percentage,Below 60% of median equivalised income,13.7
European Union - 27 countries (from 2020),2023,Percentage,Below 60% of median equivalised income,12.3
European Union - 28 countries (2013-2020),2010,Percentage,Below 60% of median equivalised income,17.8
European Union - 28 countries (2013-2020),2011,Percentage,Below 60% of median equivalised income,16.8
European Union - 28 countries (2013-2020),2012,Percentage,Below 60% of median equivalised income,16.6
European Union - 28 countries (2013-2020),2013,Percentage,Below 60% of median equivalised income,17.1
European Union - 28 countries (2013-2020),2014,Percentage,Below 60% of median equivalised income,16.8
European Union - 28 countries (2013-2020),2015,Percentage,Below 60% of median equivalised income,16.6
European Union - 28 countries (2013-2020),2016,Percentage,Below 60% of median equivalised income,15.8
European Union - 28 countries (2013-2020),2017,Percentage,Below 60% of median equivalised income,14.6
European Union - 28 countries (2013-2020),2018,Percentage,Below 60% of median equivalised income,15.4
European Union - 28 countries (2013-2020),2019,Percentage,Below 60% of median equivalised income,14.7
Finland,2004,Percentage,Below 60% of median equivalised income,19.9
Finland,2005,Percentage,Below 60% of median equivalised income,16.7
Finland,2006,Percentage,Below 60% of median equivalised income,17.3
Finland,2007,Percentage,Below 60% of median equivalised income,16.4
Finland,2008,Percentage,Below 60% of median equivalised income,16.6
Finland,2009,Percentage,Below 60% of median equivalised income,19.6
Finland,2010,Percentage,Below 60% of median equivalised income,13.3
Finland,2011,Percentage,Below 60% of median equivalised income,11.5
Finland,2012,Percentage,Below 60% of median equivalised income,12.8
Finland,2013,Percentage,Below 60% of median equivalised income,11.7
Finland,2014,Percentage,Below 60% of median equivalised income,9.1
Finland,2015,Percentage,Below 60% of median equivalised income,10.0
Finland,2016,Percentage,Below 60% of median equivalised income,9.1
Finland,2017,Percentage,Below 60% of median equivalised income,8.2
Finland,2018,Percentage,Below 60% of median equivalised income,8.3
Finland,2019,Percentage,Below 60% of median equivalised income,8.6
Finland,2020,Percentage,Below 60% of median equivalised income,12.9
Finland,2023,Percentage,Below 60% of median equivalised income,16.4
France,2004,Percentage,Below 60% of median equivalised income,25.5
France,2005,Percentage,Below 60% of median equivalised income,21.7
France,2006,Percentage,Below 60% of median equivalised income,21.0
France,2007,Percentage,Below 60% of median equivalised income,21.6
France,2008,Percentage,Below 60% of median equivalised income,20.7
France,2009,Percentage,Below 60% of median equivalised income,20.2
France,2010,Percentage,Below 60% of median equivalised income,25.4
France,2011,Percentage,Below 60% of median equivalised income,24.4
France,2012,Percentage,Below 60% of median equivalised income,18.8
France,2013,Percentage,Below 60% of median equivalised income,23.2
France,2014,Percentage,Below 60% of median equivalised income,18.9
France,2015,Percentage,Below 60% of median equivalised income,19.0
France,2016,Percentage,Below 60% of median equivalised income,20.9
France,2017,Percentage,Below 60% of median equivalised income,18.6
France,2018,Percentage,Below 60% of median equivalised income,18.7
France,2019,Percentage,Below 60% of median equivalised income,21.8
France,2020,Percentage,Below 60% of median equivalised income,27.0
France,2023,Percentage,Below 60% of median equivalised income,19.4
Croatia,2010,Percentage,Below 60% of median equivalised income,3.9
Croatia,2011,Percentage,Below 60% of median equivalised income,3.5
Croatia,2012,Percentage,Below 60% of median equivalised income,4.4
Croatia,2013,Percentage,Below 60% of median equivalised income,3.0
Croatia,2014,Percentage,Below 60% of median equivalised income,1.5
Croatia,2015,Percentage,Below 60% of median equivalised income,2.3
Croatia,2016,Percentage,Below 60% of median equivalised income,2.5
Croatia,2017,Percentage,Below 60% of median equivalised income,2.4
Croatia,2018,Percentage,Below 60% of median equivalised income,2.4
Croatia,2019,Percentage,Below 60% of median equivalised income,1.9
Croatia,2020,Percentage,Below 60% of median equivalised income,2.2
Croatia,2023,Percentage,Below 60% of median equivalised income,1.2
Hungary,2005,Percentage,Below 60% of median equivalised income,13.0
Hungary,2006,Percentage,Below 60% of median equivalised income,12.7
Hungary,2007,Percentage,Below 60% of median equivalised income,18.4
Hungary,2008,Percentage,Below 60% of median equivalised income,16.7
Hungary,2009,Percentage,Below 60% of median equivalised income,18.9
Hungary,2010,Percentage,Below 60% of median equivalised income,16.7
Hungary,2011,Percentage,Below 60% of median equivalised income,17.1
Hungary,2012,Percentage,Below 60% of median equivalised income,17.3
Hungary,2013,Percentage,Below 60% of median equivalised income,20.3
Hungary,2014,Percentage,Below 60% of median equivalised income,23.9
Hungary,2015,Percentage,Below 60% of median equivalised income,20.1
Hungary,2016,Percentage,Below 60% of median equivalised income,16.0
Hungary,2017,Percentage,Below 60% of median equivalised income,12.5
Hungary,2018,Percentage,Below 60% of median equivalised income,11.8
Hungary,2019,Percentage,Below 60% of median equivalised income,9.9
Hungary,2020,Percentage,Below 60% of median equivalised income,8.5
Hungary,2023,Percentage,Below 60% of median equivalised income,12.8
Ireland,2003,Percentage,Below 60% of median equivalised income,14.5
Ireland,2004,Percentage,Below 60% of median equivalised income,19.1
Ireland,2005,Percentage,Below 60% of median equivalised income,18.2
Ireland,2006,Percentage,Below 60% of median equivalised income,18.5
Ireland,2007,Percentage,Below 60% of median equivalised income,20.8
Ireland,2008,Percentage,Below 60% of median equivalised income,12.8
Ireland,2009,Percentage,Below 60% of median equivalised income,16.6
Ireland,2010,Percentage,Below 60% of median equivalised income,14.2
Ireland,2011,Percentage,Below 60% of median equivalised income,12.5
Ireland,2012,Percentage,Below 60% of median equivalised income,12.8
Ireland,2013,Percentage,Below 60% of median equivalised income,13.9
Ireland,2014,Percentage,Below 60% of median equivalised income,11.9
Ireland,2015,Percentage,Below 60% of median equivalised income,15.0
Ireland,2016,Percentage,Below 60% of median equivalised income,12.6
Ireland,2017,Percentage,Below 60% of median equivalised income,11.8
Ireland,2018,Percentage,Below 60% of median equivalised income,13.6
Ireland,2019,Percentage,Below 60% of median equivalised income,12.7
Ireland,2020,Percentage,Below 60% of median equivalised income,13.8
Iceland,2004,Percentage,Below 60% of median equivalised income,5.2
Iceland,2005,Percentage,Below 60% of median equivalised income,2.9
Iceland,2006,Percentage,Below 60% of median equivalised income,2.8
Iceland,2007,Percentage,Below 60% of median equivalised income,3.6
Iceland,2008,Percentage,Below 60% of median equivalised income,4.6
Iceland,2009,Percentage,Below 60% of median equivalised income,5.8
Iceland,2010,Percentage,Below 60% of median equivalised income,3.7
Iceland,2011,Percentage,Below 60% of median equivalised income,2.5
Iceland,2012,Percentage,Below 60% of median equivalised income,6.8
Iceland,2013,Percentage,Below 60% of median equivalised income,2.0
Iceland,2014,Percentage,Below 60% of median equivalised income,3.6
Iceland,2015,Percentage,Below 60% of median equivalised income,5.6
Iceland,2016,Percentage,Below 60% of median equivalised income,3.8
Iceland,2017,Percentage,Below 60% of median equivalised income,2.9
Iceland,2018,Percentage,Below 60% of median equivalised income,6.4
Iceland,2019,Percentage,Below 60% of median equivalised income,6.6
Italy,2004,Percentage,Below 60% of median equivalised income,18.2
Italy,2005,Percentage,Below 60% of median equivalised income,16.4
Italy,2006,Percentage,Below 60% of median equivalised income,16.9
Italy,2007,Percentage,Below 60% of median equivalised income,17.8
Italy,2008,Percentage,Below 60% of median equivalised income,17.7
Italy,2009,Percentage,Below 60% of median equivalised income,19.5
Italy,2010,Percentage,Below 60% of median equivalised income,16.3
Italy,2011,Percentage,Below 60% of median equivalised income,13.5
Italy,2012,Percentage,Below 60% of median equivalised income,16.4
Italy,2013,Percentage,Below 60% of median equivalised income,16.2
Italy,2014,Percentage,Below 60% of median equivalised income,18.8
Italy,2015,Percentage,Below 60% of median equivalised income,18.6
Italy,2016,Percentage,Below 60% of median equivalised income,14.0
Italy,2017,Percentage,Below 60% of median equivalised income,12.9
Italy,2018,Percentage,Below 60% of median equivalised income,11.5
Italy,2019,Percentage,Below 60% of median equivalised income,8.5
Italy,2020,Percentage,Below 60% of median equivalised income,9.3
Italy,2023,Percentage,Below 60% of median equivalised income,6.9
Lithuania,2005,Percentage,Below 60% of median equivalised income,6.6
Lithuania,2006,Percentage,Below 60% of median equivalised income,6.7
Lithuania,2007,Percentage,Below 60% of median equivalised income,4.0
Lithuania,2008,Percentage,Below 60% of median equivalised income,4.2
Lithuania,2009,Percentage,Below 60% of median equivalised income,6.4
Lithuania,2010,Percentage,Below 60% of median equivalised income,5.2
Lithuania,2011,Percentage,Below 60% of median equivalised income,5.5
Lithuania,2012,Percentage,Below 60% of median equivalised income,4.9
Lithuania,2013,Percentage,Below 60% of median equivalised income,6.9
Lithuania,2014,Percentage,Below 60% of median equivalised income,4.2
Lithuania,2015,Percentage,Below 60% of median equivalised income,3.9
Lithuania,2016,Percentage,Below 60% of median equivalised income,3.7
Lithuania,2017,Percentage,Below 60% of median equivalised income,9.2
Lithuania,2018,Percentage,Below 60% of median equivalised income,4.5
Lithuania,2019,Percentage,Below 60% of median equivalised income,2.7
Lithuania,2020,Percentage,Below 60% of median equivalised income,4.0
Lithuania,2023,Percentage,Below 60% of median equivalised income,3.6
Luxembourg,2003,Percentage,Below 60% of median equivalised income,17.8
Luxembourg,2004,Percentage,Below 60% of median equivalised income,16.4
Luxembourg,2005,Percentage,Below 60% of median equivalised income,17.1
Luxembourg,2006,Percentage,Below 60% of median equivalised income,15.7
Luxembourg,2007,Percentage,Below 60% of median equivalised income,9.7
Luxembourg,2008,Percentage,Below 60% of median equivalised income,10.7
Luxembourg,2009,Percentage,Below 60% of median equivalised income,11.6
Luxembourg,2010,Percentage,Below 60% of median equivalised income,13.6
Luxembourg,2011,Percentage,Below 60% of median equivalised income,16.0
Luxembourg,2012,Percentage,Below 60% of median equivalised income,15.7
Luxembourg,2013,Percentage,Below 60% of median equivalised income,13.0
Luxembourg,2014,Percentage,Below 60% of median equivalised income,19.9
Luxembourg,2015,Percentage,Below 60% of median equivalised income,14.3
Luxembourg,2016,Percentage,Below 60% of median equivalised income,16.9
Luxembourg,2017,Percentage,Below 60% of median equivalised income,12.6
Luxembourg,2018,Percentage,Below 60% of median equivalised income,14.2
Luxembourg,2019,Percentage,Below 60% of median equivalised income,11.6
Luxembourg,2020,Percentage,Below 60% of median equivalised income,12.7
Luxembourg,2023,Percentage,Below 60% of median equivalised income,7.3
Latvia,2005,Percentage,Below 60% of median equivalised income,18.4
Latvia,2006,Percentage,Below 60% of median equivalised income,24.7
Latvia,2007,Percentage,Below 60% of median equivalised income,24.4
Latvia,2008,Percentage,Below 60% of median equivalised income,27.0
Latvia,2009,Percentage,Below 60% of median equivalised income,26.2
Latvia,2010,Percentage,Below 60% of median equivalised income,22.2
Latvia,2011,Percentage,Below 60% of median equivalised income,17.0
Latvia,2012,Percentage,Below 60% of median equivalised income,15.5
Latvia,2013,Percentage,Below 60% of median equivalised income,10.8
Latvia,2014,Percentage,Below 60% of median equivalised income,12.3
Latvia,2015,Percentage,Below 60% of median equivalised income,9.8
Latvia,2016,Percentage,Below 60% of median equivalised income,8.3
Latvia,2017,Percentage,Below 60% of median equivalised income,8.2
Latvia,2018,Percentage,Below 60% of median equivalised income,7.4
Latvia,2019,Percentage,Below 60% of median equivalised income,5.2
Latvia,2020,Percentage,Below 60% of median equivalised income,6.4
Latvia,2023,Percentage,Below 60% of median equivalised income,4.4
Montenegro,2013,Percentage,Below 60% of median equivalised income,5.5
Montenegro,2014,Percentage,Below 60% of median equivalised income,8.6
Montenegro,2015,Percentage,Below 60% of median equivalised income,7.2
Montenegro,2016,Percentage,Below 60% of median equivalised income,5.2
Montenegro,2017,Percentage,Below 60% of median equivalised income,7.3
Montenegro,2018,Percentage,Below 60% of median equivalised income,8.1
Montenegro,2019,Percentage,Below 60% of median equivalised income,10.6
Montenegro,2020,Percentage,Below 60% of median equivalised income,7.9
North Macedonia,2010,Percentage,Below 60% of median equivalised income,8.1
North Macedonia,2011,Percentage,Below 60% of median equivalised income,7.5
North Macedonia,2012,Percentage,Below 60% of median equivalised income,3.3
North Macedonia,2013,Percentage,Below 60% of median equivalised income,5.0
North Macedonia,2014,Percentage,Below 60% of median equivalised income,5.0
North Macedonia,2015,Percentage,Below 60% of median equivalised income,4.5
North Macedonia,2016,Percentage,Below 60% of median equivalised income,5.4
North Macedonia,2017,Percentage,Below 60% of median equivalised income,2.4
North Macedonia,2018,Percentage,Below 60% of median equivalised income,3.6
North Macedonia,2019,Percentage,Below 60% of median equivalised income,6.4
North Macedonia,2020,Percentage,Below 60% of median equivalised income,3.7
Malta,2005,Percentage,Below 60% of median equivalised income,10.8
Malta,2006,Percentage,Below 60% of median equivalised income,13.1
Malta,2007,Percentage,Below 60% of median equivalised income,10.7
Malta,2008,Percentage,Below 60% of median equivalised income,7.7
Malta,2009,Percentage,Below 60% of median equivalised income,12.1
Malta,2010,Percentage,Below 60% of median equivalised income,10.6
Malta,2011,Percentage,Below 60% of median equivalised income,13.1
Malta,2012,Percentage,Below 60% of median equivalised income,10.5
Malta,2013,Percentage,Below 60% of median equivalised income,12.1
Malta,2014,Percentage,Below 60% of median equivalised income,13.2
Malta,2015,Percentage,Below 60% of median equivalised income,12.0
Malta,2016,Percentage,Below 60% of median equivalised income,11.0
Malta,2017,Percentage,Below 60% of median equivalised income,12.5
Malta,2018,Percentage,Below 60% of median equivalised income,13.7
Malta,2019,Percentage,Below 60% of median equivalised income,12.9
Malta,2020,Percentage,Below 60% of median equivalised income,12.5
Malta,2023,Percentage,Below 60% of median equivalised income,5.6
Netherlands,2005,Percentage,Below 60% of median equivalised income,24.4
Netherlands,2006,Percentage,Below 60% of median equivalised income,20.3
Netherlands,2007,Percentage,Below 60% of median equivalised income,18.4
Netherlands,2008,Percentage,Below 60% of median equivalised income,17.4
Netherlands,2009,Percentage,Below 60% of median equivalised income,24.6
Netherlands,2010,Percentage,Below 60% of median equivalised income,19.6
Netherlands,2011,Percentage,Below 60% of median equivalised income,22.5
Netherlands,2012,Percentage,Below 60% of median equivalised income,21.9
Netherlands,2013,Percentage,Below 60% of median equivalised income,18.9
Netherlands,2014,Percentage,Below 60% of median equivalised income,21.9
Netherlands,2015,Percentage,Below 60% of median equivalised income,18.0
Netherlands,2016,Percentage,Below 60% of median equivalised income,22.9
Netherlands,2017,Percentage,Below 60% of median equivalised income,18.3
Netherlands,2018,Percentage,Below 60% of median equivalised income,21.6
Netherlands,2019,Percentage,Below 60% of median equivalised income,20.0
Netherlands,2020,Percentage,Below 60% of median equivalised income,22.1
Netherlands,2023,Percentage,Below 60% of median equivalised income,21.1
Norway,2003,Percentage,Below 60% of median equivalised income,6.8
Norway,2004,Percentage,Below 60% of median equivalised income,6.7
Norway,2005,Percentage,Below 60% of median equivalised income,5.3
Norway,2006,Percentage,Below 60% of median equivalised income,7.7
Norway,2007,Percentage,Below 60% of median equivalised income,5.5
Norway,2008,Percentage,Below 60% of median equivalised income,8.2
Norway,2009,Percentage,Below 60% of median equivalised income,7.4
Norway,2010,Percentage,Below 60% of median equivalised income,7.3
Norway,2011,Percentage,Below 60% of median equivalised income,7.3
Norway,2012,Percentage,Below 60% of median equivalised income,9.1
Norway,2013,Percentage,Below 60% of median equivalised income,8.3
Norway,2014,Percentage,Below 60% of median equivalised income,6.5
Norway,2015,Percentage,Below 60% of median equivalised income,6.3
Norway,2016,Percentage,Below 60% of median equivalised income,6.7
Norway,2017,Percentage,Below 60% of median equivalised income,5.7
Norway,2018,Percentage,Below 60% of median equivalised income,6.5
Norway,2019,Percentage,Below 60% of median equivalised income,5.4
Norway,2020,Percentage,Below 60% of median equivalised income,6.0
Norway,2023,Percentage,Below 60% of median equivalised income,7.8
Poland,2005,Percentage,Below 60% of median equivalised income,9.7
Poland,2006,Percentage,Below 60% of median equivalised income,8.1
Poland,2007,Percentage,Below 60% of median equivalised income,8.5
Poland,2008,Percentage,Below 60% of median equivalised income,8.4
Poland,2009,Percentage,Below 60% of median equivalised income,8.9
Poland,2010,Percentage,Below 60% of median equivalised income,6.9
Poland,2011,Percentage,Below 60% of median equivalised income,6.3
Poland,2012,Percentage,Below 60% of median equivalised income,7.3
Poland,2013,Percentage,Below 60% of median equivalised income,7.3
Poland,2014,Percentage,Below 60% of median equivalised income,7.0
Poland,2015,Percentage,Below 60% of median equivalised income,6.0
Poland,2016,Percentage,Below 60% of median equivalised income,4.9
Poland,2017,Percentage,Below 60% of median equivalised income,5.7
Poland,2018,Percentage,Below 60% of median equivalised income,4.6
Poland,2019,Percentage,Below 60% of median equivalised income,4.2
Poland,2023,Percentage,Below 60% of median equivalised income,2.4
Portugal,2004,Percentage,Below 60% of median equivalised income,11.6
Portugal,2005,Percentage,Below 60% of median equivalised income,10.9
Portugal,2006,Percentage,Below 60% of median equivalised income,9.6
Portugal,2007,Percentage,Below 60% of median equivalised income,13.5
Portugal,2008,Percentage,Below 60% of median equivalised income,10.8
Portugal,2009,Percentage,Below 60% of median equivalised income,11.0
Portugal,2010,Percentage,Below 60% of median equivalised income,11.4
Portugal,2011,Percentage,Below 60% of median equivalised income,8.9
Portugal,2012,Percentage,Below 60% of median equivalised income,7.9
Portugal,2013,Percentage,Below 60% of median equivalised income,13.6
Portugal,2014,Percentage,Below 60% of median equivalised income,11.3
Portugal,2015,Percentage,Below 60% of median equivalised income,11.4
Portugal,2016,Percentage,Below 60% of median equivalised income,7.3
Portugal,2017,Percentage,Below 60% of median equivalised income,8.8
Portugal,2018,Percentage,Below 60% of median equivalised income,7.4
Portugal,2019,Percentage,Below 60% of median equivalised income,7.0
Portugal,2020,Percentage,Below 60% of median equivalised income,10.0
Portugal,2023,Percentage,Below 60% of median equivalised income,7.3
Romania,2007,Percentage,Below 60% of median equivalised income,16.8
Romania,2008,Percentage,Below 60% of median equivalised income,13.3
Romania,2009,Percentage,Below 60% of median equivalised income,14.4
Romania,2010,Percentage,Below 60% of median equivalised income,14.3
Romania,2011,Percentage,Below 60% of median equivalised income,15.4
Romania,2012,Percentage,Below 60% of median equivalised income,13.8
Romania,2013,Percentage,Below 60% of median equivalised income,15.5
Romania,2014,Percentage,Below 60% of median equivalised income,15.9
Romania,2015,Percentage,Below 60% of median equivalised income,14.2
Romania,2016,Percentage,Below 60% of median equivalised income,15.2
Romania,2017,Percentage,Below 60% of median equivalised income,14.2
Romania,2018,Percentage,Below 60% of median equivalised income,12.3
Romania,2019,Percentage,Below 60% of median equivalised income,11.0
Romania,2020,Percentage,Below 60% of median equivalised income,9.7
Romania,2023,Percentage,Below 60% of median equivalised income,6.1
Serbia,2013,Percentage,Below 60% of median equivalised income,19.6
Serbia,2014,Percentage,Below 60% of median equivalised income,18.5
Serbia,2015,Percentage,Below 60% of median equivalised income,13.0
Serbia,2016,Percentage,Below 60% of median equivalised income,15.4
Serbia,2017,Percentage,Below 60% of median equivalised income,11.6
Serbia,2018,Percentage,Below 60% of median equivalised income,14.5
Serbia,2019,Percentage,Below 60% of median equivalised income,8.3
Serbia,2020,Percentage,Below 60% of median equivalised income,7.9
Sweden,2004,Percentage,Below 60% of median equivalised income,15.4
Sweden,2005,Percentage,Below 60% of median equivalised income,11.0
Sweden,2006,Percentage,Below 60% of median equivalised income,16.3
Sweden,2007,Percentage,Below 60% of median equivalised income,16.3
Sweden,2008,Percentage,Below 60% of median equivalised income,19.1
Sweden,2009,Percentage,Below 60% of median equivalised income,17.0
Sweden,2010,Percentage,Below 60% of median equivalised income,17.4
Sweden,2011,Percentage,Below 60% of median equivalised income,19.4
Sweden,2012,Percentage,Below 60% of median equivalised income,15.6
Sweden,2013,Percentage,Below 60% of median equivalised income,14.7
Sweden,2014,Percentage,Below 60% of median equivalised income,16.3
Sweden,2015,Percentage,Below 60% of median equivalised income,17.8
Sweden,2016,Percentage,Below 60% of median equivalised income,16.8
Sweden,2017,Percentage,Below 60% of median equivalised income,15.6
Sweden,2018,Percentage,Below 60% of median equivalised income,15.9
Sweden,2019,Percentage,Below 60% of median equivalised income,13.6
Sweden,2020,Percentage,Below 60% of median equivalised income,14.1
Sweden,2023,Percentage,Below 60% of median equivalised income,10.9
Slovenia,2005,Percentage,Below 60% of median equivalised income,8.6
Slovenia,2006,Percentage,Below 60% of median equivalised income,8.0
Slovenia,2007,Percentage,Below 60% of median equivalised income,10.0
Slovenia,2008,Percentage,Below 60% of median equivalised income,8.3
Slovenia,2009,Percentage,Below 60% of median equivalised income,11.6
Slovenia,2010,Percentage,Below 60% of median equivalised income,7.9
Slovenia,2011,Percentage,Below 60% of median equivalised income,7.2
Slovenia,2012,Percentage,Below 60% of median equivalised income,7.3
Slovenia,2013,Percentage,Below 60% of median equivalised income,7.7
Slovenia,2014,Percentage,Below 60% of median equivalised income,8.6
Slovenia,2015,Percentage,Below 60% of median equivalised income,8.0
Slovenia,2016,Percentage,Below 60% of median equivalised income,7.6
Slovenia,2017,Percentage,Below 60% of median equivalised income,6.3
Slovenia,2018,Percentage,Below 60% of median equivalised income,6.4
Slovenia,2019,Percentage,Below 60% of median equivalised income,6.3
Slovenia,2020,Percentage,Below 60% of median equivalised income,7.6
Slovenia,2023,Percentage,Below 60% of median equivalised income,6.7
Slovakia,2005,Percentage,Below 60% of median equivalised income,8.9
Slovakia,2006,Percentage,Below 60% of median equivalised income,7.9
Slovakia,2007,Percentage,Below 60% of median equivalised income,7.5
Slovakia,2008,Percentage,Below 60% of median equivalised income,11.5
Slovakia,2009,Percentage,Below 60% of median equivalised income,11.4
Slovakia,2010,Percentage,Below 60% of median equivalised income,8.9
Slovakia,2011,Percentage,Below 60% of median equivalised income,10.7
Slovakia,2012,Percentage,Below 60% of median equivalised income,9.4
Slovakia,2013,Percentage,Below 60% of median equivalised income,11.7
Slovakia,2014,Percentage,Below 60% of median equivalised income,10.6
Slovakia,2015,Percentage,Below 60% of median equivalised income,10.2
Slovakia,2016,Percentage,Below 60% of median equivalised income,9.8
Slovakia,2017,Percentage,Below 60% of median equivalised income,8.8
Slovakia,2018,Percentage,Below 60% of median equivalised income,8.6
Slovakia,2019,Percentage,Below 60% of median equivalised income,10.2
Slovakia,2020,Percentage,Below 60% of median equivalised income,7.2
Slovakia,2023,Percentage,Below 60% of median equivalised income,9.3
Türkiye,2006,Percentage,Below 60% of median equivalised income,15.5
Türkiye,2007,Percentage,Below 60% of median equivalised income,12.8
Türkiye,2008,Percentage,Below 60% of median equivalised income,8.6
Türkiye,2009,Percentage,Below 60% of median equivalised income,10.1
Türkiye,2011,Percentage,Below 60% of median equivalised income,10.4
Türkiye,2012,Percentage,Below 60% of median equivalised income,7.5
Türkiye,2013,Percentage,Below 60% of median equivalised income,8.9
Türkiye,2014,Percentage,Below 60% of median equivalised income,10.5
Türkiye,2015,Percentage,Below 60% of median equivalised income,11.9
Türkiye,2016,Percentage,Below 60% of median equivalised income,12.0
Türkiye,2017,Percentage,Below 60% of median equivalised income,11.1
Türkiye,2018,Percentage,Below 60% of median equivalised income,9.8
Türkiye,2019,Percentage,Below 60% of median equivalised income,10.2
Türkiye,2020,Percentage,Below 60% of median equivalised income,8.6
Türkiye,2023,Percentage,Below 60% of median equivalised income,9.9
United Kingdom,2005,Percentage,Below 60% of median equivalised income,32.3
United Kingdom,2006,Percentage,Below 60% of median equivalised income,32.7
United Kingdom,2007,Percentage,Below 60% of median equivalised income,28.4
United Kingdom,2008,Percentage,Below 60% of median equivalised income,27.4
United Kingdom,2009,Percentage,Below 60% of median equivalised income,28.3
United Kingdom,2010,Percentage,Below 60% of median equivalised income,27.5
United Kingdom,2011,Percentage,Below 60% of median equivalised income,24.4
United Kingdom,2012,Percentage,Below 60% of median equivalised income,26.2
United Kingdom,2013,Percentage,Below 60% of median equivalised income,20.8
United Kingdom,2014,Percentage,Below 60% of median equivalised income,22.2
United Kingdom,2015,Percentage,Below 60% of median equivalised income,23.8
United Kingdom,2016,Percentage,Below 60% of median equivalised income,20.9
United Kingdom,2017,Percentage,Below 60% of median equivalised income,23.4
United Kingdom,2018,Percentage,Below 60% of median equivalised income,25.7
Kosovo*,2018,Percentage,Below 60% of median equivalised income,1.7
Albania,2017,Percentage,Total,0.6
Albania,2018,Percentage,Total,1.1
Albania,2019,Percentage,Total,0.7
Albania,2020,Percentage,Total,0.7
Austria,2004,Percentage,Total,9.8
Austria,2005,Percentage,Total,12.4
Austria,2006,Percentage,Total,12.1
Austria,2007,Percentage,Total,11.4
Austria,2008,Percentage,Total,11.0
Austria,2009,Percentage,Total,15.1
Austria,2010,Percentage,Total,13.4
Austria,2011,Percentage,Total,12.1
Austria,2012,Percentage,Total,11.7
Austria,2013,Percentage,Total,11.3
Austria,2014,Percentage,Total,13.4
Austria,2015,Percentage,Total,12.9
Austria,2016,Percentage,Total,12.4
Austria,2017,Percentage,Total,10.9
Austria,2018,Percentage,Total,9.7
Austria,2019,Percentage,Total,8.4
Austria,2020,Percentage,Total,5.7
Austria,2023,Percentage,Total,7.0
Belgium,2003,Percentage,Total,20.1
Belgium,2004,Percentage,Total,19.6
Belgium,2005,Percentage,Total,17.5
Belgium,2006,Percentage,Total,18.0
Belgium,2007,Percentage,Total,17.3
Belgium,2008,Percentage,Total,15.8
Belgium,2009,Percentage,Total,16.9
Belgium,2010,Percentage,Total,17.5
Belgium,2011,Percentage,Total,15.6
Belgium,2012,Percentage,Total,14.5
Belgium,2013,Percentage,Total,19.4
Belgium,2014,Percentage,Total,16.2
Belgium,2015,Percentage,Total,16.1
Belgium,2016,Percentage,Total,13.3
Belgium,2017,Percentage,Total,12.4
Belgium,2018,Percentage,Total,12.3
Belgium,2019,Percentage,Total,13.3
Belgium,2020,Percentage,Total,10.8
Belgium,2023,Percentage,Total,12.5
Bulgaria,2005,Percentage,Total,24.5
Bulgaria,2006,Percentage,Total,24.5
Bulgaria,2007,Percentage,Total,27.6
Bulgaria,2008,Percentage,Total,24.7
Bulgaria,2009,Percentage,Total,28.6
Bulgaria,2010,Percentage,Total,27.7
Bulgaria,2011,Percentage,Total,27.2
Bulgaria,2012,Percentage,Total,26.9
Bulgaria,2013,Percentage,Total,25.8
Bulgaria,2014,Percentage,Total,26.8
Bulgaria,2015,Percentage,Total,26.3
Bulgaria,2016,Percentage,Total,25.0
Bulgaria,2017,Percentage,Total,23.6
Bulgaria,2018,Percentage,Total,21.8
Bulgaria,2019,Percentage,Total,20.2
Bulgaria,2020,Percentage,Total,19.1
