country,year,unit5,sex,outside_labour_caring
United Kingdom,2010,Percentage of total population,Males,0.3
United Kingdom,2011,Percentage of total population,Males,0.3
United Kingdom,2012,Percentage of total population,Males,0.3
United Kingdom,2013,Percentage of total population,Males,0.3
United Kingdom,2014,Percentage of total population,Males,0.3
United Kingdom,2015,Percentage of total population,Males,0.2
United Kingdom,2016,Percentage of total population,Males,0.3
United Kingdom,2017,Percentage of total population,Males,0.3
United Kingdom,2018,Percentage of total population,Males,0.3
United Kingdom,2019,Percentage of total population,Males,0.2
Austria,2006,Percentage of total population,Total,0.8
Austria,2007,Percentage of total population,Total,0.8
Austria,2008,Percentage of total population,Total,0.8
Austria,2009,Percentage of total population,Total,0.8
Austria,2010,Percentage of total population,Total,0.7
Austria,2011,Percentage of total population,Total,0.6
Austria,2012,Percentage of total population,Total,0.6
Austria,2013,Percentage of total population,Total,0.7
Austria,2014,Percentage of total population,Total,0.6
Austria,2015,Percentage of total population,Total,0.6
Austria,2016,Percentage of total population,Total,0.6
Austria,2017,Percentage of total population,Total,0.6
Austria,2018,Percentage of total population,Total,0.4
Austria,2019,Percentage of total population,Total,0.4
Austria,2020,Percentage of total population,Total,0.4
Austria,2021,Percentage of total population,Total,0.6
Austria,2022,Percentage of total population,Total,0.7
Austria,2023,Percentage of total population,Total,0.6
Bosnia and Herzegovina,2021,Percentage of total population,Total,0.3
Bosnia and Herzegovina,2022,Percentage of total population,Total,0.3
Bosnia and Herzegovina,2023,Percentage of total population,Total,0.3
Belgium,2006,Percentage of total population,Total,0.1
Belgium,2007,Percentage of total population,Total,0.1
Belgium,2008,Percentage of total population,Total,0.1
Belgium,2009,Percentage of total population,Total,0.1
Belgium,2010,Percentage of total population,Total,0.1
Belgium,2012,Percentage of total population,Total,0.1
Belgium,2013,Percentage of total population,Total,0.2
Belgium,2014,Percentage of total population,Total,0.2
Belgium,2015,Percentage of total population,Total,0.2
Belgium,2016,Percentage of total population,Total,0.2
Belgium,2017,Percentage of total population,Total,0.2
Belgium,2018,Percentage of total population,Total,0.2
Belgium,2019,Percentage of total population,Total,0.2
Belgium,2020,Percentage of total population,Total,0.2
Belgium,2021,Percentage of total population,Total,0.2
Belgium,2022,Percentage of total population,Total,0.2
Belgium,2023,Percentage of total population,Total,0.2
Bulgaria,2006,Percentage of total population,Total,0.3
Bulgaria,2007,Percentage of total population,Total,0.3
Bulgaria,2008,Percentage of total population,Total,0.2
Bulgaria,2009,Percentage of total population,Total,0.1
Bulgaria,2010,Percentage of total population,Total,0.2
Bulgaria,2011,Percentage of total population,Total,0.1
Bulgaria,2012,Percentage of total population,Total,0.2
Bulgaria,2013,Percentage of total population,Total,0.2
Bulgaria,2014,Percentage of total population,Total,0.2
Bulgaria,2015,Percentage of total population,Total,
Bulgaria,2016,Percentage of total population,Total,0.1
Bulgaria,2017,Percentage of total population,Total,
Bulgaria,2018,Percentage of total population,Total,
Bulgaria,2019,Percentage of total population,Total,
Bulgaria,2020,Percentage of total population,Total,
Bulgaria,2021,Percentage of total population,Total,0.3
Bulgaria,2022,Percentage of total population,Total,0.2
Bulgaria,2023,Percentage of total population,Total,0.2
Switzerland,2006,Percentage of total population,Total,1.7
Switzerland,2007,Percentage of total population,Total,1.6
Switzerland,2008,Percentage of total population,Total,1.3
Switzerland,2009,Percentage of total population,Total,1.2
Switzerland,2010,Percentage of total population,Total,1.4
Switzerland,2011,Percentage of total population,Total,1.2
Switzerland,2012,Percentage of total population,Total,1.1
Switzerland,2013,Percentage of total population,Total,1.1
Switzerland,2014,Percentage of total population,Total,1.1
Switzerland,2015,Percentage of total population,Total,1.1
Switzerland,2016,Percentage of total population,Total,1.1
Switzerland,2017,Percentage of total population,Total,1.0
Switzerland,2018,Percentage of total population,Total,0.9
Switzerland,2019,Percentage of total population,Total,0.9
Switzerland,2020,Percentage of total population,Total,0.8
Switzerland,2021,Percentage of total population,Total,1.0
Switzerland,2022,Percentage of total population,Total,1.0
Switzerland,2023,Percentage of total population,Total,1.0
Cyprus,2006,Percentage of total population,Total,0.8
Cyprus,2007,Percentage of total population,Total,0.5
Cyprus,2008,Percentage of total population,Total,0.4
Cyprus,2009,Percentage of total population,Total,0.4
Cyprus,2010,Percentage of total population,Total,0.5
Cyprus,2011,Percentage of total population,Total,0.5
Cyprus,2012,Percentage of total population,Total,0.6
Cyprus,2013,Percentage of total population,Total,0.7
Cyprus,2014,Percentage of total population,Total,0.7
Cyprus,2015,Percentage of total population,Total,0.7
Cyprus,2016,Percentage of total population,Total,0.7
Cyprus,2017,Percentage of total population,Total,0.4
Cyprus,2018,Percentage of total population,Total,0.5
Cyprus,2019,Percentage of total population,Total,0.3
Cyprus,2020,Percentage of total population,Total,0.3
Cyprus,2021,Percentage of total population,Total,0.6
Cyprus,2022,Percentage of total population,Total,0.4
Cyprus,2023,Percentage of total population,Total,0.3
Czechia,2006,Percentage of total population,Total,0.6
Czechia,2007,Percentage of total population,Total,0.6
Czechia,2008,Percentage of total population,Total,0.5
Czechia,2009,Percentage of total population,Total,0.5
Czechia,2010,Percentage of total population,Total,0.4
Czechia,2011,Percentage of total population,Total,0.5
Czechia,2012,Percentage of total population,Total,0.4
Czechia,2013,Percentage of total population,Total,0.4
Czechia,2014,Percentage of total population,Total,0.4
Czechia,2015,Percentage of total population,Total,0.4
Czechia,2016,Percentage of total population,Total,0.4
Czechia,2017,Percentage of total population,Total,0.4
Czechia,2018,Percentage of total population,Total,0.3
Czechia,2019,Percentage of total population,Total,0.4
Czechia,2020,Percentage of total population,Total,0.5
Czechia,2021,Percentage of total population,Total,0.3
Czechia,2022,Percentage of total population,Total,0.2
Czechia,2023,Percentage of total population,Total,0.2
Germany,2006,Percentage of total population,Total,0.4
Germany,2007,Percentage of total population,Total,0.5
Germany,2008,Percentage of total population,Total,0.5
Germany,2009,Percentage of total population,Total,0.5
Germany,2010,Percentage of total population,Total,0.5
Germany,2011,Percentage of total population,Total,0.6
Germany,2012,Percentage of total population,Total,0.7
Germany,2013,Percentage of total population,Total,0.6
Germany,2014,Percentage of total population,Total,0.6
Germany,2015,Percentage of total population,Total,0.6
Germany,2016,Percentage of total population,Total,0.6
Germany,2017,Percentage of total population,Total,0.6
Germany,2018,Percentage of total population,Total,0.6
Germany,2019,Percentage of total population,Total,0.6
Germany,2021,Percentage of total population,Total,0.7
Germany,2022,Percentage of total population,Total,0.8
Germany,2023,Percentage of total population,Total,0.7
Denmark,2006,Percentage of total population,Total,0.1
Denmark,2007,Percentage of total population,Total,0.2
Denmark,2008,Percentage of total population,Total,0.2
Denmark,2009,Percentage of total population,Total,0.1
Denmark,2010,Percentage of total population,Total,0.2
Denmark,2011,Percentage of total population,Total,0.2
Denmark,2012,Percentage of total population,Total,0.1
Denmark,2013,Percentage of total population,Total,0.1
Denmark,2014,Percentage of total population,Total,0.2
Denmark,2015,Percentage of total population,Total,0.1
Denmark,2016,Percentage of total population,Total,0.2
Denmark,2017,Percentage of total population,Total,0.2
Denmark,2018,Percentage of total population,Total,0.2
Denmark,2019,Percentage of total population,Total,0.2
Denmark,2020,Percentage of total population,Total,0.2
Denmark,2021,Percentage of total population,Total,0.1
Denmark,2022,Percentage of total population,Total,0.1
Denmark,2023,Percentage of total population,Total,0.1
Euro area – 20 countries (from 2023),2006,Percentage of total population,Total,0.7
Euro area – 20 countries (from 2023),2007,Percentage of total population,Total,0.6
Euro area – 20 countries (from 2023),2008,Percentage of total population,Total,0.6
Euro area – 20 countries (from 2023),2009,Percentage of total population,Total,0.6
Euro area – 20 countries (from 2023),2010,Percentage of total population,Total,0.6
Euro area – 20 countries (from 2023),2011,Percentage of total population,Total,0.6
Euro area – 20 countries (from 2023),2012,Percentage of total population,Total,0.6
Euro area – 20 countries (from 2023),2013,Percentage of total population,Total,0.7
Euro area – 20 countries (from 2023),2014,Percentage of total population,Total,0.6
Euro area – 20 countries (from 2023),2015,Percentage of total population,Total,0.7
Euro area – 20 countries (from 2023),2016,Percentage of total population,Total,0.6
Euro area – 20 countries (from 2023),2017,Percentage of total population,Total,0.7
Euro area – 20 countries (from 2023),2018,Percentage of total population,Total,0.6
Euro area – 20 countries (from 2023),2019,Percentage of total population,Total,0.6
Euro area – 20 countries (from 2023),2020,Percentage of total population,Total,0.7
Euro area – 20 countries (from 2023),2021,Percentage of total population,Total,0.6
Euro area – 20 countries (from 2023),2022,Percentage of total population,Total,0.6
Euro area – 20 countries (from 2023),2023,Percentage of total population,Total,0.6
Estonia,2006,Percentage of total population,Total,1.1
Estonia,2007,Percentage of total population,Total,1.3
Estonia,2008,Percentage of total population,Total,1.0
Estonia,2009,Percentage of total population,Total,0.9
Estonia,2010,Percentage of total population,Total,0.9
Estonia,2011,Percentage of total population,Total,0.9
Estonia,2012,Percentage of total population,Total,1.0
Estonia,2013,Percentage of total population,Total,0.8
Estonia,2014,Percentage of total population,Total,0.8
Estonia,2015,Percentage of total population,Total,0.9
Estonia,2016,Percentage of total population,Total,1.0
Estonia,2017,Percentage of total population,Total,1.0
Estonia,2018,Percentage of total population,Total,1.0
Estonia,2019,Percentage of total population,Total,0.8
Estonia,2020,Percentage of total population,Total,1.0
Estonia,2021,Percentage of total population,Total,0.4
Estonia,2022,Percentage of total population,Total,0.5
Estonia,2023,Percentage of total population,Total,0.5
Greece,2006,Percentage of total population,Total,0.4
Greece,2007,Percentage of total population,Total,0.4
Greece,2008,Percentage of total population,Total,0.4
Greece,2009,Percentage of total population,Total,0.4
Greece,2010,Percentage of total population,Total,0.4
Greece,2011,Percentage of total population,Total,0.4
Greece,2012,Percentage of total population,Total,0.5
Greece,2013,Percentage of total population,Total,0.5
Greece,2014,Percentage of total population,Total,0.5
Greece,2015,Percentage of total population,Total,0.5
Greece,2016,Percentage of total population,Total,0.5
Greece,2017,Percentage of total population,Total,0.5
Greece,2018,Percentage of total population,Total,0.5
Greece,2019,Percentage of total population,Total,0.5
Greece,2020,Percentage of total population,Total,0.5
Greece,2021,Percentage of total population,Total,0.6
Greece,2022,Percentage of total population,Total,0.5
Greece,2023,Percentage of total population,Total,0.4
Spain,2006,Percentage of total population,Total,0.7
Spain,2007,Percentage of total population,Total,0.7
Spain,2008,Percentage of total population,Total,0.6
Spain,2009,Percentage of total population,Total,0.6
Spain,2010,Percentage of total population,Total,0.7
Spain,2011,Percentage of total population,Total,0.6
Spain,2012,Percentage of total population,Total,0.6
Spain,2013,Percentage of total population,Total,0.6
Spain,2014,Percentage of total population,Total,0.5
Spain,2015,Percentage of total population,Total,0.5
Spain,2016,Percentage of total population,Total,0.6
Spain,2017,Percentage of total population,Total,0.6
Spain,2018,Percentage of total population,Total,0.6
Spain,2019,Percentage of total population,Total,0.5
Spain,2020,Percentage of total population,Total,0.5
Spain,2021,Percentage of total population,Total,0.7
Spain,2022,Percentage of total population,Total,0.7
Spain,2023,Percentage of total population,Total,0.6
European Union - 27 countries (from 2020),2006,Percentage of total population,Total,0.7
European Union - 27 countries (from 2020),2007,Percentage of total population,Total,0.7
European Union - 27 countries (from 2020),2008,Percentage of total population,Total,0.7
European Union - 27 countries (from 2020),2009,Percentage of total population,Total,0.6
European Union - 27 countries (from 2020),2010,Percentage of total population,Total,0.6
European Union - 27 countries (from 2020),2011,Percentage of total population,Total,0.6
European Union - 27 countries (from 2020),2012,Percentage of total population,Total,0.6
European Union - 27 countries (from 2020),2013,Percentage of total population,Total,0.7
European Union - 27 countries (from 2020),2014,Percentage of total population,Total,0.7
European Union - 27 countries (from 2020),2015,Percentage of total population,Total,0.7
European Union - 27 countries (from 2020),2016,Percentage of total population,Total,0.7
European Union - 27 countries (from 2020),2017,Percentage of total population,Total,0.7
European Union - 27 countries (from 2020),2018,Percentage of total population,Total,0.7
European Union - 27 countries (from 2020),2019,Percentage of total population,Total,0.6
European Union - 27 countries (from 2020),2020,Percentage of total population,Total,0.7
European Union - 27 countries (from 2020),2021,Percentage of total population,Total,0.6
European Union - 27 countries (from 2020),2022,Percentage of total population,Total,0.5
European Union - 27 countries (from 2020),2023,Percentage of total population,Total,0.5
Finland,2008,Percentage of total population,Total,0.1
Finland,2009,Percentage of total population,Total,0.1
Finland,2010,Percentage of total population,Total,0.1
Finland,2011,Percentage of total population,Total,0.1
Finland,2012,Percentage of total population,Total,0.1
Finland,2013,Percentage of total population,Total,0.2
Finland,2014,Percentage of total population,Total,0.1
Finland,2015,Percentage of total population,Total,0.2
Finland,2016,Percentage of total population,Total,0.1
Finland,2017,Percentage of total population,Total,0.2
Finland,2018,Percentage of total population,Total,0.2
Finland,2019,Percentage of total population,Total,0.1
Finland,2020,Percentage of total population,Total,0.1
Finland,2021,Percentage of total population,Total,0.1
Finland,2022,Percentage of total population,Total,0.1
Finland,2023,Percentage of total population,Total,0.1
France,2006,Percentage of total population,Total,0.4
France,2007,Percentage of total population,Total,0.2
France,2008,Percentage of total population,Total,0.2
France,2009,Percentage of total population,Total,0.2
France,2010,Percentage of total population,Total,0.2
France,2011,Percentage of total population,Total,0.2
France,2012,Percentage of total population,Total,0.2
France,2013,Percentage of total population,Total,0.4
France,2014,Percentage of total population,Total,0.4
France,2015,Percentage of total population,Total,0.6
France,2016,Percentage of total population,Total,0.5
France,2017,Percentage of total population,Total,0.6
France,2018,Percentage of total population,Total,0.6
France,2019,Percentage of total population,Total,0.6
France,2020,Percentage of total population,Total,0.5
France,2021,Percentage of total population,Total,0.4
France,2022,Percentage of total population,Total,0.4
France,2023,Percentage of total population,Total,0.4
Croatia,2006,Percentage of total population,Total,0.5
Croatia,2007,Percentage of total population,Total,0.4
Croatia,2008,Percentage of total population,Total,0.4
Croatia,2009,Percentage of total population,Total,0.4
Croatia,2010,Percentage of total population,Total,0.4
Croatia,2011,Percentage of total population,Total,0.5
Croatia,2012,Percentage of total population,Total,0.6
Croatia,2013,Percentage of total population,Total,0.8
Croatia,2014,Percentage of total population,Total,0.5
Croatia,2015,Percentage of total population,Total,0.5
Croatia,2016,Percentage of total population,Total,0.7
Croatia,2017,Percentage of total population,Total,0.6
Croatia,2018,Percentage of total population,Total,0.6
Croatia,2019,Percentage of total population,Total,0.4
Croatia,2020,Percentage of total population,Total,0.3
Croatia,2021,Percentage of total population,Total,0.3
Croatia,2022,Percentage of total population,Total,0.4
Croatia,2023,Percentage of total population,Total,0.4
Hungary,2006,Percentage of total population,Total,0.7
Hungary,2007,Percentage of total population,Total,0.8
Hungary,2008,Percentage of total population,Total,0.8
Hungary,2009,Percentage of total population,Total,0.8
Hungary,2010,Percentage of total population,Total,0.8
Hungary,2011,Percentage of total population,Total,0.9
Hungary,2012,Percentage of total population,Total,0.8
Hungary,2013,Percentage of total population,Total,0.8
Hungary,2014,Percentage of total population,Total,0.8
Hungary,2015,Percentage of total population,Total,0.9
Hungary,2016,Percentage of total population,Total,0.9
Hungary,2017,Percentage of total population,Total,0.8
Hungary,2018,Percentage of total population,Total,0.8
Hungary,2019,Percentage of total population,Total,0.8
Hungary,2020,Percentage of total population,Total,0.9
Hungary,2021,Percentage of total population,Total,0.4
Hungary,2022,Percentage of total population,Total,0.3
Hungary,2023,Percentage of total population,Total,0.2
Ireland,2006,Percentage of total population,Total,0.6
Ireland,2007,Percentage of total population,Total,0.5
Ireland,2008,Percentage of total population,Total,0.4
Ireland,2009,Percentage of total population,Total,0.4
Ireland,2010,Percentage of total population,Total,0.5
Ireland,2011,Percentage of total population,Total,0.5
Ireland,2012,Percentage of total population,Total,0.5
Ireland,2013,Percentage of total population,Total,0.6
Ireland,2014,Percentage of total population,Total,0.5
Ireland,2015,Percentage of total population,Total,0.5
Ireland,2016,Percentage of total population,Total,0.4
Ireland,2017,Percentage of total population,Total,1.0
Ireland,2018,Percentage of total population,Total,1.7
Ireland,2019,Percentage of total population,Total,1.5
Ireland,2020,Percentage of total population,Total,1.5
Ireland,2021,Percentage of total population,Total,1.3
Ireland,2022,Percentage of total population,Total,1.0
Ireland,2023,Percentage of total population,Total,1.1
Iceland,2006,Percentage of total population,Total,
Iceland,2007,Percentage of total population,Total,
Iceland,2008,Percentage of total population,Total,
Iceland,2009,Percentage of total population,Total,
Iceland,2010,Percentage of total population,Total,
Iceland,2011,Percentage of total population,Total,
Iceland,2012,Percentage of total population,Total,
Iceland,2013,Percentage of total population,Total,
Iceland,2014,Percentage of total population,Total,
Iceland,2015,Percentage of total population,Total,
Iceland,2016,Percentage of total population,Total,
Iceland,2017,Percentage of total population,Total,
Iceland,2018,Percentage of total population,Total,
Iceland,2019,Percentage of total population,Total,
Iceland,2020,Percentage of total population,Total,
Iceland,2021,Percentage of total population,Total,
Iceland,2022,Percentage of total population,Total,
Iceland,2023,Percentage of total population,Total,
Italy,2006,Percentage of total population,Total,1.7
Italy,2007,Percentage of total population,Total,1.7
Italy,2008,Percentage of total population,Total,1.7
Italy,2009,Percentage of total population,Total,1.4
Italy,2010,Percentage of total population,Total,1.4
Italy,2011,Percentage of total population,Total,1.2
Italy,2012,Percentage of total population,Total,1.4
Italy,2013,Percentage of total population,Total,1.3
Italy,2014,Percentage of total population,Total,1.3
Italy,2015,Percentage of total population,Total,1.3
Italy,2016,Percentage of total population,Total,1.2
Italy,2017,Percentage of total population,Total,1.2
Italy,2018,Percentage of total population,Total,1.2
Italy,2019,Percentage of total population,Total,1.1
Italy,2020,Percentage of total population,Total,1.1
Italy,2021,Percentage of total population,Total,1.0
Italy,2022,Percentage of total population,Total,0.8
Italy,2023,Percentage of total population,Total,0.8
Lithuania,2006,Percentage of total population,Total,
Lithuania,2007,Percentage of total population,Total,0.3
Lithuania,2008,Percentage of total population,Total,0.6
Lithuania,2009,Percentage of total population,Total,0.4
Lithuania,2010,Percentage of total population,Total,0.4
Lithuania,2011,Percentage of total population,Total,0.3
Lithuania,2012,Percentage of total population,Total,0.3
Lithuania,2013,Percentage of total population,Total,0.4
Lithuania,2014,Percentage of total population,Total,0.3
Lithuania,2015,Percentage of total population,Total,0.2
Lithuania,2016,Percentage of total population,Total,0.1
Lithuania,2017,Percentage of total population,Total,0.1
Lithuania,2018,Percentage of total population,Total,0.1
Lithuania,2019,Percentage of total population,Total,0.1
Lithuania,2020,Percentage of total population,Total,0.1
Lithuania,2021,Percentage of total population,Total,0.2
Lithuania,2022,Percentage of total population,Total,0.2
Lithuania,2023,Percentage of total population,Total,0.2
Luxembourg,2006,Percentage of total population,Total,0.3
Luxembourg,2007,Percentage of total population,Total,
Luxembourg,2008,Percentage of total population,Total,0.3
Luxembourg,2009,Percentage of total population,Total,1.2
Luxembourg,2010,Percentage of total population,Total,0.9
Luxembourg,2011,Percentage of total population,Total,0.9
Luxembourg,2012,Percentage of total population,Total,0.7
Luxembourg,2013,Percentage of total population,Total,0.7
Luxembourg,2014,Percentage of total population,Total,0.7
Luxembourg,2015,Percentage of total population,Total,1.0
Luxembourg,2016,Percentage of total population,Total,0.9
Luxembourg,2017,Percentage of total population,Total,1.1
Luxembourg,2018,Percentage of total population,Total,0.9
Luxembourg,2019,Percentage of total population,Total,0.7
Luxembourg,2020,Percentage of total population,Total,0.6
Luxembourg,2021,Percentage of total population,Total,0.4
Luxembourg,2022,Percentage of total population,Total,0.3
Luxembourg,2023,Percentage of total population,Total,
Latvia,2006,Percentage of total population,Total,1.6
Latvia,2007,Percentage of total population,Total,1.6
Latvia,2008,Percentage of total population,Total,1.1
Latvia,2009,Percentage of total population,Total,1.2
Latvia,2010,Percentage of total population,Total,1.0
Latvia,2011,Percentage of total population,Total,1.2
Latvia,2012,Percentage of total population,Total,0.9
Latvia,2013,Percentage of total population,Total,0.8
Latvia,2014,Percentage of total population,Total,0.9
Latvia,2015,Percentage of total population,Total,0.9
Latvia,2016,Percentage of total population,Total,0.9
Latvia,2017,Percentage of total population,Total,0.6
Latvia,2018,Percentage of total population,Total,0.4
Latvia,2019,Percentage of total population,Total,0.6
Latvia,2020,Percentage of total population,Total,0.8
Latvia,2021,Percentage of total population,Total,0.6
Latvia,2022,Percentage of total population,Total,
Latvia,2023,Percentage of total population,Total,
Montenegro,2011,Percentage of total population,Total,
Montenegro,2012,Percentage of total population,Total,
Montenegro,2013,Percentage of total population,Total,0.4
Montenegro,2014,Percentage of total population,Total,0.5
Montenegro,2015,Percentage of total population,Total,0.3
Montenegro,2016,Percentage of total population,Total,
Montenegro,2017,Percentage of total population,Total,
Montenegro,2018,Percentage of total population,Total,0.3
Montenegro,2019,Percentage of total population,Total,
Montenegro,2020,Percentage of total population,Total,
North Macedonia,2006,Percentage of total population,Total,0.9
North Macedonia,2007,Percentage of total population,Total,0.6
North Macedonia,2008,Percentage of total population,Total,0.6
North Macedonia,2009,Percentage of total population,Total,0.6
North Macedonia,2010,Percentage of total population,Total,0.3
North Macedonia,2011,Percentage of total population,Total,0.4
North Macedonia,2012,Percentage of total population,Total,0.5
North Macedonia,2013,Percentage of total population,Total,0.6
North Macedonia,2014,Percentage of total population,Total,0.8
North Macedonia,2015,Percentage of total population,Total,0.6
North Macedonia,2016,Percentage of total population,Total,0.5
North Macedonia,2017,Percentage of total population,Total,0.7
North Macedonia,2018,Percentage of total population,Total,0.8
North Macedonia,2019,Percentage of total population,Total,0.9
North Macedonia,2020,Percentage of total population,Total,0.8
Malta,2006,Percentage of total population,Total,0.5
Malta,2007,Percentage of total population,Total,0.6
Malta,2008,Percentage of total population,Total,0.7
Malta,2009,Percentage of total population,Total,0.7
Malta,2010,Percentage of total population,Total,0.6
Malta,2011,Percentage of total population,Total,1.0
Malta,2012,Percentage of total population,Total,1.1
Malta,2013,Percentage of total population,Total,0.9
Malta,2014,Percentage of total population,Total,0.8
Malta,2015,Percentage of total population,Total,0.9
Malta,2016,Percentage of total population,Total,0.9
Malta,2017,Percentage of total population,Total,0.8
Malta,2018,Percentage of total population,Total,0.6
Malta,2019,Percentage of total population,Total,0.5
Malta,2020,Percentage of total population,Total,0.4
Malta,2021,Percentage of total population,Total,0.3
Malta,2022,Percentage of total population,Total,
Malta,2023,Percentage of total population,Total,
Netherlands,2006,Percentage of total population,Total,0.3
Netherlands,2007,Percentage of total population,Total,0.2
Netherlands,2008,Percentage of total population,Total,0.2
Netherlands,2009,Percentage of total population,Total,0.1
Netherlands,2010,Percentage of total population,Total,0.1
Netherlands,2011,Percentage of total population,Total,0.1
Netherlands,2012,Percentage of total population,Total,0.1
Netherlands,2013,Percentage of total population,Total,0.1
Netherlands,2014,Percentage of total population,Total,0.1
Netherlands,2015,Percentage of total population,Total,0.2
Netherlands,2016,Percentage of total population,Total,0.1
Netherlands,2017,Percentage of total population,Total,0.1
Netherlands,2018,Percentage of total population,Total,0.1
Netherlands,2019,Percentage of total population,Total,0.1
Netherlands,2020,Percentage of total population,Total,0.1
Netherlands,2021,Percentage of total population,Total,0.5
Netherlands,2022,Percentage of total population,Total,0.5
Netherlands,2023,Percentage of total population,Total,0.5
Norway,2006,Percentage of total population,Total,0.3
Norway,2007,Percentage of total population,Total,0.2
Norway,2008,Percentage of total population,Total,0.2
Norway,2009,Percentage of total population,Total,0.2
Norway,2010,Percentage of total population,Total,0.2
Norway,2011,Percentage of total population,Total,0.2
Norway,2012,Percentage of total population,Total,0.2
Norway,2013,Percentage of total population,Total,0.2
Norway,2014,Percentage of total population,Total,0.2
Norway,2015,Percentage of total population,Total,0.1
Norway,2016,Percentage of total population,Total,0.1
Norway,2017,Percentage of total population,Total,
Norway,2018,Percentage of total population,Total,
Norway,2019,Percentage of total population,Total,0.2
Norway,2020,Percentage of total population,Total,0.2
Norway,2021,Percentage of total population,Total,
Norway,2022,Percentage of total population,Total,
Norway,2023,Percentage of total population,Total,
Poland,2006,Percentage of total population,Total,1.3
Poland,2007,Percentage of total population,Total,1.4
Poland,2008,Percentage of total population,Total,1.4
Poland,2009,Percentage of total population,Total,1.4
Poland,2010,Percentage of total population,Total,1.4
Poland,2011,Percentage of total population,Total,1.4
Poland,2012,Percentage of total population,Total,1.5
Poland,2013,Percentage of total population,Total,1.5
Poland,2014,Percentage of total population,Total,1.5
Poland,2015,Percentage of total population,Total,1.4
Poland,2016,Percentage of total population,Total,1.5
Poland,2017,Percentage of total population,Total,1.5
Poland,2018,Percentage of total population,Total,1.5
Poland,2019,Percentage of total population,Total,1.6
Poland,2020,Percentage of total population,Total,1.5
Poland,2021,Percentage of total population,Total,0.7
Poland,2022,Percentage of total population,Total,0.5
Poland,2023,Percentage of total population,Total,0.5
Portugal,2006,Percentage of total population,Total,0.1
Portugal,2007,Percentage of total population,Total,0.1
Portugal,2008,Percentage of total population,Total,0.1
Portugal,2009,Percentage of total population,Total,0.1
Portugal,2010,Percentage of total population,Total,
Portugal,2011,Percentage of total population,Total,0.4
Portugal,2012,Percentage of total population,Total,0.4
Portugal,2013,Percentage of total population,Total,0.5
Portugal,2014,Percentage of total population,Total,0.5
Portugal,2015,Percentage of total population,Total,0.4
Portugal,2016,Percentage of total population,Total,0.4
Portugal,2017,Percentage of total population,Total,0.4
Portugal,2018,Percentage of total population,Total,0.4
Portugal,2019,Percentage of total population,Total,0.4
Portugal,2020,Percentage of total population,Total,0.5
Portugal,2021,Percentage of total population,Total,0.3
Portugal,2022,Percentage of total population,Total,0.3
Portugal,2023,Percentage of total population,Total,0.3
Romania,2006,Percentage of total population,Total,0.2
Romania,2007,Percentage of total population,Total,0.2
Romania,2008,Percentage of total population,Total,0.2
Romania,2009,Percentage of total population,Total,0.1
Romania,2010,Percentage of total population,Total,0.1
Romania,2011,Percentage of total population,Total,0.1
Romania,2012,Percentage of total population,Total,0.1
Romania,2013,Percentage of total population,Total,0.1
Romania,2014,Percentage of total population,Total,0.1
Romania,2015,Percentage of total population,Total,0.1
Romania,2016,Percentage of total population,Total,0.1
Romania,2017,Percentage of total population,Total,0.1
Romania,2018,Percentage of total population,Total,0.1
Romania,2019,Percentage of total population,Total,
Romania,2020,Percentage of total population,Total,
Romania,2021,Percentage of total population,Total,0.2
Romania,2022,Percentage of total population,Total,0.1
Romania,2023,Percentage of total population,Total,0.1
Serbia,2010,Percentage of total population,Total,0.9
Serbia,2011,Percentage of total population,Total,0.7
Serbia,2012,Percentage of total population,Total,0.9
Serbia,2013,Percentage of total population,Total,1.0
Serbia,2014,Percentage of total population,Total,1.1
Serbia,2015,Percentage of total population,Total,1.3
Serbia,2016,Percentage of total population,Total,1.0
Serbia,2017,Percentage of total population,Total,0.9
Serbia,2018,Percentage of total population,Total,1.1
Serbia,2019,Percentage of total population,Total,1.1
Serbia,2020,Percentage of total population,Total,1.0
Serbia,2021,Percentage of total population,Total,0.5
Serbia,2022,Percentage of total population,Total,0.4
Serbia,2023,Percentage of total population,Total,0.4
Sweden,2006,Percentage of total population,Total,0.0
Sweden,2007,Percentage of total population,Total,0.0
Sweden,2008,Percentage of total population,Total,0.1
Sweden,2009,Percentage of total population,Total,0.1
Sweden,2010,Percentage of total population,Total,0.1
Sweden,2011,Percentage of total population,Total,0.1
Sweden,2012,Percentage of total population,Total,0.1
Sweden,2013,Percentage of total population,Total,0.1
Sweden,2014,Percentage of total population,Total,0.1
Sweden,2015,Percentage of total population,Total,0.1
Sweden,2016,Percentage of total population,Total,0.1
Sweden,2017,Percentage of total population,Total,0.1
Sweden,2018,Percentage of total population,Total,0.1
Sweden,2019,Percentage of total population,Total,0.1
Sweden,2020,Percentage of total population,Total,0.1
Sweden,2021,Percentage of total population,Total,0.1
Sweden,2022,Percentage of total population,Total,0.1
Sweden,2023,Percentage of total population,Total,
Slovenia,2006,Percentage of total population,Total,0.2
Slovenia,2007,Percentage of total population,Total,0.2
Slovenia,2008,Percentage of total population,Total,0.1
Slovenia,2009,Percentage of total population,Total,0.1
Slovenia,2010,Percentage of total population,Total,0.1
Slovenia,2011,Percentage of total population,Total,0.2
Slovenia,2012,Percentage of total population,Total,0.1
Slovenia,2013,Percentage of total population,Total,0.3
Slovenia,2014,Percentage of total population,Total,0.3
