country,year,unit,traffic,deaths
Finland,2001,Number,Urban roads,113.0
Finland,2002,Number,Urban roads,105.0
Finland,2003,Number,Urban roads,101.0
Finland,2004,Number,Urban roads,82.0
Finland,2005,Number,Urban roads,101.0
Finland,2006,Number,Urban roads,93.0
Finland,2007,Number,Urban roads,81.0
Finland,2008,Number,Urban roads,108.0
Finland,2009,Number,Urban roads,76.0
Finland,2010,Number,Urban roads,63.0
Finland,2011,Number,Urban roads,74.0
Finland,2012,Number,Urban roads,56.0
Finland,2013,Number,Urban roads,57.0
Finland,2014,Number,Urban roads,62.0
Finland,2015,Number,Urban roads,75.0
Finland,2016,Number,Urban roads,63.0
Finland,2017,Number,Urban roads,57.0
Finland,2018,Number,Urban roads,62.0
Finland,2019,Number,Urban roads,36.0
Finland,2020,Number,Urban roads,62.0
Finland,2021,Number,Urban roads,57.0
Finland,2022,Number,Urban roads,57.0
France,2000,Number,Urban roads,2252.0
France,2001,Number,Urban roads,2268.0
France,2002,Number,Urban roads,2045.0
France,2003,Number,Urban roads,1661.0
France,2004,Number,Urban roads,1526.0
France,2005,Number,Urban roads,1664.0
France,2006,Number,Urban roads,1346.0
France,2007,Number,Urban roads,1359.0
France,2008,Number,Urban roads,1235.0
France,2009,Number,Urban roads,1252.0
France,2010,Number,Urban roads,1133.0
France,2011,Number,Urban roads,1096.0
France,2012,Number,Urban roads,1027.0
France,2013,Number,Urban roads,932.0
France,2014,Number,Urban roads,989.0
France,2015,Number,Urban roads,987.0
France,2016,Number,Urban roads,1016.0
France,2017,Number,Urban roads,1007.0
France,2018,Number,Urban roads,963.0
France,2019,Number,Urban roads,1034.0
France,2020,Number,Urban roads,845.0
France,2021,Number,Urban roads,956.0
France,2022,Number,Urban roads,1037.0
Croatia,2007,Number,Urban roads,328.0
Croatia,2008,Number,Urban roads,414.0
Croatia,2009,Number,Urban roads,316.0
Croatia,2010,Number,Urban roads,265.0
Croatia,2011,Number,Urban roads,252.0
Croatia,2012,Number,Urban roads,230.0
Croatia,2013,Number,Urban roads,213.0
Croatia,2014,Number,Urban roads,191.0
Croatia,2015,Number,Urban roads,220.0
Croatia,2016,Number,Urban roads,176.0
Croatia,2017,Number,Urban roads,186.0
Croatia,2018,Number,Urban roads,175.0
Croatia,2019,Number,Urban roads,164.0
Croatia,2020,Number,Urban roads,142.0
Croatia,2021,Number,Urban roads,163.0
Croatia,2022,Number,Urban roads,145.0
Hungary,2003,Number,Urban roads,478.0
Hungary,2004,Number,Urban roads,476.0
Hungary,2005,Number,Urban roads,502.0
Hungary,2006,Number,Urban roads,508.0
Hungary,2007,Number,Urban roads,505.0
Hungary,2008,Number,Urban roads,419.0
Hungary,2009,Number,Urban roads,301.0
Hungary,2010,Number,Urban roads,272.0
Hungary,2011,Number,Urban roads,234.0
Hungary,2012,Number,Urban roads,210.0
Hungary,2013,Number,Urban roads,232.0
Hungary,2014,Number,Urban roads,237.0
Hungary,2015,Number,Urban roads,261.0
Hungary,2016,Number,Urban roads,224.0
Hungary,2017,Number,Urban roads,229.0
Hungary,2018,Number,Urban roads,238.0
Hungary,2019,Number,Urban roads,223.0
Hungary,2020,Number,Urban roads,150.0
Hungary,2021,Number,Urban roads,186.0
Hungary,2022,Number,Urban roads,193.0
Ireland,2000,Number,Urban roads,126.0
Ireland,2001,Number,Urban roads,104.0
Ireland,2002,Number,Urban roads,104.0
Ireland,2003,Number,Urban roads,89.0
Ireland,2004,Number,Urban roads,108.0
Ireland,2005,Number,Urban roads,80.0
Ireland,2006,Number,Urban roads,62.0
Ireland,2007,Number,Urban roads,77.0
Ireland,2008,Number,Urban roads,62.0
Ireland,2009,Number,Urban roads,56.0
Ireland,2010,Number,Urban roads,45.0
Ireland,2011,Number,Urban roads,38.0
Ireland,2012,Number,Urban roads,46.0
Ireland,2013,Number,Urban roads,35.0
Ireland,2014,Number,Urban roads,60.0
Ireland,2015,Number,Urban roads,34.0
Ireland,2016,Number,Urban roads,52.0
Ireland,2017,Number,Urban roads,43.0
Ireland,2018,Number,Urban roads,48.0
Ireland,2019,Number,Urban roads,32.0
Ireland,2020,Number,Urban roads,48.0
Iceland,2002,Number,Urban roads,2.0
Iceland,2003,Number,Urban roads,6.0
Iceland,2004,Number,Urban roads,8.0
Iceland,2005,Number,Urban roads,3.0
Iceland,2006,Number,Urban roads,10.0
Iceland,2007,Number,Urban roads,1.0
Iceland,2008,Number,Urban roads,5.0
Iceland,2009,Number,Urban roads,5.0
Iceland,2010,Number,Urban roads,4.0
Iceland,2011,Number,Urban roads,3.0
Iceland,2012,Number,Urban roads,2.0
Iceland,2013,Number,Urban roads,4.0
Iceland,2014,Number,Urban roads,0.0
Iceland,2015,Number,Urban roads,3.0
Iceland,2016,Number,Urban roads,5.0
Iceland,2017,Number,Urban roads,7.0
Iceland,2018,Number,Urban roads,2.0
Iceland,2019,Number,Urban roads,0.0
Iceland,2020,Number,Urban roads,1.0
Iceland,2021,Number,Urban roads,4.0
Iceland,2022,Number,Urban roads,5.0
Italy,2000,Number,Urban roads,3167.0
Italy,2001,Number,Urban roads,3351.0
Italy,2002,Number,Urban roads,3083.0
Italy,2003,Number,Urban roads,2746.0
Italy,2004,Number,Urban roads,2596.0
Italy,2005,Number,Urban roads,2588.0
Italy,2006,Number,Urban roads,2494.0
Italy,2007,Number,Urban roads,2269.0
Italy,2008,Number,Urban roads,2070.0
Italy,2009,Number,Urban roads,1892.0
Italy,2010,Number,Urban roads,1782.0
Italy,2011,Number,Urban roads,1744.0
Italy,2012,Number,Urban roads,1602.0
Italy,2013,Number,Urban roads,1428.0
Italy,2014,Number,Urban roads,1505.0
Italy,2015,Number,Urban roads,1502.0
Italy,2016,Number,Urban roads,1463.0
Italy,2017,Number,Urban roads,1467.0
Italy,2018,Number,Urban roads,1401.0
Italy,2019,Number,Urban roads,1331.0
Italy,2020,Number,Urban roads,1061.0
Italy,2021,Number,Urban roads,1264.0
Italy,2022,Number,Urban roads,1333.0
Lithuania,2016,Number,Urban roads,76.0
Lithuania,2017,Number,Urban roads,84.0
Lithuania,2018,Number,Urban roads,71.0
Lithuania,2019,Number,Urban roads,89.0
Lithuania,2020,Number,Urban roads,70.0
Lithuania,2021,Number,Urban roads,69.0
Lithuania,2022,Number,Urban roads,43.0
Luxembourg,2000,Number,Urban roads,20.0
Luxembourg,2001,Number,Urban roads,17.0
Luxembourg,2002,Number,Urban roads,20.0
Luxembourg,2003,Number,Urban roads,16.0
Luxembourg,2004,Number,Urban roads,17.0
Luxembourg,2005,Number,Urban roads,13.0
Luxembourg,2006,Number,Urban roads,8.0
Luxembourg,2007,Number,Urban roads,9.0
Luxembourg,2008,Number,Urban roads,9.0
Luxembourg,2009,Number,Urban roads,10.0
Luxembourg,2010,Number,Urban roads,3.0
Luxembourg,2011,Number,Urban roads,7.0
Luxembourg,2012,Number,Urban roads,7.0
Luxembourg,2013,Number,Urban roads,15.0
Luxembourg,2014,Number,Urban roads,9.0
Luxembourg,2015,Number,Urban roads,5.0
Luxembourg,2016,Number,Urban roads,8.0
Luxembourg,2017,Number,Urban roads,6.0
Luxembourg,2018,Number,Urban roads,1.0
Luxembourg,2019,Number,Urban roads,3.0
Luxembourg,2020,Number,Urban roads,5.0
Luxembourg,2021,Number,Urban roads,5.0
Luxembourg,2022,Number,Urban roads,10.0
Latvia,2004,Number,Urban roads,142.0
Latvia,2005,Number,Urban roads,125.0
Latvia,2006,Number,Urban roads,148.0
Latvia,2007,Number,Urban roads,165.0
Latvia,2008,Number,Urban roads,97.0
Latvia,2009,Number,Urban roads,68.0
Latvia,2010,Number,Urban roads,78.0
Latvia,2011,Number,Urban roads,53.0
Latvia,2012,Number,Urban roads,53.0
Latvia,2013,Number,Urban roads,53.0
Latvia,2014,Number,Urban roads,69.0
Latvia,2015,Number,Urban roads,44.0
Latvia,2016,Number,Urban roads,30.0
Latvia,2017,Number,Urban roads,44.0
Latvia,2018,Number,Urban roads,41.0
Latvia,2019,Number,Urban roads,40.0
Latvia,2020,Number,Urban roads,42.0
Malta,2005,Number,Urban roads,17.0
Malta,2006,Number,Urban roads,11.0
Malta,2007,Number,Urban roads,12.0
Malta,2008,Number,Urban roads,9.0
Malta,2009,Number,Urban roads,15.0
Malta,2010,Number,Urban roads,13.0
Malta,2015,Number,Urban roads,10.0
Malta,2016,Number,Urban roads,14.0
Malta,2017,Number,Urban roads,15.0
Malta,2018,Number,Urban roads,13.0
Netherlands,2000,Number,Urban roads,374.0
Netherlands,2001,Number,Urban roads,335.0
Netherlands,2002,Number,Urban roads,348.0
Netherlands,2003,Number,Urban roads,346.0
Netherlands,2004,Number,Urban roads,252.0
Netherlands,2005,Number,Urban roads,254.0
Netherlands,2006,Number,Urban roads,283.0
Netherlands,2007,Number,Urban roads,270.0
Netherlands,2008,Number,Urban roads,243.0
Netherlands,2009,Number,Urban roads,227.0
Netherlands,2010,Number,Urban roads,199.0
Netherlands,2011,Number,Urban roads,233.0
Netherlands,2012,Number,Urban roads,208.0
Netherlands,2013,Number,Urban roads,201.0
Netherlands,2014,Number,Urban roads,158.0
Netherlands,2015,Number,Urban roads,126.0
Netherlands,2016,Number,Urban roads,204.0
Netherlands,2017,Number,Urban roads,217.0
Netherlands,2018,Number,Urban roads,261.0
Netherlands,2019,Number,Urban roads,232.0
Netherlands,2020,Number,Urban roads,188.0
Netherlands,2021,Number,Urban roads,205.0
Netherlands,2022,Number,Urban roads,306.0
Norway,2009,Number,Urban roads,54.0
Norway,2010,Number,Urban roads,34.0
Norway,2011,Number,Urban roads,41.0
Norway,2013,Number,Urban roads,31.0
Norway,2014,Number,Urban roads,30.0
Norway,2015,Number,Urban roads,22.0
Norway,2016,Number,Urban roads,27.0
Norway,2017,Number,Urban roads,21.0
Norway,2018,Number,Urban roads,27.0
Norway,2019,Number,Urban roads,18.0
Norway,2020,Number,Urban roads,23.0
Norway,2021,Number,Urban roads,15.0
Norway,2022,Number,Urban roads,26.0
Poland,2000,Number,Urban roads,2880.0
Poland,2001,Number,Urban roads,2528.0
Poland,2002,Number,Urban roads,2761.0
Poland,2003,Number,Urban roads,2653.0
Poland,2004,Number,Urban roads,2755.0
Poland,2005,Number,Urban roads,2495.0
Poland,2006,Number,Urban roads,2349.0
Poland,2007,Number,Urban roads,2549.0
Poland,2008,Number,Urban roads,2499.0
Poland,2009,Number,Urban roads,2171.0
Poland,2010,Number,Urban roads,1813.0
Poland,2011,Number,Urban roads,1959.0
Poland,2012,Number,Urban roads,1652.0
Poland,2013,Number,Urban roads,1581.0
Poland,2014,Number,Urban roads,1466.0
Poland,2015,Number,Urban roads,1248.0
Poland,2016,Number,Urban roads,1275.0
Poland,2017,Number,Urban roads,1238.0
Poland,2018,Number,Urban roads,1251.0
Poland,2019,Number,Urban roads,1177.0
Poland,2020,Number,Urban roads,1084.0
Poland,2021,Number,Urban roads,872.0
Poland,2022,Number,Urban roads,751.0
Portugal,2000,Number,Urban roads,717.0
Portugal,2001,Number,Urban roads,712.0
Portugal,2002,Number,Urban roads,689.0
Portugal,2003,Number,Urban roads,649.0
Portugal,2004,Number,Urban roads,552.0
Portugal,2005,Number,Urban roads,530.0
Portugal,2006,Number,Urban roads,442.0
Portugal,2007,Number,Urban roads,380.0
Portugal,2008,Number,Urban roads,409.0
Portugal,2009,Number,Urban roads,381.0
Portugal,2010,Number,Urban roads,484.0
Portugal,2011,Number,Urban roads,487.0
Portugal,2012,Number,Urban roads,397.0
Portugal,2013,Number,Urban roads,352.0
Portugal,2014,Number,Urban roads,347.0
Portugal,2015,Number,Urban roads,304.0
Portugal,2016,Number,Urban roads,302.0
Portugal,2017,Number,Urban roads,328.0
Portugal,2018,Number,Urban roads,380.0
Portugal,2019,Number,Urban roads,394.0
Portugal,2020,Number,Urban roads,305.0
Portugal,2021,Number,Urban roads,332.0
Portugal,2022,Number,Urban roads,333.0
Romania,2000,Number,Urban roads,1997.0
Romania,2001,Number,Urban roads,1841.0
Romania,2002,Number,Urban roads,1767.0
Romania,2003,Number,Urban roads,1506.0
Romania,2004,Number,Urban roads,1697.0
Romania,2005,Number,Urban roads,1895.0
Romania,2006,Number,Urban roads,1638.0
Romania,2007,Number,Urban roads,1780.0
Romania,2008,Number,Urban roads,1922.0
Romania,2009,Number,Urban roads,1756.0
Romania,2010,Number,Urban roads,1493.0
Romania,2011,Number,Urban roads,1271.0
Romania,2012,Number,Urban roads,1246.0
Romania,2013,Number,Urban roads,1160.0
Romania,2014,Number,Urban roads,1146.0
Romania,2015,Number,Urban roads,1154.0
Romania,2016,Number,Urban roads,1189.0
Romania,2017,Number,Urban roads,1221.0
Romania,2018,Number,Urban roads,1183.0
Romania,2019,Number,Urban roads,1213.0
Romania,2020,Number,Urban roads,1074.0
Romania,2021,Number,Urban roads,1110.0
Romania,2022,Number,Urban roads,1010.0
Sweden,2000,Number,Urban roads,162.0
Sweden,2001,Number,Urban roads,180.0
Sweden,2002,Number,Urban roads,146.0
Sweden,2003,Number,Urban roads,134.0
Sweden,2004,Number,Urban roads,125.0
Sweden,2005,Number,Urban roads,110.0
Sweden,2006,Number,Urban roads,106.0
Sweden,2007,Number,Urban roads,127.0
Sweden,2008,Number,Urban roads,99.0
Sweden,2009,Number,Urban roads,89.0
Sweden,2010,Number,Urban roads,67.0
Sweden,2011,Number,Urban roads,80.0
Sweden,2012,Number,Urban roads,87.0
Sweden,2013,Number,Urban roads,55.0
Sweden,2014,Number,Urban roads,67.0
Sweden,2015,Number,Urban roads,58.0
Sweden,2016,Number,Urban roads,74.0
Sweden,2017,Number,Urban roads,64.0
Sweden,2018,Number,Urban roads,77.0
Sweden,2019,Number,Urban roads,49.0
Sweden,2020,Number,Urban roads,60.0
Sweden,2021,Number,Urban roads,43.0
Sweden,2022,Number,Urban roads,46.0
Slovenia,2000,Number,Urban roads,101.0
Slovenia,2001,Number,Urban roads,91.0
Slovenia,2002,Number,Urban roads,81.0
Slovenia,2003,Number,Urban roads,72.0
Slovenia,2004,Number,Urban roads,83.0
Slovenia,2005,Number,Urban roads,81.0
Slovenia,2006,Number,Urban roads,92.0
Slovenia,2007,Number,Urban roads,94.0
Slovenia,2008,Number,Urban roads,73.0
Slovenia,2009,Number,Urban roads,64.0
Slovenia,2010,Number,Urban roads,60.0
Slovenia,2011,Number,Urban roads,47.0
Slovenia,2012,Number,Urban roads,42.0
Slovenia,2013,Number,Urban roads,53.0
Slovenia,2014,Number,Urban roads,40.0
Slovenia,2015,Number,Urban roads,39.0
Slovenia,2016,Number,Urban roads,43.0
Slovenia,2017,Number,Urban roads,41.0
Slovenia,2018,Number,Urban roads,26.0
Slovenia,2019,Number,Urban roads,27.0
Slovenia,2020,Number,Urban roads,29.0
Slovenia,2021,Number,Urban roads,42.0
Slovenia,2022,Number,Urban roads,29.0
Slovakia,2001,Number,Urban roads,301.0
Slovakia,2002,Number,Urban roads,275.0
Slovakia,2003,Number,Urban roads,311.0
Slovakia,2004,Number,Urban roads,272.0
Slovakia,2005,Number,Urban roads,277.0
Slovakia,2006,Number,Urban roads,291.0
Slovakia,2007,Number,Urban roads,298.0
Slovakia,2008,Number,Urban roads,280.0
Slovakia,2009,Number,Urban roads,176.0
Slovakia,2010,Number,Urban roads,157.0
Slovakia,2016,Number,Urban roads,108.0
Slovakia,2017,Number,Urban roads,102.0
Slovakia,2018,Number,Urban roads,91.0
Slovakia,2019,Number,Urban roads,94.0
Slovakia,2020,Number,Urban roads,95.0
Slovakia,2021,Number,Urban roads,97.0
Slovakia,2022,Number,Urban roads,105.0
United Kingdom,2000,Number,Urban roads,1461.0
United Kingdom,2001,Number,Urban roads,1448.0
United Kingdom,2002,Number,Urban roads,1421.0
United Kingdom,2003,Number,Urban roads,1439.0
United Kingdom,2004,Number,Urban roads,1349.0
United Kingdom,2005,Number,Urban roads,1302.0
United Kingdom,2006,Number,Urban roads,1326.0
United Kingdom,2007,Number,Urban roads,1178.0
United Kingdom,2008,Number,Urban roads,1087.0
United Kingdom,2009,Number,Urban roads,1000.0
United Kingdom,2010,Number,Urban roads,597.0
United Kingdom,2011,Number,Urban roads,645.0
United Kingdom,2012,Number,Urban roads,632.0
United Kingdom,2013,Number,Urban roads,553.0
United Kingdom,2014,Number,Urban roads,631.0
United Kingdom,2015,Number,Urban roads,618.0
United Kingdom,2016,Number,Urban roads,618.0
United Kingdom,2017,Number,Urban roads,643.0
United Kingdom,2018,Number,Urban roads,656.0
Austria,2000,Rate,Urban roads,2.7
Austria,2001,Rate,Urban roads,2.7
Austria,2002,Rate,Urban roads,3.3
Austria,2003,Rate,Urban roads,2.7
Austria,2004,Rate,Urban roads,2.8
Austria,2005,Rate,Urban roads,2.5
Austria,2006,Rate,Urban roads,2.4
Austria,2007,Rate,Urban roads,2.1
Austria,2008,Rate,Urban roads,2.3
Austria,2009,Rate,Urban roads,2.1
Austria,2010,Rate,Urban roads,1.7
Austria,2011,Rate,Urban roads,1.7
Austria,2012,Rate,Urban roads,1.8
Austria,2013,Rate,Urban roads,1.4
Austria,2014,Rate,Urban roads,1.4
Austria,2015,Rate,Urban roads,1.5
Austria,2016,Rate,Urban roads,1.3
Austria,2017,Rate,Urban roads,1.2
Austria,2018,Rate,Urban roads,1.2
Austria,2019,Rate,Urban roads,1.2
Austria,2020,Rate,Urban roads,1.0
Austria,2021,Rate,Urban roads,1.1
Austria,2022,Rate,Urban roads,1.2
Belgium,2000,Rate,Urban roads,3.9
Belgium,2001,Rate,Urban roads,4.4
Belgium,2002,Rate,Urban roads,3.4
Belgium,2003,Rate,Urban roads,3.4
Belgium,2004,Rate,Urban roads,2.8
Belgium,2005,Rate,Urban roads,2.4
Belgium,2006,Rate,Urban roads,2.5
Belgium,2007,Rate,Urban roads,2.6
Belgium,2008,Rate,Urban roads,2.6
Belgium,2009,Rate,Urban roads,2.4
Belgium,2010,Rate,Urban roads,2.3
Belgium,2011,Rate,Urban roads,2.6
Belgium,2012,Rate,Urban roads,2.1
Belgium,2013,Rate,Urban roads,1.8
Belgium,2014,Rate,Urban roads,2.1
Belgium,2015,Rate,Urban roads,2.0
Belgium,2016,Rate,Urban roads,1.7
Belgium,2017,Rate,Urban roads,1.8
Belgium,2018,Rate,Urban roads,1.7
Belgium,2019,Rate,Urban roads,1.9
Belgium,2020,Rate,Urban roads,1.6
Belgium,2021,Rate,Urban roads,1.5
Belgium,2022,Rate,Urban roads,1.7
Bulgaria,2008,Rate,Urban roads,6.0
Bulgaria,2009,Rate,Urban roads,4.2
Bulgaria,2010,Rate,Urban roads,4.2
Bulgaria,2011,Rate,Urban roads,3.2
Bulgaria,2012,Rate,Urban roads,3.2
Bulgaria,2013,Rate,Urban roads,3.2
Bulgaria,2014,Rate,Urban roads,3.5
Bulgaria,2015,Rate,Urban roads,3.9
Bulgaria,2016,Rate,Urban roads,3.5
Bulgaria,2017,Rate,Urban roads,2.9
Bulgaria,2018,Rate,Urban roads,3.2
Bulgaria,2019,Rate,Urban roads,3.5
Bulgaria,2020,Rate,Urban roads,2.2
Bulgaria,2021,Rate,Urban roads,2.5
Bulgaria,2022,Rate,Urban roads,2.6
Switzerland,2001,Rate,Urban roads,2.8
Switzerland,2002,Rate,Urban roads,2.3
Switzerland,2003,Rate,Urban roads,2.3
Switzerland,2004,Rate,Urban roads,2.6
Switzerland,2005,Rate,Urban roads,1.8
Switzerland,2006,Rate,Urban roads,1.7
Switzerland,2007,Rate,Urban roads,1.9
Switzerland,2008,Rate,Urban roads,1.8
Switzerland,2009,Rate,Urban roads,1.8
Switzerland,2010,Rate,Urban roads,1.5
Switzerland,2011,Rate,Urban roads,1.7
Switzerland,2012,Rate,Urban roads,1.6
Switzerland,2013,Rate,Urban roads,1.4
Switzerland,2014,Rate,Urban roads,1.1
Switzerland,2015,Rate,Urban roads,1.4
Switzerland,2016,Rate,Urban roads,1.1
Switzerland,2017,Rate,Urban roads,1.0
Switzerland,2018,Rate,Urban roads,1.2
Switzerland,2019,Rate,Urban roads,0.8
Switzerland,2020,Rate,Urban roads,1.2
Switzerland,2021,Rate,Urban roads,1.0
Switzerland,2022,Rate,Urban roads,1.0
Cyprus,2005,Rate,Urban roads,8.3
Cyprus,2006,Rate,Urban roads,7.1
Cyprus,2007,Rate,Urban roads,6.4
Cyprus,2008,Rate,Urban roads,7.2
Cyprus,2009,Rate,Urban roads,5.2
Cyprus,2010,Rate,Urban roads,5.1
Cyprus,2011,Rate,Urban roads,4.7
Cyprus,2012,Rate,Urban roads,3.6
Cyprus,2013,Rate,Urban roads,3.5
Cyprus,2014,Rate,Urban roads,4.0
Cyprus,2015,Rate,Urban roads,4.4
Cyprus,2016,Rate,Urban roads,4.1
Cyprus,2017,Rate,Urban roads,4.4
Cyprus,2018,Rate,Urban roads,3.0
Cyprus,2019,Rate,Urban roads,3.6
Cyprus,2020,Rate,Urban roads,3.3
Cyprus,2021,Rate,Urban roads,3.0
Cyprus,2022,Rate,Urban roads,2.7
Czechia,2000,Rate,Urban roads,6.0
Czechia,2001,Rate,Urban roads,5.1
Czechia,2002,Rate,Urban roads,5.6
Czechia,2003,Rate,Urban roads,5.5
Czechia,2004,Rate,Urban roads,5.1
Czechia,2005,Rate,Urban roads,4.9
Czechia,2006,Rate,Urban roads,4.2
Czechia,2007,Rate,Urban roads,4.3
Czechia,2008,Rate,Urban roads,4.3
Czechia,2009,Rate,Urban roads,3.2
Czechia,2010,Rate,Urban roads,2.8
Czechia,2011,Rate,Urban roads,2.7
Czechia,2012,Rate,Urban roads,2.5
Czechia,2013,Rate,Urban roads,2.3
Czechia,2014,Rate,Urban roads,2.2
Czechia,2015,Rate,Urban roads,2.1
Czechia,2016,Rate,Urban roads,2.0
Czechia,2017,Rate,Urban roads,1.8
Czechia,2018,Rate,Urban roads,2.0
Czechia,2019,Rate,Urban roads,1.8
Czechia,2020,Rate,Urban roads,1.4
Czechia,2021,Rate,Urban roads,1.8
Czechia,2022,Rate,Urban roads,1.5
Germany,2000,Rate,Urban roads,2.2
Germany,2001,Rate,Urban roads,2.1
Germany,2002,Rate,Urban roads,2.0
Germany,2003,Rate,Urban roads,2.0
Germany,2004,Rate,Urban roads,1.8
Germany,2005,Rate,Urban roads,1.8
Germany,2006,Rate,Urban roads,1.7
Germany,2007,Rate,Urban roads,1.6
Germany,2008,Rate,Urban roads,1.5
Germany,2009,Rate,Urban roads,1.5
Germany,2010,Rate,Urban roads,1.2
Germany,2011,Rate,Urban roads,1.4
Germany,2012,Rate,Urban roads,1.3
Germany,2013,Rate,Urban roads,1.2
Germany,2014,Rate,Urban roads,1.2
Germany,2015,Rate,Urban roads,1.3
Germany,2016,Rate,Urban roads,1.2
Germany,2017,Rate,Urban roads,1.2
Germany,2018,Rate,Urban roads,1.2
Germany,2019,Rate,Urban roads,1.1
Germany,2020,Rate,Urban roads,1.0
Germany,2021,Rate,Urban roads,0.9
Germany,2022,Rate,Urban roads,1.1
Denmark,2000,Rate,Urban roads,3.4
Denmark,2001,Rate,Urban roads,2.3
Denmark,2002,Rate,Urban roads,2.3
Denmark,2003,Rate,Urban roads,2.1
Denmark,2004,Rate,Urban roads,2.2
Denmark,2005,Rate,Urban roads,1.8
Denmark,2006,Rate,Urban roads,1.9
Denmark,2007,Rate,Urban roads,2.4
Denmark,2008,Rate,Urban roads,2.3
Denmark,2009,Rate,Urban roads,1.7
Denmark,2010,Rate,Urban roads,1.4
Denmark,2011,Rate,Urban roads,1.2
Denmark,2012,Rate,Urban roads,1.1
Denmark,2013,Rate,Urban roads,1.1
Denmark,2014,Rate,Urban roads,0.8
Denmark,2015,Rate,Urban roads,1.1
Denmark,2016,Rate,Urban roads,1.2
Denmark,2017,Rate,Urban roads,0.9
Denmark,2018,Rate,Urban roads,0.8
Denmark,2019,Rate,Urban roads,1.1
Denmark,2020,Rate,Urban roads,0.9
Denmark,2021,Rate,Urban roads,0.8
Denmark,2022,Rate,Urban roads,0.8
Estonia,2005,Rate,Urban roads,3.4
Estonia,2006,Rate,Urban roads,3.4
Estonia,2007,Rate,Urban roads,4.7
Estonia,2008,Rate,Urban roads,3.1
Estonia,2009,Rate,Urban roads,1.4
Estonia,2010,Rate,Urban roads,1.1
Estonia,2011,Rate,Urban roads,1.9
Estonia,2014,Rate,Urban roads,1.7
Estonia,2016,Rate,Urban roads,1.5
Estonia,2017,Rate,Urban roads,1.1
Estonia,2018,Rate,Urban roads,1.0
Estonia,2019,Rate,Urban roads,1.3
Estonia,2020,Rate,Urban roads,1.3
Estonia,2021,Rate,Urban roads,0.8
Estonia,2022,Rate,Urban roads,1.3
Greece,2000,Rate,Urban roads,6.4
Greece,2001,Rate,Urban roads,7.6
Greece,2002,Rate,Urban roads,6.6
Greece,2003,Rate,Urban roads,6.6
Greece,2004,Rate,Urban roads,7.0
Greece,2005,Rate,Urban roads,6.9
Greece,2006,Rate,Urban roads,7.0
Greece,2007,Rate,Urban roads,6.6
Greece,2008,Rate,Urban roads,6.7
Greece,2009,Rate,Urban roads,5.8
Greece,2010,Rate,Urban roads,5.3
Greece,2011,Rate,Urban roads,5.0
Greece,2012,Rate,Urban roads,4.5
Greece,2013,Rate,Urban roads,4.2
Greece,2014,Rate,Urban roads,3.7
Greece,2015,Rate,Urban roads,3.6
Greece,2016,Rate,Urban roads,4.0
Greece,2017,Rate,Urban roads,3.2
Greece,2018,Rate,Urban roads,3.4
Greece,2019,Rate,Urban roads,3.5
Greece,2020,Rate,Urban roads,3.0
Greece,2021,Rate,Urban roads,3.0
Spain,2000,Rate,Urban roads,2.6
Spain,2001,Rate,Urban roads,2.4
Spain,2002,Rate,Urban roads,2.2
Spain,2003,Rate,Urban roads,2.2
Spain,2004,Rate,Urban roads,2.1
Spain,2005,Rate,Urban roads,1.8
Spain,2006,Rate,Urban roads,1.6
Spain,2007,Rate,Urban roads,1.6
Spain,2008,Rate,Urban roads,1.4
Spain,2009,Rate,Urban roads,1.2
Spain,2010,Rate,Urban roads,1.2
Spain,2011,Rate,Urban roads,1.0
Spain,2012,Rate,Urban roads,1.0
Spain,2013,Rate,Urban roads,0.9
Spain,2014,Rate,Urban roads,0.9
Spain,2015,Rate,Urban roads,0.9
Spain,2016,Rate,Urban roads,1.1
Spain,2017,Rate,Urban roads,1.1
Spain,2018,Rate,Urban roads,1.0
Spain,2019,Rate,Urban roads,1.1
Spain,2020,Rate,Urban roads,0.8
Spain,2021,Rate,Urban roads,0.9
Spain,2022,Rate,Urban roads,1.0
European Union - 27 countries (from 2020),2000,Rate,Urban roads,3.9
European Union - 27 countries (from 2020),2001,Rate,Urban roads,3.9
European Union - 27 countries (from 2020),2002,Rate,Urban roads,3.7
European Union - 27 countries (from 2020),2003,Rate,Urban roads,3.5
European Union - 27 countries (from 2020),2004,Rate,Urban roads,3.5
European Union - 27 countries (from 2020),2005,Rate,Urban roads,3.4
European Union - 27 countries (from 2020),2006,Rate,Urban roads,3.2
European Union - 27 countries (from 2020),2007,Rate,Urban roads,3.2
European Union - 27 countries (from 2020),2008,Rate,Urban roads,3.2
European Union - 27 countries (from 2020),2009,Rate,Urban roads,2.8
European Union - 27 countries (from 2020),2010,Rate,Urban roads,2.5
European Union - 27 countries (from 2020),2011,Rate,Urban roads,2.4
European Union - 27 countries (from 2020),2012,Rate,Urban roads,2.2
European Union - 27 countries (from 2020),2013,Rate,Urban roads,2.1
European Union - 27 countries (from 2020),2014,Rate,Urban roads,2.1
European Union - 27 countries (from 2020),2015,Rate,Urban roads,2.0
European Union - 27 countries (from 2020),2016,Rate,Urban roads,2.0
European Union - 27 countries (from 2020),2017,Rate,Urban roads,2.0
European Union - 27 countries (from 2020),2018,Rate,Urban roads,2.0
European Union - 27 countries (from 2020),2019,Rate,Urban roads,2.0
European Union - 27 countries (from 2020),2020,Rate,Urban roads,1.7
