country,year,sex,value,source
Greece,2009,Males,,ESTAT:SDG_05_40(1.0)
Greece,2010,Males,,ESTAT:SDG_05_40(1.0)
Greece,2011,Males,,ESTAT:SDG_05_40(1.0)
Greece,2012,Males,,ESTAT:SDG_05_40(1.0)
Greece,2013,Males,,ESTAT:SDG_05_40(1.0)
Greece,2014,Males,,ESTAT:SDG_05_40(1.0)
Greece,2015,Males,,ESTAT:SDG_05_40(1.0)
Greece,2016,Males,,ESTAT:SDG_05_40(1.0)
Greece,2017,Males,,ESTAT:SDG_05_40(1.0)
Greece,2018,Males,0.1,ESTAT:SDG_05_40(1.0)
Greece,2019,Males,0.1,ESTAT:SDG_05_40(1.0)
Greece,2020,Males,0.0,ESTAT:SDG_05_40(1.0)
Greece,2021,Males,,ESTAT:SDG_05_40(1.0)
Greece,2022,Males,,ESTAT:SDG_05_40(1.0)
Greece,2023,Males,,ESTAT:SDG_05_40(1.0)
Spain,2006,Males,0.0,ESTAT:SDG_05_40(1.0)
Spain,2007,Males,0.0,ESTAT:SDG_05_40(1.0)
Spain,2008,Males,0.0,ESTAT:SDG_05_40(1.0)
Spain,2009,Males,0.0,ESTAT:SDG_05_40(1.0)
Spain,2010,Males,0.0,ESTAT:SDG_05_40(1.0)
Spain,2011,Males,0.1,ESTAT:SDG_05_40(1.0)
Spain,2012,Males,0.1,ESTAT:SDG_05_40(1.0)
Spain,2013,Males,0.1,ESTAT:SDG_05_40(1.0)
Spain,2014,Males,0.1,ESTAT:SDG_05_40(1.0)
Spain,2015,Males,0.1,ESTAT:SDG_05_40(1.0)
Spain,2016,Males,0.1,ESTAT:SDG_05_40(1.0)
Spain,2017,Males,0.1,ESTAT:SDG_05_40(1.0)
Spain,2018,Males,0.1,ESTAT:SDG_05_40(1.0)
Spain,2019,Males,0.1,ESTAT:SDG_05_40(1.0)
Spain,2020,Males,0.1,ESTAT:SDG_05_40(1.0)
Spain,2021,Males,0.1,ESTAT:SDG_05_40(1.0)
Spain,2022,Males,0.2,ESTAT:SDG_05_40(1.0)
Spain,2023,Males,0.2,ESTAT:SDG_05_40(1.0)
European Union - 27 countries (from 2020),2006,Males,,ESTAT:SDG_05_40(1.0)
European Union - 27 countries (from 2020),2007,Males,0.0,ESTAT:SDG_05_40(1.0)
European Union - 27 countries (from 2020),2008,Males,,ESTAT:SDG_05_40(1.0)
European Union - 27 countries (from 2020),2009,Males,0.0,ESTAT:SDG_05_40(1.0)
European Union - 27 countries (from 2020),2010,Males,0.0,ESTAT:SDG_05_40(1.0)
European Union - 27 countries (from 2020),2011,Males,0.1,ESTAT:SDG_05_40(1.0)
European Union - 27 countries (from 2020),2012,Males,0.1,ESTAT:SDG_05_40(1.0)
European Union - 27 countries (from 2020),2013,Males,0.1,ESTAT:SDG_05_40(1.0)
European Union - 27 countries (from 2020),2014,Males,0.1,ESTAT:SDG_05_40(1.0)
European Union - 27 countries (from 2020),2015,Males,0.1,ESTAT:SDG_05_40(1.0)
European Union - 27 countries (from 2020),2016,Males,0.1,ESTAT:SDG_05_40(1.0)
European Union - 27 countries (from 2020),2017,Males,0.1,ESTAT:SDG_05_40(1.0)
European Union - 27 countries (from 2020),2018,Males,0.1,ESTAT:SDG_05_40(1.0)
European Union - 27 countries (from 2020),2019,Males,0.1,ESTAT:SDG_05_40(1.0)
European Union - 27 countries (from 2020),2020,Males,0.1,ESTAT:SDG_05_40(1.0)
European Union - 27 countries (from 2020),2021,Males,0.1,ESTAT:SDG_05_40(1.0)
European Union - 27 countries (from 2020),2022,Males,0.1,ESTAT:SDG_05_40(1.0)
European Union - 27 countries (from 2020),2023,Males,0.1,ESTAT:SDG_05_40(1.0)
Finland,2008,Males,,ESTAT:SDG_05_40(1.0)
Finland,2009,Males,,ESTAT:SDG_05_40(1.0)
Finland,2010,Males,,ESTAT:SDG_05_40(1.0)
Finland,2012,Males,,ESTAT:SDG_05_40(1.0)
Finland,2013,Males,,ESTAT:SDG_05_40(1.0)
Finland,2014,Males,,ESTAT:SDG_05_40(1.0)
Finland,2015,Males,,ESTAT:SDG_05_40(1.0)
Finland,2016,Males,,ESTAT:SDG_05_40(1.0)
Finland,2017,Males,,ESTAT:SDG_05_40(1.0)
Finland,2018,Males,,ESTAT:SDG_05_40(1.0)
Finland,2019,Males,,ESTAT:SDG_05_40(1.0)
Finland,2021,Males,,ESTAT:SDG_05_40(1.0)
Finland,2022,Males,,ESTAT:SDG_05_40(1.0)
Finland,2023,Males,,ESTAT:SDG_05_40(1.0)
France,2006,Males,,ESTAT:SDG_05_40(1.0)
France,2007,Males,,ESTAT:SDG_05_40(1.0)
France,2008,Males,,ESTAT:SDG_05_40(1.0)
France,2009,Males,,ESTAT:SDG_05_40(1.0)
France,2010,Males,,ESTAT:SDG_05_40(1.0)
France,2011,Males,,ESTAT:SDG_05_40(1.0)
France,2012,Males,,ESTAT:SDG_05_40(1.0)
France,2013,Males,,ESTAT:SDG_05_40(1.0)
France,2014,Males,,ESTAT:SDG_05_40(1.0)
France,2015,Males,,ESTAT:SDG_05_40(1.0)
France,2016,Males,,ESTAT:SDG_05_40(1.0)
France,2017,Males,,ESTAT:SDG_05_40(1.0)
France,2018,Males,,ESTAT:SDG_05_40(1.0)
France,2019,Males,0.1,ESTAT:SDG_05_40(1.0)
France,2020,Males,,ESTAT:SDG_05_40(1.0)
France,2021,Males,0.1,ESTAT:SDG_05_40(1.0)
France,2022,Males,0.1,ESTAT:SDG_05_40(1.0)
France,2023,Males,0.1,ESTAT:SDG_05_40(1.0)
Croatia,2006,Males,,ESTAT:SDG_05_40(1.0)
Croatia,2007,Males,,ESTAT:SDG_05_40(1.0)
Croatia,2008,Males,,ESTAT:SDG_05_40(1.0)
Croatia,2009,Males,,ESTAT:SDG_05_40(1.0)
Croatia,2010,Males,,ESTAT:SDG_05_40(1.0)
Croatia,2012,Males,,ESTAT:SDG_05_40(1.0)
Croatia,2013,Males,,ESTAT:SDG_05_40(1.0)
Croatia,2014,Males,,ESTAT:SDG_05_40(1.0)
Croatia,2015,Males,,ESTAT:SDG_05_40(1.0)
Croatia,2016,Males,,ESTAT:SDG_05_40(1.0)
Croatia,2017,Males,,ESTAT:SDG_05_40(1.0)
Croatia,2018,Males,,ESTAT:SDG_05_40(1.0)
Croatia,2019,Males,,ESTAT:SDG_05_40(1.0)
Croatia,2020,Males,,ESTAT:SDG_05_40(1.0)
Croatia,2021,Males,,ESTAT:SDG_05_40(1.0)
Croatia,2022,Males,,ESTAT:SDG_05_40(1.0)
Croatia,2023,Males,,ESTAT:SDG_05_40(1.0)
Hungary,2006,Males,0.1,ESTAT:SDG_05_40(1.0)
Hungary,2007,Males,0.1,ESTAT:SDG_05_40(1.0)
Hungary,2008,Males,0.1,ESTAT:SDG_05_40(1.0)
Hungary,2009,Males,0.1,ESTAT:SDG_05_40(1.0)
Hungary,2010,Males,0.1,ESTAT:SDG_05_40(1.0)
Hungary,2011,Males,0.2,ESTAT:SDG_05_40(1.0)
Hungary,2012,Males,0.2,ESTAT:SDG_05_40(1.0)
Hungary,2013,Males,0.2,ESTAT:SDG_05_40(1.0)
Hungary,2014,Males,0.1,ESTAT:SDG_05_40(1.0)
Hungary,2015,Males,0.2,ESTAT:SDG_05_40(1.0)
Hungary,2016,Males,0.2,ESTAT:SDG_05_40(1.0)
Hungary,2017,Males,0.1,ESTAT:SDG_05_40(1.0)
Hungary,2018,Males,0.1,ESTAT:SDG_05_40(1.0)
Hungary,2019,Males,0.1,ESTAT:SDG_05_40(1.0)
Hungary,2020,Males,0.1,ESTAT:SDG_05_40(1.0)
Hungary,2021,Males,,ESTAT:SDG_05_40(1.0)
Hungary,2022,Males,,ESTAT:SDG_05_40(1.0)
Hungary,2023,Males,,ESTAT:SDG_05_40(1.0)
Ireland,2006,Males,,ESTAT:SDG_05_40(1.0)
Ireland,2007,Males,,ESTAT:SDG_05_40(1.0)
Ireland,2008,Males,,ESTAT:SDG_05_40(1.0)
Ireland,2009,Males,,ESTAT:SDG_05_40(1.0)
Ireland,2010,Males,,ESTAT:SDG_05_40(1.0)
Ireland,2011,Males,,ESTAT:SDG_05_40(1.0)
Ireland,2012,Males,,ESTAT:SDG_05_40(1.0)
Ireland,2013,Males,,ESTAT:SDG_05_40(1.0)
Ireland,2014,Males,,ESTAT:SDG_05_40(1.0)
Ireland,2015,Males,,ESTAT:SDG_05_40(1.0)
Ireland,2016,Males,0.1,ESTAT:SDG_05_40(1.0)
Ireland,2017,Males,0.2,ESTAT:SDG_05_40(1.0)
Ireland,2018,Males,0.4,ESTAT:SDG_05_40(1.0)
Ireland,2019,Males,0.3,ESTAT:SDG_05_40(1.0)
Ireland,2020,Males,,ESTAT:SDG_05_40(1.0)
Ireland,2021,Males,,ESTAT:SDG_05_40(1.0)
Ireland,2022,Males,,ESTAT:SDG_05_40(1.0)
Ireland,2023,Males,,ESTAT:SDG_05_40(1.0)
Iceland,2008,Males,,ESTAT:SDG_05_40(1.0)
Iceland,2012,Males,,ESTAT:SDG_05_40(1.0)
Iceland,2014,Males,,ESTAT:SDG_05_40(1.0)
Iceland,2015,Males,,ESTAT:SDG_05_40(1.0)
Iceland,2016,Males,,ESTAT:SDG_05_40(1.0)
Iceland,2018,Males,,ESTAT:SDG_05_40(1.0)
Iceland,2020,Males,,ESTAT:SDG_05_40(1.0)
Italy,2006,Males,0.0,ESTAT:SDG_05_40(1.0)
Italy,2007,Males,0.0,ESTAT:SDG_05_40(1.0)
Italy,2008,Males,0.0,ESTAT:SDG_05_40(1.0)
Italy,2009,Males,0.1,ESTAT:SDG_05_40(1.0)
Italy,2010,Males,0.1,ESTAT:SDG_05_40(1.0)
Italy,2011,Males,0.1,ESTAT:SDG_05_40(1.0)
Italy,2012,Males,0.1,ESTAT:SDG_05_40(1.0)
Italy,2013,Males,0.1,ESTAT:SDG_05_40(1.0)
Italy,2014,Males,0.1,ESTAT:SDG_05_40(1.0)
Italy,2015,Males,0.1,ESTAT:SDG_05_40(1.0)
Italy,2016,Males,0.1,ESTAT:SDG_05_40(1.0)
Italy,2017,Males,0.1,ESTAT:SDG_05_40(1.0)
Italy,2018,Males,0.1,ESTAT:SDG_05_40(1.0)
Italy,2019,Males,0.1,ESTAT:SDG_05_40(1.0)
Italy,2020,Males,0.1,ESTAT:SDG_05_40(1.0)
Italy,2021,Males,0.1,ESTAT:SDG_05_40(1.0)
Italy,2022,Males,0.1,ESTAT:SDG_05_40(1.0)
Italy,2023,Males,0.1,ESTAT:SDG_05_40(1.0)
Lithuania,2006,Males,,ESTAT:SDG_05_40(1.0)
Lithuania,2007,Males,,ESTAT:SDG_05_40(1.0)
Lithuania,2008,Males,,ESTAT:SDG_05_40(1.0)
Lithuania,2009,Males,,ESTAT:SDG_05_40(1.0)
Lithuania,2010,Males,,ESTAT:SDG_05_40(1.0)
Lithuania,2011,Males,,ESTAT:SDG_05_40(1.0)
Lithuania,2012,Males,,ESTAT:SDG_05_40(1.0)
Lithuania,2013,Males,,ESTAT:SDG_05_40(1.0)
Lithuania,2014,Males,,ESTAT:SDG_05_40(1.0)
Lithuania,2015,Males,,ESTAT:SDG_05_40(1.0)
Lithuania,2016,Males,,ESTAT:SDG_05_40(1.0)
Lithuania,2017,Males,,ESTAT:SDG_05_40(1.0)
Lithuania,2018,Males,,ESTAT:SDG_05_40(1.0)
Lithuania,2019,Males,,ESTAT:SDG_05_40(1.0)
Lithuania,2020,Males,,ESTAT:SDG_05_40(1.0)
Lithuania,2021,Males,,ESTAT:SDG_05_40(1.0)
Lithuania,2022,Males,,ESTAT:SDG_05_40(1.0)
Lithuania,2023,Males,,ESTAT:SDG_05_40(1.0)
Luxembourg,2008,Males,,ESTAT:SDG_05_40(1.0)
Luxembourg,2009,Males,,ESTAT:SDG_05_40(1.0)
Luxembourg,2010,Males,,ESTAT:SDG_05_40(1.0)
Luxembourg,2011,Males,,ESTAT:SDG_05_40(1.0)
Luxembourg,2012,Males,,ESTAT:SDG_05_40(1.0)
Luxembourg,2013,Males,,ESTAT:SDG_05_40(1.0)
Luxembourg,2014,Males,,ESTAT:SDG_05_40(1.0)
Luxembourg,2015,Males,,ESTAT:SDG_05_40(1.0)
Luxembourg,2016,Males,,ESTAT:SDG_05_40(1.0)
Luxembourg,2017,Males,,ESTAT:SDG_05_40(1.0)
Luxembourg,2018,Males,,ESTAT:SDG_05_40(1.0)
Luxembourg,2019,Males,0.3,ESTAT:SDG_05_40(1.0)
Luxembourg,2020,Males,,ESTAT:SDG_05_40(1.0)
Luxembourg,2021,Males,,ESTAT:SDG_05_40(1.0)
Luxembourg,2022,Males,,ESTAT:SDG_05_40(1.0)
Luxembourg,2023,Males,,ESTAT:SDG_05_40(1.0)
Latvia,2006,Males,,ESTAT:SDG_05_40(1.0)
Latvia,2007,Males,,ESTAT:SDG_05_40(1.0)
Latvia,2008,Males,,ESTAT:SDG_05_40(1.0)
Latvia,2009,Males,,ESTAT:SDG_05_40(1.0)
Latvia,2010,Males,,ESTAT:SDG_05_40(1.0)
Latvia,2011,Males,,ESTAT:SDG_05_40(1.0)
Latvia,2012,Males,,ESTAT:SDG_05_40(1.0)
Latvia,2013,Males,,ESTAT:SDG_05_40(1.0)
Latvia,2014,Males,,ESTAT:SDG_05_40(1.0)
Latvia,2015,Males,,ESTAT:SDG_05_40(1.0)
Latvia,2016,Males,,ESTAT:SDG_05_40(1.0)
Latvia,2017,Males,,ESTAT:SDG_05_40(1.0)
Latvia,2018,Males,,ESTAT:SDG_05_40(1.0)
Latvia,2019,Males,,ESTAT:SDG_05_40(1.0)
Latvia,2020,Males,,ESTAT:SDG_05_40(1.0)
Latvia,2021,Males,,ESTAT:SDG_05_40(1.0)
Latvia,2022,Males,,ESTAT:SDG_05_40(1.0)
Latvia,2023,Males,,ESTAT:SDG_05_40(1.0)
Montenegro,2011,Males,,ESTAT:SDG_05_40(1.0)
Montenegro,2012,Males,,ESTAT:SDG_05_40(1.0)
Montenegro,2013,Males,,ESTAT:SDG_05_40(1.0)
Montenegro,2014,Males,,ESTAT:SDG_05_40(1.0)
Montenegro,2015,Males,,ESTAT:SDG_05_40(1.0)
Montenegro,2016,Males,,ESTAT:SDG_05_40(1.0)
Montenegro,2017,Males,,ESTAT:SDG_05_40(1.0)
Montenegro,2018,Males,,ESTAT:SDG_05_40(1.0)
Montenegro,2019,Males,,ESTAT:SDG_05_40(1.0)
Montenegro,2020,Males,,ESTAT:SDG_05_40(1.0)
North Macedonia,2006,Males,0.1,ESTAT:SDG_05_40(1.0)
North Macedonia,2007,Males,,ESTAT:SDG_05_40(1.0)
North Macedonia,2008,Males,,ESTAT:SDG_05_40(1.0)
North Macedonia,2009,Males,,ESTAT:SDG_05_40(1.0)
North Macedonia,2010,Males,,ESTAT:SDG_05_40(1.0)
North Macedonia,2011,Males,,ESTAT:SDG_05_40(1.0)
North Macedonia,2012,Males,,ESTAT:SDG_05_40(1.0)
North Macedonia,2013,Males,,ESTAT:SDG_05_40(1.0)
North Macedonia,2014,Males,,ESTAT:SDG_05_40(1.0)
North Macedonia,2015,Males,,ESTAT:SDG_05_40(1.0)
North Macedonia,2016,Males,,ESTAT:SDG_05_40(1.0)
North Macedonia,2017,Males,,ESTAT:SDG_05_40(1.0)
North Macedonia,2018,Males,,ESTAT:SDG_05_40(1.0)
North Macedonia,2019,Males,0.1,ESTAT:SDG_05_40(1.0)
North Macedonia,2020,Males,0.1,ESTAT:SDG_05_40(1.0)
Malta,2006,Males,,ESTAT:SDG_05_40(1.0)
Malta,2007,Males,,ESTAT:SDG_05_40(1.0)
Malta,2008,Males,,ESTAT:SDG_05_40(1.0)
Malta,2009,Males,,ESTAT:SDG_05_40(1.0)
Malta,2010,Males,,ESTAT:SDG_05_40(1.0)
Malta,2011,Males,,ESTAT:SDG_05_40(1.0)
Malta,2012,Males,,ESTAT:SDG_05_40(1.0)
Malta,2013,Males,,ESTAT:SDG_05_40(1.0)
Malta,2014,Males,,ESTAT:SDG_05_40(1.0)
Malta,2015,Males,,ESTAT:SDG_05_40(1.0)
Malta,2016,Males,,ESTAT:SDG_05_40(1.0)
Malta,2017,Males,,ESTAT:SDG_05_40(1.0)
Malta,2020,Males,,ESTAT:SDG_05_40(1.0)
Malta,2021,Males,,ESTAT:SDG_05_40(1.0)
Malta,2022,Males,,ESTAT:SDG_05_40(1.0)
Netherlands,2006,Males,,ESTAT:SDG_05_40(1.0)
Netherlands,2007,Males,,ESTAT:SDG_05_40(1.0)
Netherlands,2008,Males,,ESTAT:SDG_05_40(1.0)
Netherlands,2009,Males,,ESTAT:SDG_05_40(1.0)
Netherlands,2012,Males,,ESTAT:SDG_05_40(1.0)
Netherlands,2013,Males,,ESTAT:SDG_05_40(1.0)
Netherlands,2015,Males,,ESTAT:SDG_05_40(1.0)
Netherlands,2016,Males,,ESTAT:SDG_05_40(1.0)
Netherlands,2017,Males,,ESTAT:SDG_05_40(1.0)
Netherlands,2018,Males,,ESTAT:SDG_05_40(1.0)
Netherlands,2019,Males,,ESTAT:SDG_05_40(1.0)
Netherlands,2021,Males,0.2,ESTAT:SDG_05_40(1.0)
Netherlands,2022,Males,0.2,ESTAT:SDG_05_40(1.0)
Netherlands,2023,Males,0.1,ESTAT:SDG_05_40(1.0)
Norway,2006,Males,,ESTAT:SDG_05_40(1.0)
Norway,2007,Males,,ESTAT:SDG_05_40(1.0)
Norway,2009,Males,,ESTAT:SDG_05_40(1.0)
Norway,2010,Males,,ESTAT:SDG_05_40(1.0)
Norway,2011,Males,,ESTAT:SDG_05_40(1.0)
Norway,2014,Males,,ESTAT:SDG_05_40(1.0)
Norway,2015,Males,,ESTAT:SDG_05_40(1.0)
Norway,2016,Males,,ESTAT:SDG_05_40(1.0)
Norway,2019,Males,,ESTAT:SDG_05_40(1.0)
Norway,2020,Males,,ESTAT:SDG_05_40(1.0)
Norway,2021,Males,,ESTAT:SDG_05_40(1.0)
Norway,2022,Males,,ESTAT:SDG_05_40(1.0)
Norway,2023,Males,,ESTAT:SDG_05_40(1.0)
Poland,2006,Males,0.1,ESTAT:SDG_05_40(1.0)
Poland,2007,Males,0.1,ESTAT:SDG_05_40(1.0)
Poland,2008,Males,0.1,ESTAT:SDG_05_40(1.0)
Poland,2009,Males,0.1,ESTAT:SDG_05_40(1.0)
Poland,2010,Males,0.1,ESTAT:SDG_05_40(1.0)
Poland,2011,Males,0.1,ESTAT:SDG_05_40(1.0)
Poland,2012,Males,0.2,ESTAT:SDG_05_40(1.0)
Poland,2013,Males,0.2,ESTAT:SDG_05_40(1.0)
Poland,2014,Males,0.2,ESTAT:SDG_05_40(1.0)
Poland,2015,Males,0.2,ESTAT:SDG_05_40(1.0)
Poland,2016,Males,0.2,ESTAT:SDG_05_40(1.0)
Poland,2017,Males,0.2,ESTAT:SDG_05_40(1.0)
Poland,2018,Males,0.2,ESTAT:SDG_05_40(1.0)
Poland,2019,Males,0.2,ESTAT:SDG_05_40(1.0)
Poland,2020,Males,0.2,ESTAT:SDG_05_40(1.0)
Poland,2021,Males,0.1,ESTAT:SDG_05_40(1.0)
Poland,2022,Males,0.1,ESTAT:SDG_05_40(1.0)
Poland,2023,Males,,ESTAT:SDG_05_40(1.0)
Portugal,2006,Males,,ESTAT:SDG_05_40(1.0)
Portugal,2007,Males,,ESTAT:SDG_05_40(1.0)
Portugal,2008,Males,,ESTAT:SDG_05_40(1.0)
Portugal,2010,Males,,ESTAT:SDG_05_40(1.0)
Portugal,2011,Males,,ESTAT:SDG_05_40(1.0)
Portugal,2012,Males,,ESTAT:SDG_05_40(1.0)
Portugal,2013,Males,,ESTAT:SDG_05_40(1.0)
Portugal,2014,Males,,ESTAT:SDG_05_40(1.0)
Portugal,2015,Males,,ESTAT:SDG_05_40(1.0)
Portugal,2016,Males,,ESTAT:SDG_05_40(1.0)
Portugal,2017,Males,,ESTAT:SDG_05_40(1.0)
Portugal,2018,Males,,ESTAT:SDG_05_40(1.0)
Portugal,2019,Males,,ESTAT:SDG_05_40(1.0)
Portugal,2020,Males,0.2,ESTAT:SDG_05_40(1.0)
Portugal,2021,Males,,ESTAT:SDG_05_40(1.0)
Portugal,2022,Males,,ESTAT:SDG_05_40(1.0)
Portugal,2023,Males,,ESTAT:SDG_05_40(1.0)
Romania,2006,Males,,ESTAT:SDG_05_40(1.0)
Romania,2007,Males,,ESTAT:SDG_05_40(1.0)
Romania,2008,Males,,ESTAT:SDG_05_40(1.0)
Romania,2009,Males,,ESTAT:SDG_05_40(1.0)
Romania,2010,Males,,ESTAT:SDG_05_40(1.0)
Romania,2011,Males,,ESTAT:SDG_05_40(1.0)
Romania,2012,Males,,ESTAT:SDG_05_40(1.0)
Romania,2014,Males,,ESTAT:SDG_05_40(1.0)
Romania,2015,Males,,ESTAT:SDG_05_40(1.0)
Romania,2016,Males,,ESTAT:SDG_05_40(1.0)
Romania,2017,Males,,ESTAT:SDG_05_40(1.0)
Romania,2018,Males,,ESTAT:SDG_05_40(1.0)
Romania,2019,Males,,ESTAT:SDG_05_40(1.0)
Romania,2020,Males,,ESTAT:SDG_05_40(1.0)
Romania,2021,Males,,ESTAT:SDG_05_40(1.0)
Romania,2022,Males,,ESTAT:SDG_05_40(1.0)
Romania,2023,Males,,ESTAT:SDG_05_40(1.0)
Serbia,2010,Males,,ESTAT:SDG_05_40(1.0)
Serbia,2011,Males,,ESTAT:SDG_05_40(1.0)
Serbia,2012,Males,,ESTAT:SDG_05_40(1.0)
Serbia,2013,Males,,ESTAT:SDG_05_40(1.0)
Serbia,2014,Males,0.1,ESTAT:SDG_05_40(1.0)
Serbia,2015,Males,0.1,ESTAT:SDG_05_40(1.0)
Serbia,2016,Males,0.1,ESTAT:SDG_05_40(1.0)
Serbia,2017,Males,0.1,ESTAT:SDG_05_40(1.0)
Serbia,2018,Males,0.1,ESTAT:SDG_05_40(1.0)
Serbia,2019,Males,0.1,ESTAT:SDG_05_40(1.0)
Serbia,2020,Males,0.1,ESTAT:SDG_05_40(1.0)
Serbia,2021,Males,0.1,ESTAT:SDG_05_40(1.0)
Serbia,2022,Males,0.1,ESTAT:SDG_05_40(1.0)
Serbia,2023,Males,0.1,ESTAT:SDG_05_40(1.0)
Sweden,2006,Males,,ESTAT:SDG_05_40(1.0)
Sweden,2007,Males,,ESTAT:SDG_05_40(1.0)
Sweden,2008,Males,,ESTAT:SDG_05_40(1.0)
Sweden,2009,Males,,ESTAT:SDG_05_40(1.0)
Sweden,2010,Males,,ESTAT:SDG_05_40(1.0)
Sweden,2011,Males,,ESTAT:SDG_05_40(1.0)
Sweden,2012,Males,,ESTAT:SDG_05_40(1.0)
Sweden,2013,Males,,ESTAT:SDG_05_40(1.0)
Sweden,2014,Males,,ESTAT:SDG_05_40(1.0)
Sweden,2015,Males,,ESTAT:SDG_05_40(1.0)
Sweden,2016,Males,,ESTAT:SDG_05_40(1.0)
Sweden,2017,Males,,ESTAT:SDG_05_40(1.0)
Sweden,2018,Males,,ESTAT:SDG_05_40(1.0)
Sweden,2019,Males,,ESTAT:SDG_05_40(1.0)
Sweden,2020,Males,,ESTAT:SDG_05_40(1.0)
Sweden,2021,Males,,ESTAT:SDG_05_40(1.0)
Sweden,2022,Males,,ESTAT:SDG_05_40(1.0)
Sweden,2023,Males,,ESTAT:SDG_05_40(1.0)
Slovenia,2006,Males,,ESTAT:SDG_05_40(1.0)
Slovenia,2007,Males,,ESTAT:SDG_05_40(1.0)
Slovenia,2008,Males,,ESTAT:SDG_05_40(1.0)
Slovenia,2009,Males,,ESTAT:SDG_05_40(1.0)
Slovenia,2010,Males,,ESTAT:SDG_05_40(1.0)
Slovenia,2011,Males,,ESTAT:SDG_05_40(1.0)
Slovenia,2012,Males,,ESTAT:SDG_05_40(1.0)
Slovenia,2013,Males,,ESTAT:SDG_05_40(1.0)
Slovenia,2014,Males,,ESTAT:SDG_05_40(1.0)
Slovenia,2015,Males,,ESTAT:SDG_05_40(1.0)
Slovenia,2016,Males,,ESTAT:SDG_05_40(1.0)
Slovenia,2017,Males,,ESTAT:SDG_05_40(1.0)
Slovenia,2018,Males,,ESTAT:SDG_05_40(1.0)
Slovenia,2019,Males,,ESTAT:SDG_05_40(1.0)
Slovenia,2020,Males,,ESTAT:SDG_05_40(1.0)
Slovenia,2021,Males,,ESTAT:SDG_05_40(1.0)
Slovenia,2022,Males,,ESTAT:SDG_05_40(1.0)
Slovenia,2023,Males,,ESTAT:SDG_05_40(1.0)
Slovakia,2006,Males,,ESTAT:SDG_05_40(1.0)
Slovakia,2007,Males,,ESTAT:SDG_05_40(1.0)
Slovakia,2008,Males,,ESTAT:SDG_05_40(1.0)
Slovakia,2009,Males,,ESTAT:SDG_05_40(1.0)
Slovakia,2010,Males,0.1,ESTAT:SDG_05_40(1.0)
Slovakia,2011,Males,0.1,ESTAT:SDG_05_40(1.0)
Slovakia,2012,Males,,ESTAT:SDG_05_40(1.0)
Slovakia,2013,Males,0.1,ESTAT:SDG_05_40(1.0)
Slovakia,2014,Males,0.2,ESTAT:SDG_05_40(1.0)
Slovakia,2015,Males,0.1,ESTAT:SDG_05_40(1.0)
Slovakia,2016,Males,0.1,ESTAT:SDG_05_40(1.0)
Slovakia,2017,Males,0.2,ESTAT:SDG_05_40(1.0)
Slovakia,2018,Males,0.1,ESTAT:SDG_05_40(1.0)
Slovakia,2019,Males,0.2,ESTAT:SDG_05_40(1.0)
Slovakia,2020,Males,,ESTAT:SDG_05_40(1.0)
Slovakia,2021,Males,,ESTAT:SDG_05_40(1.0)
Slovakia,2022,Males,,ESTAT:SDG_05_40(1.0)
Slovakia,2023,Males,,ESTAT:SDG_05_40(1.0)
Türkiye,2006,Males,0.0,ESTAT:SDG_05_40(1.0)
Türkiye,2007,Males,0.0,ESTAT:SDG_05_40(1.0)
Türkiye,2008,Males,0.0,ESTAT:SDG_05_40(1.0)
Türkiye,2009,Males,0.0,ESTAT:SDG_05_40(1.0)
Türkiye,2010,Males,0.0,ESTAT:SDG_05_40(1.0)
Türkiye,2011,Males,0.0,ESTAT:SDG_05_40(1.0)
Türkiye,2012,Males,0.0,ESTAT:SDG_05_40(1.0)
Türkiye,2013,Males,0.0,ESTAT:SDG_05_40(1.0)
Türkiye,2014,Males,0.0,ESTAT:SDG_05_40(1.0)
Türkiye,2015,Males,0.0,ESTAT:SDG_05_40(1.0)
Türkiye,2016,Males,0.0,ESTAT:SDG_05_40(1.0)
Türkiye,2017,Males,0.0,ESTAT:SDG_05_40(1.0)
Türkiye,2018,Males,0.0,ESTAT:SDG_05_40(1.0)
Türkiye,2019,Males,0.0,ESTAT:SDG_05_40(1.0)
Türkiye,2020,Males,0.0,ESTAT:SDG_05_40(1.0)
Türkiye,2021,Males,0.1,ESTAT:SDG_05_40(1.0)
Türkiye,2022,Males,0.1,ESTAT:SDG_05_40(1.0)
Türkiye,2023,Males,0.1,ESTAT:SDG_05_40(1.0)
United Kingdom,2008,Males,0.3,ESTAT:SDG_05_40(1.0)
United Kingdom,2009,Males,0.2,ESTAT:SDG_05_40(1.0)
United Kingdom,2010,Males,0.3,ESTAT:SDG_05_40(1.0)
United Kingdom,2011,Males,0.3,ESTAT:SDG_05_40(1.0)
United Kingdom,2012,Males,0.3,ESTAT:SDG_05_40(1.0)
United Kingdom,2013,Males,0.3,ESTAT:SDG_05_40(1.0)
United Kingdom,2014,Males,0.3,ESTAT:SDG_05_40(1.0)
United Kingdom,2015,Males,0.2,ESTAT:SDG_05_40(1.0)
United Kingdom,2016,Males,0.3,ESTAT:SDG_05_40(1.0)
United Kingdom,2017,Males,0.3,ESTAT:SDG_05_40(1.0)
United Kingdom,2018,Males,0.3,ESTAT:SDG_05_40(1.0)
United Kingdom,2019,Males,0.2,ESTAT:SDG_05_40(1.0)
