country,year,incgrp,value,source
Slovakia,2020,Above 60% of median equivalised income,3.9,ESTAT:SDG_16_20(1.0)
Slovakia,2023,Above 60% of median equivalised income,2.4,ESTAT:SDG_16_20(1.0)
Türkiye,2006,Above 60% of median equivalised income,23.5,ESTAT:SDG_16_20(1.0)
Türkiye,2007,Above 60% of median equivalised income,18.3,ESTAT:SDG_16_20(1.0)
Türkiye,2008,Above 60% of median equivalised income,12.2,ESTAT:SDG_16_20(1.0)
Türkiye,2009,Above 60% of median equivalised income,13.2,ESTAT:SDG_16_20(1.0)
Türkiye,2011,Above 60% of median equivalised income,10.7,ESTAT:SDG_16_20(1.0)
Türkiye,2012,Above 60% of median equivalised income,8.8,ESTAT:SDG_16_20(1.0)
Türkiye,2013,Above 60% of median equivalised income,10.0,ESTAT:SDG_16_20(1.0)
Türkiye,2014,Above 60% of median equivalised income,10.6,ESTAT:SDG_16_20(1.0)
Türkiye,2015,Above 60% of median equivalised income,11.1,ESTAT:SDG_16_20(1.0)
Türkiye,2016,Above 60% of median equivalised income,10.3,ESTAT:SDG_16_20(1.0)
Türkiye,2017,Above 60% of median equivalised income,11.4,ESTAT:SDG_16_20(1.0)
Türkiye,2018,Above 60% of median equivalised income,11.5,ESTAT:SDG_16_20(1.0)
Türkiye,2019,Above 60% of median equivalised income,11.1,ESTAT:SDG_16_20(1.0)
Türkiye,2020,Above 60% of median equivalised income,10.2,ESTAT:SDG_16_20(1.0)
Türkiye,2023,Above 60% of median equivalised income,11.0,ESTAT:SDG_16_20(1.0)
United Kingdom,2005,Above 60% of median equivalised income,29.5,ESTAT:SDG_16_20(1.0)
United Kingdom,2006,Above 60% of median equivalised income,26.4,ESTAT:SDG_16_20(1.0)
United Kingdom,2007,Above 60% of median equivalised income,26.5,ESTAT:SDG_16_20(1.0)
United Kingdom,2008,Above 60% of median equivalised income,24.2,ESTAT:SDG_16_20(1.0)
United Kingdom,2009,Above 60% of median equivalised income,24.4,ESTAT:SDG_16_20(1.0)
United Kingdom,2010,Above 60% of median equivalised income,22.2,ESTAT:SDG_16_20(1.0)
United Kingdom,2011,Above 60% of median equivalised income,20.1,ESTAT:SDG_16_20(1.0)
United Kingdom,2012,Above 60% of median equivalised income,18.5,ESTAT:SDG_16_20(1.0)
United Kingdom,2013,Above 60% of median equivalised income,16.8,ESTAT:SDG_16_20(1.0)
United Kingdom,2014,Above 60% of median equivalised income,15.4,ESTAT:SDG_16_20(1.0)
United Kingdom,2015,Above 60% of median equivalised income,15.1,ESTAT:SDG_16_20(1.0)
United Kingdom,2016,Above 60% of median equivalised income,16.1,ESTAT:SDG_16_20(1.0)
United Kingdom,2017,Above 60% of median equivalised income,19.7,ESTAT:SDG_16_20(1.0)
United Kingdom,2018,Above 60% of median equivalised income,23.8,ESTAT:SDG_16_20(1.0)
Kosovo*,2018,Above 60% of median equivalised income,2.7,ESTAT:SDG_16_20(1.0)
Albania,2017,Below 60% of median equivalised income,0.9,ESTAT:SDG_16_20(1.0)
Albania,2018,Below 60% of median equivalised income,1.4,ESTAT:SDG_16_20(1.0)
Albania,2019,Below 60% of median equivalised income,0.5,ESTAT:SDG_16_20(1.0)
Albania,2020,Below 60% of median equivalised income,0.4,ESTAT:SDG_16_20(1.0)
Austria,2004,Below 60% of median equivalised income,12.1,ESTAT:SDG_16_20(1.0)
Austria,2005,Below 60% of median equivalised income,9.7,ESTAT:SDG_16_20(1.0)
Austria,2006,Below 60% of median equivalised income,10.9,ESTAT:SDG_16_20(1.0)
Austria,2007,Below 60% of median equivalised income,11.6,ESTAT:SDG_16_20(1.0)
Austria,2008,Below 60% of median equivalised income,12.0,ESTAT:SDG_16_20(1.0)
Austria,2009,Below 60% of median equivalised income,12.8,ESTAT:SDG_16_20(1.0)
Austria,2010,Below 60% of median equivalised income,12.4,ESTAT:SDG_16_20(1.0)
Austria,2011,Below 60% of median equivalised income,11.9,ESTAT:SDG_16_20(1.0)
Austria,2012,Below 60% of median equivalised income,10.2,ESTAT:SDG_16_20(1.0)
Austria,2013,Below 60% of median equivalised income,11.1,ESTAT:SDG_16_20(1.0)
Austria,2014,Below 60% of median equivalised income,10.5,ESTAT:SDG_16_20(1.0)
Austria,2015,Below 60% of median equivalised income,10.5,ESTAT:SDG_16_20(1.0)
Austria,2016,Below 60% of median equivalised income,10.4,ESTAT:SDG_16_20(1.0)
Austria,2017,Below 60% of median equivalised income,9.3,ESTAT:SDG_16_20(1.0)
Austria,2018,Below 60% of median equivalised income,7.1,ESTAT:SDG_16_20(1.0)
Austria,2019,Below 60% of median equivalised income,8.6,ESTAT:SDG_16_20(1.0)
Austria,2020,Below 60% of median equivalised income,7.1,ESTAT:SDG_16_20(1.0)
Austria,2023,Below 60% of median equivalised income,6.8,ESTAT:SDG_16_20(1.0)
Belgium,2003,Below 60% of median equivalised income,22.3,ESTAT:SDG_16_20(1.0)
Belgium,2004,Below 60% of median equivalised income,20.9,ESTAT:SDG_16_20(1.0)
Belgium,2005,Below 60% of median equivalised income,23.2,ESTAT:SDG_16_20(1.0)
Belgium,2006,Below 60% of median equivalised income,22.6,ESTAT:SDG_16_20(1.0)
Belgium,2007,Below 60% of median equivalised income,20.8,ESTAT:SDG_16_20(1.0)
Belgium,2008,Below 60% of median equivalised income,19.7,ESTAT:SDG_16_20(1.0)
Belgium,2009,Below 60% of median equivalised income,24.9,ESTAT:SDG_16_20(1.0)
Belgium,2010,Below 60% of median equivalised income,22.7,ESTAT:SDG_16_20(1.0)
Belgium,2011,Below 60% of median equivalised income,22.5,ESTAT:SDG_16_20(1.0)
Belgium,2012,Below 60% of median equivalised income,22.4,ESTAT:SDG_16_20(1.0)
Belgium,2013,Below 60% of median equivalised income,26.1,ESTAT:SDG_16_20(1.0)
Belgium,2014,Below 60% of median equivalised income,21.4,ESTAT:SDG_16_20(1.0)
Belgium,2015,Below 60% of median equivalised income,21.5,ESTAT:SDG_16_20(1.0)
Belgium,2016,Below 60% of median equivalised income,19.5,ESTAT:SDG_16_20(1.0)
Belgium,2017,Below 60% of median equivalised income,18.7,ESTAT:SDG_16_20(1.0)
Belgium,2018,Below 60% of median equivalised income,20.8,ESTAT:SDG_16_20(1.0)
Belgium,2019,Below 60% of median equivalised income,17.9,ESTAT:SDG_16_20(1.0)
Belgium,2020,Below 60% of median equivalised income,15.3,ESTAT:SDG_16_20(1.0)
Belgium,2023,Below 60% of median equivalised income,19.5,ESTAT:SDG_16_20(1.0)
Bulgaria,2005,Below 60% of median equivalised income,26.4,ESTAT:SDG_16_20(1.0)
Bulgaria,2006,Below 60% of median equivalised income,26.4,ESTAT:SDG_16_20(1.0)
Bulgaria,2007,Below 60% of median equivalised income,32.4,ESTAT:SDG_16_20(1.0)
Bulgaria,2008,Below 60% of median equivalised income,27.6,ESTAT:SDG_16_20(1.0)
Bulgaria,2009,Below 60% of median equivalised income,29.0,ESTAT:SDG_16_20(1.0)
Bulgaria,2010,Below 60% of median equivalised income,31.4,ESTAT:SDG_16_20(1.0)
Bulgaria,2011,Below 60% of median equivalised income,29.0,ESTAT:SDG_16_20(1.0)
Bulgaria,2012,Below 60% of median equivalised income,25.9,ESTAT:SDG_16_20(1.0)
Bulgaria,2013,Below 60% of median equivalised income,28.9,ESTAT:SDG_16_20(1.0)
Bulgaria,2014,Below 60% of median equivalised income,31.6,ESTAT:SDG_16_20(1.0)
Bulgaria,2015,Below 60% of median equivalised income,28.0,ESTAT:SDG_16_20(1.0)
Bulgaria,2016,Below 60% of median equivalised income,25.3,ESTAT:SDG_16_20(1.0)
Bulgaria,2017,Below 60% of median equivalised income,27.7,ESTAT:SDG_16_20(1.0)
Bulgaria,2018,Below 60% of median equivalised income,23.4,ESTAT:SDG_16_20(1.0)
Bulgaria,2019,Below 60% of median equivalised income,20.2,ESTAT:SDG_16_20(1.0)
Bulgaria,2020,Below 60% of median equivalised income,22.2,ESTAT:SDG_16_20(1.0)
Bulgaria,2023,Below 60% of median equivalised income,19.3,ESTAT:SDG_16_20(1.0)
Switzerland,2007,Below 60% of median equivalised income,12.0,ESTAT:SDG_16_20(1.0)
Switzerland,2008,Below 60% of median equivalised income,12.2,ESTAT:SDG_16_20(1.0)
Switzerland,2009,Below 60% of median equivalised income,12.7,ESTAT:SDG_16_20(1.0)
Switzerland,2010,Below 60% of median equivalised income,14.3,ESTAT:SDG_16_20(1.0)
Switzerland,2011,Below 60% of median equivalised income,13.4,ESTAT:SDG_16_20(1.0)
Switzerland,2012,Below 60% of median equivalised income,17.3,ESTAT:SDG_16_20(1.0)
Switzerland,2013,Below 60% of median equivalised income,15.7,ESTAT:SDG_16_20(1.0)
Switzerland,2014,Below 60% of median equivalised income,15.2,ESTAT:SDG_16_20(1.0)
Switzerland,2015,Below 60% of median equivalised income,13.3,ESTAT:SDG_16_20(1.0)
Switzerland,2016,Below 60% of median equivalised income,14.2,ESTAT:SDG_16_20(1.0)
Switzerland,2017,Below 60% of median equivalised income,11.9,ESTAT:SDG_16_20(1.0)
Switzerland,2018,Below 60% of median equivalised income,9.5,ESTAT:SDG_16_20(1.0)
Switzerland,2019,Below 60% of median equivalised income,9.0,ESTAT:SDG_16_20(1.0)
Switzerland,2020,Below 60% of median equivalised income,6.4,ESTAT:SDG_16_20(1.0)
Switzerland,2023,Below 60% of median equivalised income,7.4,ESTAT:SDG_16_20(1.0)
Cyprus,2005,Below 60% of median equivalised income,7.3,ESTAT:SDG_16_20(1.0)
Cyprus,2006,Below 60% of median equivalised income,11.2,ESTAT:SDG_16_20(1.0)
Cyprus,2007,Below 60% of median equivalised income,13.4,ESTAT:SDG_16_20(1.0)
Cyprus,2008,Below 60% of median equivalised income,8.4,ESTAT:SDG_16_20(1.0)
Cyprus,2009,Below 60% of median equivalised income,6.4,ESTAT:SDG_16_20(1.0)
Cyprus,2010,Below 60% of median equivalised income,9.5,ESTAT:SDG_16_20(1.0)
Cyprus,2011,Below 60% of median equivalised income,13.0,ESTAT:SDG_16_20(1.0)
Cyprus,2012,Below 60% of median equivalised income,12.8,ESTAT:SDG_16_20(1.0)
Cyprus,2013,Below 60% of median equivalised income,11.9,ESTAT:SDG_16_20(1.0)
Cyprus,2014,Below 60% of median equivalised income,7.8,ESTAT:SDG_16_20(1.0)
Cyprus,2015,Below 60% of median equivalised income,11.1,ESTAT:SDG_16_20(1.0)
Cyprus,2016,Below 60% of median equivalised income,8.5,ESTAT:SDG_16_20(1.0)
Cyprus,2017,Below 60% of median equivalised income,11.7,ESTAT:SDG_16_20(1.0)
Cyprus,2018,Below 60% of median equivalised income,7.5,ESTAT:SDG_16_20(1.0)
Cyprus,2019,Below 60% of median equivalised income,9.4,ESTAT:SDG_16_20(1.0)
Cyprus,2020,Below 60% of median equivalised income,7.2,ESTAT:SDG_16_20(1.0)
Cyprus,2023,Below 60% of median equivalised income,7.2,ESTAT:SDG_16_20(1.0)
Czechia,2005,Below 60% of median equivalised income,22.4,ESTAT:SDG_16_20(1.0)
Czechia,2006,Below 60% of median equivalised income,24.3,ESTAT:SDG_16_20(1.0)
Czechia,2007,Below 60% of median equivalised income,17.6,ESTAT:SDG_16_20(1.0)
Czechia,2008,Below 60% of median equivalised income,20.7,ESTAT:SDG_16_20(1.0)
Czechia,2009,Below 60% of median equivalised income,21.3,ESTAT:SDG_16_20(1.0)
Czechia,2010,Below 60% of median equivalised income,17.4,ESTAT:SDG_16_20(1.0)
Czechia,2011,Below 60% of median equivalised income,16.4,ESTAT:SDG_16_20(1.0)
Czechia,2012,Below 60% of median equivalised income,14.3,ESTAT:SDG_16_20(1.0)
Czechia,2013,Below 60% of median equivalised income,17.4,ESTAT:SDG_16_20(1.0)
Czechia,2014,Below 60% of median equivalised income,15.8,ESTAT:SDG_16_20(1.0)
Czechia,2015,Below 60% of median equivalised income,18.8,ESTAT:SDG_16_20(1.0)
Czechia,2016,Below 60% of median equivalised income,18.2,ESTAT:SDG_16_20(1.0)
Czechia,2017,Below 60% of median equivalised income,13.4,ESTAT:SDG_16_20(1.0)
Czechia,2018,Below 60% of median equivalised income,10.5,ESTAT:SDG_16_20(1.0)
Czechia,2019,Below 60% of median equivalised income,11.9,ESTAT:SDG_16_20(1.0)
Czechia,2020,Below 60% of median equivalised income,7.9,ESTAT:SDG_16_20(1.0)
Czechia,2023,Below 60% of median equivalised income,7.7,ESTAT:SDG_16_20(1.0)
Germany,2005,Below 60% of median equivalised income,14.1,ESTAT:SDG_16_20(1.0)
Germany,2006,Below 60% of median equivalised income,16.7,ESTAT:SDG_16_20(1.0)
Germany,2007,Below 60% of median equivalised income,18.3,ESTAT:SDG_16_20(1.0)
Germany,2008,Below 60% of median equivalised income,20.8,ESTAT:SDG_16_20(1.0)
Germany,2009,Below 60% of median equivalised income,21.0,ESTAT:SDG_16_20(1.0)
Germany,2010,Below 60% of median equivalised income,19.1,ESTAT:SDG_16_20(1.0)
Germany,2011,Below 60% of median equivalised income,19.8,ESTAT:SDG_16_20(1.0)
Germany,2012,Below 60% of median equivalised income,18.6,ESTAT:SDG_16_20(1.0)
Germany,2013,Below 60% of median equivalised income,19.5,ESTAT:SDG_16_20(1.0)
Germany,2014,Below 60% of median equivalised income,18.4,ESTAT:SDG_16_20(1.0)
Germany,2015,Below 60% of median equivalised income,19.7,ESTAT:SDG_16_20(1.0)
Germany,2016,Below 60% of median equivalised income,19.5,ESTAT:SDG_16_20(1.0)
Germany,2017,Below 60% of median equivalised income,19.2,ESTAT:SDG_16_20(1.0)
Germany,2018,Below 60% of median equivalised income,19.8,ESTAT:SDG_16_20(1.0)
Germany,2019,Below 60% of median equivalised income,18.6,ESTAT:SDG_16_20(1.0)
Germany,2020,Below 60% of median equivalised income,11.1,ESTAT:SDG_16_20(1.0)
Germany,2023,Below 60% of median equivalised income,12.6,ESTAT:SDG_16_20(1.0)
Denmark,2003,Below 60% of median equivalised income,8.6,ESTAT:SDG_16_20(1.0)
Denmark,2004,Below 60% of median equivalised income,16.7,ESTAT:SDG_16_20(1.0)
Denmark,2005,Below 60% of median equivalised income,18.2,ESTAT:SDG_16_20(1.0)
Denmark,2006,Below 60% of median equivalised income,15.6,ESTAT:SDG_16_20(1.0)
Denmark,2007,Below 60% of median equivalised income,17.6,ESTAT:SDG_16_20(1.0)
Denmark,2008,Below 60% of median equivalised income,15.2,ESTAT:SDG_16_20(1.0)
Denmark,2009,Below 60% of median equivalised income,18.9,ESTAT:SDG_16_20(1.0)
Denmark,2010,Below 60% of median equivalised income,15.7,ESTAT:SDG_16_20(1.0)
Denmark,2011,Below 60% of median equivalised income,18.5,ESTAT:SDG_16_20(1.0)
Denmark,2012,Below 60% of median equivalised income,10.5,ESTAT:SDG_16_20(1.0)
Denmark,2013,Below 60% of median equivalised income,9.5,ESTAT:SDG_16_20(1.0)
Denmark,2014,Below 60% of median equivalised income,14.6,ESTAT:SDG_16_20(1.0)
Denmark,2015,Below 60% of median equivalised income,13.1,ESTAT:SDG_16_20(1.0)
Denmark,2016,Below 60% of median equivalised income,13.8,ESTAT:SDG_16_20(1.0)
Denmark,2017,Below 60% of median equivalised income,11.3,ESTAT:SDG_16_20(1.0)
Denmark,2018,Below 60% of median equivalised income,12.4,ESTAT:SDG_16_20(1.0)
Denmark,2019,Below 60% of median equivalised income,10.5,ESTAT:SDG_16_20(1.0)
Denmark,2020,Below 60% of median equivalised income,9.4,ESTAT:SDG_16_20(1.0)
Denmark,2023,Below 60% of median equivalised income,9.7,ESTAT:SDG_16_20(1.0)
Euro area - 19 countries  (2015-2022),2005,Below 60% of median equivalised income,16.5,ESTAT:SDG_16_20(1.0)
Euro area - 19 countries  (2015-2022),2006,Below 60% of median equivalised income,17.0,ESTAT:SDG_16_20(1.0)
Euro area - 19 countries  (2015-2022),2007,Below 60% of median equivalised income,17.6,ESTAT:SDG_16_20(1.0)
Euro area - 19 countries  (2015-2022),2008,Below 60% of median equivalised income,17.2,ESTAT:SDG_16_20(1.0)
Euro area - 19 countries  (2015-2022),2009,Below 60% of median equivalised income,18.6,ESTAT:SDG_16_20(1.0)
Euro area - 19 countries  (2015-2022),2010,Below 60% of median equivalised income,17.5,ESTAT:SDG_16_20(1.0)
Euro area - 19 countries  (2015-2022),2011,Below 60% of median equivalised income,16.5,ESTAT:SDG_16_20(1.0)
Euro area - 19 countries  (2015-2022),2012,Below 60% of median equivalised income,16.2,ESTAT:SDG_16_20(1.0)
Euro area - 19 countries  (2015-2022),2013,Below 60% of median equivalised income,17.6,ESTAT:SDG_16_20(1.0)
Euro area - 19 countries  (2015-2022),2014,Below 60% of median equivalised income,16.6,ESTAT:SDG_16_20(1.0)
Euro area - 19 countries  (2015-2022),2015,Below 60% of median equivalised income,16.4,ESTAT:SDG_16_20(1.0)
Euro area - 19 countries  (2015-2022),2016,Below 60% of median equivalised income,16.0,ESTAT:SDG_16_20(1.0)
Euro area - 19 countries  (2015-2022),2017,Below 60% of median equivalised income,14.7,ESTAT:SDG_16_20(1.0)
Euro area - 19 countries  (2015-2022),2018,Below 60% of median equivalised income,15.1,ESTAT:SDG_16_20(1.0)
Euro area - 19 countries  (2015-2022),2019,Below 60% of median equivalised income,14.5,ESTAT:SDG_16_20(1.0)
Euro area - 19 countries  (2015-2022),2020,Below 60% of median equivalised income,15.2,ESTAT:SDG_16_20(1.0)
Euro area – 20 countries (from 2023),2023,Below 60% of median equivalised income,13.8,ESTAT:SDG_16_20(1.0)
Estonia,2004,Below 60% of median equivalised income,28.0,ESTAT:SDG_16_20(1.0)
Estonia,2005,Below 60% of median equivalised income,19.3,ESTAT:SDG_16_20(1.0)
Estonia,2006,Below 60% of median equivalised income,21.1,ESTAT:SDG_16_20(1.0)
Estonia,2007,Below 60% of median equivalised income,22.6,ESTAT:SDG_16_20(1.0)
Estonia,2008,Below 60% of median equivalised income,18.5,ESTAT:SDG_16_20(1.0)
Estonia,2009,Below 60% of median equivalised income,16.9,ESTAT:SDG_16_20(1.0)
Estonia,2010,Below 60% of median equivalised income,18.7,ESTAT:SDG_16_20(1.0)
Estonia,2011,Below 60% of median equivalised income,17.3,ESTAT:SDG_16_20(1.0)
Estonia,2012,Below 60% of median equivalised income,17.5,ESTAT:SDG_16_20(1.0)
Estonia,2013,Below 60% of median equivalised income,14.9,ESTAT:SDG_16_20(1.0)
Estonia,2014,Below 60% of median equivalised income,13.1,ESTAT:SDG_16_20(1.0)
Estonia,2015,Below 60% of median equivalised income,12.4,ESTAT:SDG_16_20(1.0)
Estonia,2016,Below 60% of median equivalised income,9.8,ESTAT:SDG_16_20(1.0)
Estonia,2017,Below 60% of median equivalised income,7.4,ESTAT:SDG_16_20(1.0)
Estonia,2018,Below 60% of median equivalised income,7.6,ESTAT:SDG_16_20(1.0)
Estonia,2019,Below 60% of median equivalised income,7.2,ESTAT:SDG_16_20(1.0)
Estonia,2020,Below 60% of median equivalised income,5.7,ESTAT:SDG_16_20(1.0)
Estonia,2023,Below 60% of median equivalised income,3.7,ESTAT:SDG_16_20(1.0)
Greece,2003,Below 60% of median equivalised income,7.3,ESTAT:SDG_16_20(1.0)
Greece,2004,Below 60% of median equivalised income,5.9,ESTAT:SDG_16_20(1.0)
Greece,2005,Below 60% of median equivalised income,4.9,ESTAT:SDG_16_20(1.0)
Greece,2006,Below 60% of median equivalised income,6.3,ESTAT:SDG_16_20(1.0)
Greece,2007,Below 60% of median equivalised income,8.7,ESTAT:SDG_16_20(1.0)
Greece,2008,Below 60% of median equivalised income,9.4,ESTAT:SDG_16_20(1.0)
Greece,2009,Below 60% of median equivalised income,13.4,ESTAT:SDG_16_20(1.0)
Greece,2010,Below 60% of median equivalised income,15.5,ESTAT:SDG_16_20(1.0)
Greece,2011,Below 60% of median equivalised income,19.8,ESTAT:SDG_16_20(1.0)
Greece,2012,Below 60% of median equivalised income,18.4,ESTAT:SDG_16_20(1.0)
Greece,2013,Below 60% of median equivalised income,18.5,ESTAT:SDG_16_20(1.0)
Greece,2014,Below 60% of median equivalised income,13.6,ESTAT:SDG_16_20(1.0)
Greece,2015,Below 60% of median equivalised income,11.6,ESTAT:SDG_16_20(1.0)
Greece,2016,Below 60% of median equivalised income,10.3,ESTAT:SDG_16_20(1.0)
Greece,2017,Below 60% of median equivalised income,13.5,ESTAT:SDG_16_20(1.0)
Greece,2018,Below 60% of median equivalised income,14.8,ESTAT:SDG_16_20(1.0)
Greece,2019,Below 60% of median equivalised income,16.1,ESTAT:SDG_16_20(1.0)
Greece,2020,Below 60% of median equivalised income,17.4,ESTAT:SDG_16_20(1.0)
Greece,2023,Below 60% of median equivalised income,23.7,ESTAT:SDG_16_20(1.0)
Spain,2004,Below 60% of median equivalised income,17.6,ESTAT:SDG_16_20(1.0)
Spain,2005,Below 60% of median equivalised income,18.5,ESTAT:SDG_16_20(1.0)
Spain,2006,Below 60% of median equivalised income,18.5,ESTAT:SDG_16_20(1.0)
Spain,2007,Below 60% of median equivalised income,17.3,ESTAT:SDG_16_20(1.0)
Spain,2008,Below 60% of median equivalised income,13.8,ESTAT:SDG_16_20(1.0)
Spain,2009,Below 60% of median equivalised income,15.4,ESTAT:SDG_16_20(1.0)
Spain,2010,Below 60% of median equivalised income,13.3,ESTAT:SDG_16_20(1.0)
Spain,2011,Below 60% of median equivalised income,10.2,ESTAT:SDG_16_20(1.0)
Spain,2012,Below 60% of median equivalised income,11.8,ESTAT:SDG_16_20(1.0)
Spain,2013,Below 60% of median equivalised income,13.9,ESTAT:SDG_16_20(1.0)
Spain,2014,Below 60% of median equivalised income,12.8,ESTAT:SDG_16_20(1.0)
Spain,2015,Below 60% of median equivalised income,11.2,ESTAT:SDG_16_20(1.0)
Spain,2016,Below 60% of median equivalised income,14.1,ESTAT:SDG_16_20(1.0)
Spain,2017,Below 60% of median equivalised income,10.7,ESTAT:SDG_16_20(1.0)
Spain,2018,Below 60% of median equivalised income,13.0,ESTAT:SDG_16_20(1.0)
Spain,2019,Below 60% of median equivalised income,13.0,ESTAT:SDG_16_20(1.0)
Spain,2020,Below 60% of median equivalised income,16.9,ESTAT:SDG_16_20(1.0)
Spain,2023,Below 60% of median equivalised income,16.7,ESTAT:SDG_16_20(1.0)
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2011,Below 60% of median equivalised income,16.8,ESTAT:SDG_16_20(1.0)
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2012,Below 60% of median equivalised income,16.6,ESTAT:SDG_16_20(1.0)
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2013,Below 60% of median equivalised income,17.1,ESTAT:SDG_16_20(1.0)
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2014,Below 60% of median equivalised income,16.8,ESTAT:SDG_16_20(1.0)
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2015,Below 60% of median equivalised income,16.6,ESTAT:SDG_16_20(1.0)
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2016,Below 60% of median equivalised income,15.8,ESTAT:SDG_16_20(1.0)
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2017,Below 60% of median equivalised income,14.6,ESTAT:SDG_16_20(1.0)
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2018,Below 60% of median equivalised income,15.4,ESTAT:SDG_16_20(1.0)
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2019,Below 60% of median equivalised income,14.7,ESTAT:SDG_16_20(1.0)
European Union - 27 countries (2007-2013),2007,Below 60% of median equivalised income,18.6,ESTAT:SDG_16_20(1.0)
European Union - 27 countries (2007-2013),2008,Below 60% of median equivalised income,17.9,ESTAT:SDG_16_20(1.0)
European Union - 27 countries (2007-2013),2009,Below 60% of median equivalised income,19.1,ESTAT:SDG_16_20(1.0)
European Union - 27 countries (2007-2013),2010,Below 60% of median equivalised income,18.0,ESTAT:SDG_16_20(1.0)
European Union - 27 countries (2007-2013),2011,Below 60% of median equivalised income,16.9,ESTAT:SDG_16_20(1.0)
European Union - 27 countries (2007-2013),2012,Below 60% of median equivalised income,16.7,ESTAT:SDG_16_20(1.0)
European Union - 27 countries (2007-2013),2013,Below 60% of median equivalised income,17.2,ESTAT:SDG_16_20(1.0)
European Union - 27 countries (2007-2013),2014,Below 60% of median equivalised income,16.9,ESTAT:SDG_16_20(1.0)
European Union - 27 countries (2007-2013),2015,Below 60% of median equivalised income,16.7,ESTAT:SDG_16_20(1.0)
European Union - 27 countries (2007-2013),2016,Below 60% of median equivalised income,15.9,ESTAT:SDG_16_20(1.0)
European Union - 27 countries (2007-2013),2017,Below 60% of median equivalised income,14.7,ESTAT:SDG_16_20(1.0)
European Union - 27 countries (2007-2013),2018,Below 60% of median equivalised income,15.5,ESTAT:SDG_16_20(1.0)
European Union - 27 countries (2007-2013),2019,Below 60% of median equivalised income,14.8,ESTAT:SDG_16_20(1.0)
European Union - 27 countries (from 2020),2010,Below 60% of median equivalised income,16.4,ESTAT:SDG_16_20(1.0)
European Union - 27 countries (from 2020),2011,Below 60% of median equivalised income,15.8,ESTAT:SDG_16_20(1.0)
European Union - 27 countries (from 2020),2012,Below 60% of median equivalised income,15.3,ESTAT:SDG_16_20(1.0)
European Union - 27 countries (from 2020),2013,Below 60% of median equivalised income,16.6,ESTAT:SDG_16_20(1.0)
European Union - 27 countries (from 2020),2014,Below 60% of median equivalised income,16.0,ESTAT:SDG_16_20(1.0)
European Union - 27 countries (from 2020),2015,Below 60% of median equivalised income,15.6,ESTAT:SDG_16_20(1.0)
European Union - 27 countries (from 2020),2016,Below 60% of median equivalised income,15.1,ESTAT:SDG_16_20(1.0)
European Union - 27 countries (from 2020),2017,Below 60% of median equivalised income,14.1,ESTAT:SDG_16_20(1.0)
European Union - 27 countries (from 2020),2018,Below 60% of median equivalised income,14.1,ESTAT:SDG_16_20(1.0)
European Union - 27 countries (from 2020),2019,Below 60% of median equivalised income,13.4,ESTAT:SDG_16_20(1.0)
European Union - 27 countries (from 2020),2020,Below 60% of median equivalised income,13.7,ESTAT:SDG_16_20(1.0)
European Union - 27 countries (from 2020),2023,Below 60% of median equivalised income,12.3,ESTAT:SDG_16_20(1.0)
European Union - 28 countries (2013-2020),2010,Below 60% of median equivalised income,17.8,ESTAT:SDG_16_20(1.0)
European Union - 28 countries (2013-2020),2011,Below 60% of median equivalised income,16.8,ESTAT:SDG_16_20(1.0)
European Union - 28 countries (2013-2020),2012,Below 60% of median equivalised income,16.6,ESTAT:SDG_16_20(1.0)
European Union - 28 countries (2013-2020),2013,Below 60% of median equivalised income,17.1,ESTAT:SDG_16_20(1.0)
European Union - 28 countries (2013-2020),2014,Below 60% of median equivalised income,16.8,ESTAT:SDG_16_20(1.0)
European Union - 28 countries (2013-2020),2015,Below 60% of median equivalised income,16.6,ESTAT:SDG_16_20(1.0)
European Union - 28 countries (2013-2020),2016,Below 60% of median equivalised income,15.8,ESTAT:SDG_16_20(1.0)
European Union - 28 countries (2013-2020),2017,Below 60% of median equivalised income,14.6,ESTAT:SDG_16_20(1.0)
European Union - 28 countries (2013-2020),2018,Below 60% of median equivalised income,15.4,ESTAT:SDG_16_20(1.0)
