country,year,vehicle,value,source
Sweden,2018,Trains,11.3,ESTAT:SDG_09_50(1.0)
Sweden,2019,Trains,12.2,ESTAT:SDG_09_50(1.0)
Sweden,2020,Trains,7.6,ESTAT:SDG_09_50(1.0)
Sweden,2021,Trains,7.5,ESTAT:SDG_09_50(1.0)
Sweden,2022,Trains,11.0,ESTAT:SDG_09_50(1.0)
Slovenia,2000,Trains,2.9,ESTAT:SDG_09_50(1.0)
Slovenia,2001,Trains,2.9,ESTAT:SDG_09_50(1.0)
Slovenia,2002,Trains,3.0,ESTAT:SDG_09_50(1.0)
Slovenia,2003,Trains,3.0,ESTAT:SDG_09_50(1.0)
Slovenia,2004,Trains,2.7,ESTAT:SDG_09_50(1.0)
Slovenia,2005,Trains,2.7,ESTAT:SDG_09_50(1.0)
Slovenia,2006,Trains,2.7,ESTAT:SDG_09_50(1.0)
Slovenia,2007,Trains,2.6,ESTAT:SDG_09_50(1.0)
Slovenia,2008,Trains,2.7,ESTAT:SDG_09_50(1.0)
Slovenia,2009,Trains,2.6,ESTAT:SDG_09_50(1.0)
Slovenia,2010,Trains,2.5,ESTAT:SDG_09_50(1.0)
Slovenia,2011,Trains,2.3,ESTAT:SDG_09_50(1.0)
Slovenia,2012,Trains,2.3,ESTAT:SDG_09_50(1.0)
Slovenia,2013,Trains,2.3,ESTAT:SDG_09_50(1.0)
Slovenia,2014,Trains,2.1,ESTAT:SDG_09_50(1.0)
Slovenia,2015,Trains,2.1,ESTAT:SDG_09_50(1.0)
Slovenia,2016,Trains,2.0,ESTAT:SDG_09_50(1.0)
Slovenia,2017,Trains,1.8,ESTAT:SDG_09_50(1.0)
Slovenia,2018,Trains,1.8,ESTAT:SDG_09_50(1.0)
Slovenia,2019,Trains,1.8,ESTAT:SDG_09_50(1.0)
Slovenia,2020,Trains,1.4,ESTAT:SDG_09_50(1.0)
Slovenia,2021,Trains,2.1,ESTAT:SDG_09_50(1.0)
Slovenia,2022,Trains,2.4,ESTAT:SDG_09_50(1.0)
Slovakia,2000,Trains,7.7,ESTAT:SDG_09_50(1.0)
Slovakia,2001,Trains,7.5,ESTAT:SDG_09_50(1.0)
Slovakia,2002,Trains,7.2,ESTAT:SDG_09_50(1.0)
Slovakia,2003,Trains,6.3,ESTAT:SDG_09_50(1.0)
Slovakia,2004,Trains,6.0,ESTAT:SDG_09_50(1.0)
Slovakia,2005,Trains,5.9,ESTAT:SDG_09_50(1.0)
Slovakia,2006,Trains,5.9,ESTAT:SDG_09_50(1.0)
Slovakia,2007,Trains,6.0,ESTAT:SDG_09_50(1.0)
Slovakia,2008,Trains,6.4,ESTAT:SDG_09_50(1.0)
Slovakia,2009,Trains,6.6,ESTAT:SDG_09_50(1.0)
Slovakia,2010,Trains,6.7,ESTAT:SDG_09_50(1.0)
Slovakia,2011,Trains,7.0,ESTAT:SDG_09_50(1.0)
Slovakia,2012,Trains,7.1,ESTAT:SDG_09_50(1.0)
Slovakia,2013,Trains,7.2,ESTAT:SDG_09_50(1.0)
Slovakia,2014,Trains,7.4,ESTAT:SDG_09_50(1.0)
Slovakia,2015,Trains,9.3,ESTAT:SDG_09_50(1.0)
Slovakia,2016,Trains,9.3,ESTAT:SDG_09_50(1.0)
Slovakia,2017,Trains,10.1,ESTAT:SDG_09_50(1.0)
Slovakia,2018,Trains,10.1,ESTAT:SDG_09_50(1.0)
Slovakia,2019,Trains,10.5,ESTAT:SDG_09_50(1.0)
Slovakia,2020,Trains,7.0,ESTAT:SDG_09_50(1.0)
Slovakia,2021,Trains,6.1,ESTAT:SDG_09_50(1.0)
Slovakia,2022,Trains,8.8,ESTAT:SDG_09_50(1.0)
Türkiye,2000,Trains,3.4,ESTAT:SDG_09_50(1.0)
Türkiye,2001,Trains,3.4,ESTAT:SDG_09_50(1.0)
Türkiye,2002,Trains,3.1,ESTAT:SDG_09_50(1.0)
Türkiye,2003,Trains,3.4,ESTAT:SDG_09_50(1.0)
Türkiye,2004,Trains,2.8,ESTAT:SDG_09_50(1.0)
Türkiye,2005,Trains,2.6,ESTAT:SDG_09_50(1.0)
Türkiye,2006,Trains,2.6,ESTAT:SDG_09_50(1.0)
Türkiye,2007,Trains,2.7,ESTAT:SDG_09_50(1.0)
Türkiye,2008,Trains,2.4,ESTAT:SDG_09_50(1.0)
Türkiye,2009,Trains,2.5,ESTAT:SDG_09_50(1.0)
Türkiye,2010,Trains,2.4,ESTAT:SDG_09_50(1.0)
Türkiye,2011,Trains,1.6,ESTAT:SDG_09_50(1.0)
Türkiye,2012,Trains,1.1,ESTAT:SDG_09_50(1.0)
Türkiye,2013,Trains,1.1,ESTAT:SDG_09_50(1.0)
Türkiye,2014,Trains,1.2,ESTAT:SDG_09_50(1.0)
Türkiye,2015,Trains,1.3,ESTAT:SDG_09_50(1.0)
Türkiye,2016,Trains,1.1,ESTAT:SDG_09_50(1.0)
Türkiye,2017,Trains,1.2,ESTAT:SDG_09_50(1.0)
Türkiye,2018,Trains,1.3,ESTAT:SDG_09_50(1.0)
Türkiye,2019,Trains,1.4,ESTAT:SDG_09_50(1.0)
Türkiye,2020,Trains,0.5,ESTAT:SDG_09_50(1.0)
Türkiye,2021,Trains,0.7,ESTAT:SDG_09_50(1.0)
Türkiye,2022,Trains,1.7,ESTAT:SDG_09_50(1.0)
United Kingdom,2000,Trains,5.3,ESTAT:SDG_09_50(1.0)
United Kingdom,2001,Trains,5.3,ESTAT:SDG_09_50(1.0)
United Kingdom,2002,Trains,5.2,ESTAT:SDG_09_50(1.0)
United Kingdom,2003,Trains,5.4,ESTAT:SDG_09_50(1.0)
United Kingdom,2004,Trains,5.7,ESTAT:SDG_09_50(1.0)
United Kingdom,2005,Trains,5.8,ESTAT:SDG_09_50(1.0)
United Kingdom,2006,Trains,6.2,ESTAT:SDG_09_50(1.0)
United Kingdom,2007,Trains,6.6,ESTAT:SDG_09_50(1.0)
United Kingdom,2008,Trains,7.0,ESTAT:SDG_09_50(1.0)
United Kingdom,2009,Trains,7.0,ESTAT:SDG_09_50(1.0)
United Kingdom,2010,Trains,7.5,ESTAT:SDG_09_50(1.0)
United Kingdom,2011,Trains,7.8,ESTAT:SDG_09_50(1.0)
United Kingdom,2012,Trains,8.1,ESTAT:SDG_09_50(1.0)
United Kingdom,2013,Trains,8.3,ESTAT:SDG_09_50(1.0)
United Kingdom,2014,Trains,8.5,ESTAT:SDG_09_50(1.0)
United Kingdom,2015,Trains,8.7,ESTAT:SDG_09_50(1.0)
United Kingdom,2016,Trains,8.8,ESTAT:SDG_09_50(1.0)
United Kingdom,2017,Trains,8.7,ESTAT:SDG_09_50(1.0)
United Kingdom,2018,Trains,8.7,ESTAT:SDG_09_50(1.0)
United Kingdom,2019,Trains,11.8,ESTAT:SDG_09_50(1.0)
Austria,2000,"Trains, motor coaches, buses and trolley buses - sum of available data",20.8,ESTAT:SDG_09_50(1.0)
Austria,2001,"Trains, motor coaches, buses and trolley buses - sum of available data",20.6,ESTAT:SDG_09_50(1.0)
Austria,2002,"Trains, motor coaches, buses and trolley buses - sum of available data",20.6,ESTAT:SDG_09_50(1.0)
Austria,2003,"Trains, motor coaches, buses and trolley buses - sum of available data",20.5,ESTAT:SDG_09_50(1.0)
Austria,2004,"Trains, motor coaches, buses and trolley buses - sum of available data",20.4,ESTAT:SDG_09_50(1.0)
Austria,2005,"Trains, motor coaches, buses and trolley buses - sum of available data",20.3,ESTAT:SDG_09_50(1.0)
Austria,2006,"Trains, motor coaches, buses and trolley buses - sum of available data",20.4,ESTAT:SDG_09_50(1.0)
Austria,2007,"Trains, motor coaches, buses and trolley buses - sum of available data",20.8,ESTAT:SDG_09_50(1.0)
Austria,2008,"Trains, motor coaches, buses and trolley buses - sum of available data",22.4,ESTAT:SDG_09_50(1.0)
Austria,2009,"Trains, motor coaches, buses and trolley buses - sum of available data",21.5,ESTAT:SDG_09_50(1.0)
Austria,2010,"Trains, motor coaches, buses and trolley buses - sum of available data",21.6,ESTAT:SDG_09_50(1.0)
Austria,2011,"Trains, motor coaches, buses and trolley buses - sum of available data",22.1,ESTAT:SDG_09_50(1.0)
Austria,2012,"Trains, motor coaches, buses and trolley buses - sum of available data",21.8,ESTAT:SDG_09_50(1.0)
Austria,2013,"Trains, motor coaches, buses and trolley buses - sum of available data",22.2,ESTAT:SDG_09_50(1.0)
Austria,2014,"Trains, motor coaches, buses and trolley buses - sum of available data",22.1,ESTAT:SDG_09_50(1.0)
Austria,2015,"Trains, motor coaches, buses and trolley buses - sum of available data",21.9,ESTAT:SDG_09_50(1.0)
Austria,2016,"Trains, motor coaches, buses and trolley buses - sum of available data",22.0,ESTAT:SDG_09_50(1.0)
Austria,2017,"Trains, motor coaches, buses and trolley buses - sum of available data",22.0,ESTAT:SDG_09_50(1.0)
Austria,2018,"Trains, motor coaches, buses and trolley buses - sum of available data",23.0,ESTAT:SDG_09_50(1.0)
Austria,2019,"Trains, motor coaches, buses and trolley buses - sum of available data",23.6,ESTAT:SDG_09_50(1.0)
Austria,2020,"Trains, motor coaches, buses and trolley buses - sum of available data",17.9,ESTAT:SDG_09_50(1.0)
Austria,2021,"Trains, motor coaches, buses and trolley buses - sum of available data",19.2,ESTAT:SDG_09_50(1.0)
Austria,2022,"Trains, motor coaches, buses and trolley buses - sum of available data",22.7,ESTAT:SDG_09_50(1.0)
Belgium,2000,"Trains, motor coaches, buses and trolley buses - sum of available data",17.0,ESTAT:SDG_09_50(1.0)
Belgium,2001,"Trains, motor coaches, buses and trolley buses - sum of available data",17.4,ESTAT:SDG_09_50(1.0)
Belgium,2002,"Trains, motor coaches, buses and trolley buses - sum of available data",18.1,ESTAT:SDG_09_50(1.0)
Belgium,2003,"Trains, motor coaches, buses and trolley buses - sum of available data",19.5,ESTAT:SDG_09_50(1.0)
Belgium,2004,"Trains, motor coaches, buses and trolley buses - sum of available data",20.4,ESTAT:SDG_09_50(1.0)
Belgium,2005,"Trains, motor coaches, buses and trolley buses - sum of available data",19.3,ESTAT:SDG_09_50(1.0)
Belgium,2006,"Trains, motor coaches, buses and trolley buses - sum of available data",19.8,ESTAT:SDG_09_50(1.0)
Belgium,2007,"Trains, motor coaches, buses and trolley buses - sum of available data",20.9,ESTAT:SDG_09_50(1.0)
Belgium,2008,"Trains, motor coaches, buses and trolley buses - sum of available data",21.6,ESTAT:SDG_09_50(1.0)
Belgium,2009,"Trains, motor coaches, buses and trolley buses - sum of available data",20.6,ESTAT:SDG_09_50(1.0)
Belgium,2010,"Trains, motor coaches, buses and trolley buses - sum of available data",19.8,ESTAT:SDG_09_50(1.0)
Belgium,2011,"Trains, motor coaches, buses and trolley buses - sum of available data",20.5,ESTAT:SDG_09_50(1.0)
Belgium,2012,"Trains, motor coaches, buses and trolley buses - sum of available data",19.4,ESTAT:SDG_09_50(1.0)
Belgium,2013,"Trains, motor coaches, buses and trolley buses - sum of available data",22.2,ESTAT:SDG_09_50(1.0)
Belgium,2014,"Trains, motor coaches, buses and trolley buses - sum of available data",19.0,ESTAT:SDG_09_50(1.0)
Belgium,2015,"Trains, motor coaches, buses and trolley buses - sum of available data",18.5,ESTAT:SDG_09_50(1.0)
Belgium,2016,"Trains, motor coaches, buses and trolley buses - sum of available data",18.1,ESTAT:SDG_09_50(1.0)
Belgium,2017,"Trains, motor coaches, buses and trolley buses - sum of available data",18.0,ESTAT:SDG_09_50(1.0)
Belgium,2018,"Trains, motor coaches, buses and trolley buses - sum of available data",18.3,ESTAT:SDG_09_50(1.0)
Belgium,2019,"Trains, motor coaches, buses and trolley buses - sum of available data",18.6,ESTAT:SDG_09_50(1.0)
Belgium,2020,"Trains, motor coaches, buses and trolley buses - sum of available data",15.0,ESTAT:SDG_09_50(1.0)
Belgium,2021,"Trains, motor coaches, buses and trolley buses - sum of available data",14.4,ESTAT:SDG_09_50(1.0)
Belgium,2022,"Trains, motor coaches, buses and trolley buses - sum of available data",17.5,ESTAT:SDG_09_50(1.0)
Bulgaria,2000,"Trains, motor coaches, buses and trolley buses - sum of available data",39.2,ESTAT:SDG_09_50(1.0)
Bulgaria,2001,"Trains, motor coaches, buses and trolley buses - sum of available data",38.5,ESTAT:SDG_09_50(1.0)
Bulgaria,2002,"Trains, motor coaches, buses and trolley buses - sum of available data",38.8,ESTAT:SDG_09_50(1.0)
Bulgaria,2003,"Trains, motor coaches, buses and trolley buses - sum of available data",33.5,ESTAT:SDG_09_50(1.0)
Bulgaria,2004,"Trains, motor coaches, buses and trolley buses - sum of available data",30.2,ESTAT:SDG_09_50(1.0)
Bulgaria,2005,"Trains, motor coaches, buses and trolley buses - sum of available data",29.1,ESTAT:SDG_09_50(1.0)
Bulgaria,2006,"Trains, motor coaches, buses and trolley buses - sum of available data",27.4,ESTAT:SDG_09_50(1.0)
Bulgaria,2007,"Trains, motor coaches, buses and trolley buses - sum of available data",26.2,ESTAT:SDG_09_50(1.0)
Bulgaria,2008,"Trains, motor coaches, buses and trolley buses - sum of available data",24.9,ESTAT:SDG_09_50(1.0)
Bulgaria,2009,"Trains, motor coaches, buses and trolley buses - sum of available data",20.5,ESTAT:SDG_09_50(1.0)
Bulgaria,2010,"Trains, motor coaches, buses and trolley buses - sum of available data",20.0,ESTAT:SDG_09_50(1.0)
Bulgaria,2011,"Trains, motor coaches, buses and trolley buses - sum of available data",19.4,ESTAT:SDG_09_50(1.0)
Bulgaria,2012,"Trains, motor coaches, buses and trolley buses - sum of available data",17.9,ESTAT:SDG_09_50(1.0)
Bulgaria,2013,"Trains, motor coaches, buses and trolley buses - sum of available data",17.0,ESTAT:SDG_09_50(1.0)
Bulgaria,2014,"Trains, motor coaches, buses and trolley buses - sum of available data",17.7,ESTAT:SDG_09_50(1.0)
Bulgaria,2015,"Trains, motor coaches, buses and trolley buses - sum of available data",16.9,ESTAT:SDG_09_50(1.0)
Bulgaria,2016,"Trains, motor coaches, buses and trolley buses - sum of available data",16.3,ESTAT:SDG_09_50(1.0)
Bulgaria,2017,"Trains, motor coaches, buses and trolley buses - sum of available data",15.2,ESTAT:SDG_09_50(1.0)
Bulgaria,2018,"Trains, motor coaches, buses and trolley buses - sum of available data",14.2,ESTAT:SDG_09_50(1.0)
Bulgaria,2019,"Trains, motor coaches, buses and trolley buses - sum of available data",15.3,ESTAT:SDG_09_50(1.0)
Bulgaria,2020,"Trains, motor coaches, buses and trolley buses - sum of available data",10.6,ESTAT:SDG_09_50(1.0)
Bulgaria,2021,"Trains, motor coaches, buses and trolley buses - sum of available data",10.1,ESTAT:SDG_09_50(1.0)
Bulgaria,2022,"Trains, motor coaches, buses and trolley buses - sum of available data",13.1,ESTAT:SDG_09_50(1.0)
Switzerland,2000,"Trains, motor coaches, buses and trolley buses - sum of available data",18.9,ESTAT:SDG_09_50(1.0)
Switzerland,2001,"Trains, motor coaches, buses and trolley buses - sum of available data",19.4,ESTAT:SDG_09_50(1.0)
Switzerland,2002,"Trains, motor coaches, buses and trolley buses - sum of available data",19.9,ESTAT:SDG_09_50(1.0)
Switzerland,2003,"Trains, motor coaches, buses and trolley buses - sum of available data",20.2,ESTAT:SDG_09_50(1.0)
Switzerland,2004,"Trains, motor coaches, buses and trolley buses - sum of available data",20.4,ESTAT:SDG_09_50(1.0)
Switzerland,2005,"Trains, motor coaches, buses and trolley buses - sum of available data",21.6,ESTAT:SDG_09_50(1.0)
Switzerland,2006,"Trains, motor coaches, buses and trolley buses - sum of available data",22.1,ESTAT:SDG_09_50(1.0)
Switzerland,2007,"Trains, motor coaches, buses and trolley buses - sum of available data",22.6,ESTAT:SDG_09_50(1.0)
Switzerland,2008,"Trains, motor coaches, buses and trolley buses - sum of available data",22.2,ESTAT:SDG_09_50(1.0)
Switzerland,2009,"Trains, motor coaches, buses and trolley buses - sum of available data",22.5,ESTAT:SDG_09_50(1.0)
Switzerland,2010,"Trains, motor coaches, buses and trolley buses - sum of available data",22.7,ESTAT:SDG_09_50(1.0)
Switzerland,2011,"Trains, motor coaches, buses and trolley buses - sum of available data",25.2,ESTAT:SDG_09_50(1.0)
Switzerland,2012,"Trains, motor coaches, buses and trolley buses - sum of available data",25.0,ESTAT:SDG_09_50(1.0)
Switzerland,2013,"Trains, motor coaches, buses and trolley buses - sum of available data",25.0,ESTAT:SDG_09_50(1.0)
Switzerland,2014,"Trains, motor coaches, buses and trolley buses - sum of available data",25.4,ESTAT:SDG_09_50(1.0)
Switzerland,2015,"Trains, motor coaches, buses and trolley buses - sum of available data",25.6,ESTAT:SDG_09_50(1.0)
Switzerland,2016,"Trains, motor coaches, buses and trolley buses - sum of available data",25.7,ESTAT:SDG_09_50(1.0)
Switzerland,2017,"Trains, motor coaches, buses and trolley buses - sum of available data",25.5,ESTAT:SDG_09_50(1.0)
Switzerland,2018,"Trains, motor coaches, buses and trolley buses - sum of available data",25.2,ESTAT:SDG_09_50(1.0)
Switzerland,2019,"Trains, motor coaches, buses and trolley buses - sum of available data",26.1,ESTAT:SDG_09_50(1.0)
Switzerland,2020,"Trains, motor coaches, buses and trolley buses - sum of available data",21.8,ESTAT:SDG_09_50(1.0)
Switzerland,2021,"Trains, motor coaches, buses and trolley buses - sum of available data",22.1,ESTAT:SDG_09_50(1.0)
Switzerland,2022,"Trains, motor coaches, buses and trolley buses - sum of available data",25.8,ESTAT:SDG_09_50(1.0)
Cyprus,2000,"Trains, motor coaches, buses and trolley buses - sum of available data",22.3,ESTAT:SDG_09_50(1.0)
Cyprus,2001,"Trains, motor coaches, buses and trolley buses - sum of available data",22.5,ESTAT:SDG_09_50(1.0)
Cyprus,2002,"Trains, motor coaches, buses and trolley buses - sum of available data",22.6,ESTAT:SDG_09_50(1.0)
Cyprus,2003,"Trains, motor coaches, buses and trolley buses - sum of available data",23.6,ESTAT:SDG_09_50(1.0)
Cyprus,2004,"Trains, motor coaches, buses and trolley buses - sum of available data",21.2,ESTAT:SDG_09_50(1.0)
Cyprus,2005,"Trains, motor coaches, buses and trolley buses - sum of available data",20.8,ESTAT:SDG_09_50(1.0)
Cyprus,2006,"Trains, motor coaches, buses and trolley buses - sum of available data",20.4,ESTAT:SDG_09_50(1.0)
Cyprus,2007,"Trains, motor coaches, buses and trolley buses - sum of available data",19.7,ESTAT:SDG_09_50(1.0)
Cyprus,2008,"Trains, motor coaches, buses and trolley buses - sum of available data",18.8,ESTAT:SDG_09_50(1.0)
Cyprus,2009,"Trains, motor coaches, buses and trolley buses - sum of available data",17.6,ESTAT:SDG_09_50(1.0)
Cyprus,2010,"Trains, motor coaches, buses and trolley buses - sum of available data",18.1,ESTAT:SDG_09_50(1.0)
Cyprus,2011,"Trains, motor coaches, buses and trolley buses - sum of available data",18.3,ESTAT:SDG_09_50(1.0)
Cyprus,2012,"Trains, motor coaches, buses and trolley buses - sum of available data",18.7,ESTAT:SDG_09_50(1.0)
Cyprus,2013,"Trains, motor coaches, buses and trolley buses - sum of available data",18.5,ESTAT:SDG_09_50(1.0)
Cyprus,2014,"Trains, motor coaches, buses and trolley buses - sum of available data",18.2,ESTAT:SDG_09_50(1.0)
Cyprus,2015,"Trains, motor coaches, buses and trolley buses - sum of available data",18.7,ESTAT:SDG_09_50(1.0)
Cyprus,2016,"Trains, motor coaches, buses and trolley buses - sum of available data",18.6,ESTAT:SDG_09_50(1.0)
Cyprus,2017,"Trains, motor coaches, buses and trolley buses - sum of available data",19.0,ESTAT:SDG_09_50(1.0)
Cyprus,2018,"Trains, motor coaches, buses and trolley buses - sum of available data",18.9,ESTAT:SDG_09_50(1.0)
Cyprus,2019,"Trains, motor coaches, buses and trolley buses - sum of available data",18.5,ESTAT:SDG_09_50(1.0)
Cyprus,2020,"Trains, motor coaches, buses and trolley buses - sum of available data",12.7,ESTAT:SDG_09_50(1.0)
Cyprus,2021,"Trains, motor coaches, buses and trolley buses - sum of available data",12.7,ESTAT:SDG_09_50(1.0)
Cyprus,2022,"Trains, motor coaches, buses and trolley buses - sum of available data",15.6,ESTAT:SDG_09_50(1.0)
Czechia,2000,"Trains, motor coaches, buses and trolley buses - sum of available data",26.9,ESTAT:SDG_09_50(1.0)
Czechia,2001,"Trains, motor coaches, buses and trolley buses - sum of available data",28.2,ESTAT:SDG_09_50(1.0)
Czechia,2002,"Trains, motor coaches, buses and trolley buses - sum of available data",26.2,ESTAT:SDG_09_50(1.0)
Czechia,2003,"Trains, motor coaches, buses and trolley buses - sum of available data",24.5,ESTAT:SDG_09_50(1.0)
Czechia,2004,"Trains, motor coaches, buses and trolley buses - sum of available data",23.4,ESTAT:SDG_09_50(1.0)
Czechia,2005,"Trains, motor coaches, buses and trolley buses - sum of available data",24.5,ESTAT:SDG_09_50(1.0)
Czechia,2006,"Trains, motor coaches, buses and trolley buses - sum of available data",24.8,ESTAT:SDG_09_50(1.0)
Czechia,2007,"Trains, motor coaches, buses and trolley buses - sum of available data",24.3,ESTAT:SDG_09_50(1.0)
Czechia,2008,"Trains, motor coaches, buses and trolley buses - sum of available data",24.0,ESTAT:SDG_09_50(1.0)
Czechia,2009,"Trains, motor coaches, buses and trolley buses - sum of available data",22.9,ESTAT:SDG_09_50(1.0)
Czechia,2010,"Trains, motor coaches, buses and trolley buses - sum of available data",26.5,ESTAT:SDG_09_50(1.0)
Czechia,2011,"Trains, motor coaches, buses and trolley buses - sum of available data",24.7,ESTAT:SDG_09_50(1.0)
Czechia,2012,"Trains, motor coaches, buses and trolley buses - sum of available data",25.2,ESTAT:SDG_09_50(1.0)
Czechia,2013,"Trains, motor coaches, buses and trolley buses - sum of available data",25.6,ESTAT:SDG_09_50(1.0)
Czechia,2014,"Trains, motor coaches, buses and trolley buses - sum of available data",27.2,ESTAT:SDG_09_50(1.0)
Czechia,2015,"Trains, motor coaches, buses and trolley buses - sum of available data",25.0,ESTAT:SDG_09_50(1.0)
Czechia,2016,"Trains, motor coaches, buses and trolley buses - sum of available data",24.7,ESTAT:SDG_09_50(1.0)
Czechia,2017,"Trains, motor coaches, buses and trolley buses - sum of available data",25.3,ESTAT:SDG_09_50(1.0)
Czechia,2018,"Trains, motor coaches, buses and trolley buses - sum of available data",25.3,ESTAT:SDG_09_50(1.0)
Czechia,2019,"Trains, motor coaches, buses and trolley buses - sum of available data",25.0,ESTAT:SDG_09_50(1.0)
Czechia,2020,"Trains, motor coaches, buses and trolley buses - sum of available data",18.3,ESTAT:SDG_09_50(1.0)
Czechia,2021,"Trains, motor coaches, buses and trolley buses - sum of available data",15.0,ESTAT:SDG_09_50(1.0)
Czechia,2022,"Trains, motor coaches, buses and trolley buses - sum of available data",18.8,ESTAT:SDG_09_50(1.0)
Germany,2000,"Trains, motor coaches, buses and trolley buses - sum of available data",14.8,ESTAT:SDG_09_50(1.0)
Germany,2001,"Trains, motor coaches, buses and trolley buses - sum of available data",14.5,ESTAT:SDG_09_50(1.0)
Germany,2002,"Trains, motor coaches, buses and trolley buses - sum of available data",13.8,ESTAT:SDG_09_50(1.0)
Germany,2003,"Trains, motor coaches, buses and trolley buses - sum of available data",13.9,ESTAT:SDG_09_50(1.0)
Germany,2004,"Trains, motor coaches, buses and trolley buses - sum of available data",14.2,ESTAT:SDG_09_50(1.0)
Germany,2005,"Trains, motor coaches, buses and trolley buses - sum of available data",14.2,ESTAT:SDG_09_50(1.0)
Germany,2006,"Trains, motor coaches, buses and trolley buses - sum of available data",14.4,ESTAT:SDG_09_50(1.0)
Germany,2007,"Trains, motor coaches, buses and trolley buses - sum of available data",14.3,ESTAT:SDG_09_50(1.0)
Germany,2008,"Trains, motor coaches, buses and trolley buses - sum of available data",14.4,ESTAT:SDG_09_50(1.0)
Germany,2009,"Trains, motor coaches, buses and trolley buses - sum of available data",14.0,ESTAT:SDG_09_50(1.0)
Germany,2010,"Trains, motor coaches, buses and trolley buses - sum of available data",14.0,ESTAT:SDG_09_50(1.0)
Germany,2011,"Trains, motor coaches, buses and trolley buses - sum of available data",15.7,ESTAT:SDG_09_50(1.0)
Germany,2012,"Trains, motor coaches, buses and trolley buses - sum of available data",15.8,ESTAT:SDG_09_50(1.0)
Germany,2013,"Trains, motor coaches, buses and trolley buses - sum of available data",15.5,ESTAT:SDG_09_50(1.0)
Germany,2014,"Trains, motor coaches, buses and trolley buses - sum of available data",15.5,ESTAT:SDG_09_50(1.0)
Germany,2015,"Trains, motor coaches, buses and trolley buses - sum of available data",15.6,ESTAT:SDG_09_50(1.0)
Germany,2016,"Trains, motor coaches, buses and trolley buses - sum of available data",15.7,ESTAT:SDG_09_50(1.0)
Germany,2017,"Trains, motor coaches, buses and trolley buses - sum of available data",16.0,ESTAT:SDG_09_50(1.0)
Germany,2018,"Trains, motor coaches, buses and trolley buses - sum of available data",16.1,ESTAT:SDG_09_50(1.0)
Germany,2019,"Trains, motor coaches, buses and trolley buses - sum of available data",16.7,ESTAT:SDG_09_50(1.0)
Germany,2020,"Trains, motor coaches, buses and trolley buses - sum of available data",11.2,ESTAT:SDG_09_50(1.0)
Germany,2021,"Trains, motor coaches, buses and trolley buses - sum of available data",11.2,ESTAT:SDG_09_50(1.0)
Germany,2022,"Trains, motor coaches, buses and trolley buses - sum of available data",15.3,ESTAT:SDG_09_50(1.0)
Denmark,2000,"Trains, motor coaches, buses and trolley buses - sum of available data",19.9,ESTAT:SDG_09_50(1.0)
Denmark,2001,"Trains, motor coaches, buses and trolley buses - sum of available data",20.1,ESTAT:SDG_09_50(1.0)
Denmark,2002,"Trains, motor coaches, buses and trolley buses - sum of available data",19.7,ESTAT:SDG_09_50(1.0)
Denmark,2003,"Trains, motor coaches, buses and trolley buses - sum of available data",20.9,ESTAT:SDG_09_50(1.0)
Denmark,2004,"Trains, motor coaches, buses and trolley buses - sum of available data",20.7,ESTAT:SDG_09_50(1.0)
Denmark,2005,"Trains, motor coaches, buses and trolley buses - sum of available data",20.9,ESTAT:SDG_09_50(1.0)
Denmark,2006,"Trains, motor coaches, buses and trolley buses - sum of available data",18.0,ESTAT:SDG_09_50(1.0)
Denmark,2007,"Trains, motor coaches, buses and trolley buses - sum of available data",18.0,ESTAT:SDG_09_50(1.0)
Denmark,2008,"Trains, motor coaches, buses and trolley buses - sum of available data",18.1,ESTAT:SDG_09_50(1.0)
Denmark,2009,"Trains, motor coaches, buses and trolley buses - sum of available data",19.9,ESTAT:SDG_09_50(1.0)
Denmark,2010,"Trains, motor coaches, buses and trolley buses - sum of available data",20.3,ESTAT:SDG_09_50(1.0)
Denmark,2011,"Trains, motor coaches, buses and trolley buses - sum of available data",20.0,ESTAT:SDG_09_50(1.0)
Denmark,2012,"Trains, motor coaches, buses and trolley buses - sum of available data",20.1,ESTAT:SDG_09_50(1.0)
Denmark,2013,"Trains, motor coaches, buses and trolley buses - sum of available data",20.0,ESTAT:SDG_09_50(1.0)
Denmark,2014,"Trains, motor coaches, buses and trolley buses - sum of available data",19.4,ESTAT:SDG_09_50(1.0)
Denmark,2015,"Trains, motor coaches, buses and trolley buses - sum of available data",19.0,ESTAT:SDG_09_50(1.0)
Denmark,2016,"Trains, motor coaches, buses and trolley buses - sum of available data",18.5,ESTAT:SDG_09_50(1.0)
Denmark,2017,"Trains, motor coaches, buses and trolley buses - sum of available data",18.4,ESTAT:SDG_09_50(1.0)
Denmark,2018,"Trains, motor coaches, buses and trolley buses - sum of available data",18.0,ESTAT:SDG_09_50(1.0)
Denmark,2019,"Trains, motor coaches, buses and trolley buses - sum of available data",17.3,ESTAT:SDG_09_50(1.0)
Denmark,2020,"Trains, motor coaches, buses and trolley buses - sum of available data",12.8,ESTAT:SDG_09_50(1.0)
Denmark,2021,"Trains, motor coaches, buses and trolley buses - sum of available data",13.1,ESTAT:SDG_09_50(1.0)
Denmark,2022,"Trains, motor coaches, buses and trolley buses - sum of available data",19.2,ESTAT:SDG_09_50(1.0)
