country,year,unit9,vehicle,bus_train
United Kingdom,2002,Percentage,"Motor coaches, buses and trolley buses",6.2
United Kingdom,2003,Percentage,"Motor coaches, buses and trolley buses",6.1
United Kingdom,2004,Percentage,"Motor coaches, buses and trolley buses",6.3
United Kingdom,2005,Percentage,"Motor coaches, buses and trolley buses",6.2
United Kingdom,2006,Percentage,"Motor coaches, buses and trolley buses",5.5
United Kingdom,2007,Percentage,"Motor coaches, buses and trolley buses",5.5
United Kingdom,2008,Percentage,"Motor coaches, buses and trolley buses",5.9
United Kingdom,2009,Percentage,"Motor coaches, buses and trolley buses",6.0
United Kingdom,2010,Percentage,"Motor coaches, buses and trolley buses",6.2
United Kingdom,2011,Percentage,"Motor coaches, buses and trolley buses",5.9
United Kingdom,2012,Percentage,"Motor coaches, buses and trolley buses",5.6
United Kingdom,2013,Percentage,"Motor coaches, buses and trolley buses",5.4
United Kingdom,2014,Percentage,"Motor coaches, buses and trolley buses",5.2
United Kingdom,2015,Percentage,"Motor coaches, buses and trolley buses",5.2
United Kingdom,2016,Percentage,"Motor coaches, buses and trolley buses",4.5
United Kingdom,2017,Percentage,"Motor coaches, buses and trolley buses",5.0
United Kingdom,2018,Percentage,"Motor coaches, buses and trolley buses",4.6
United Kingdom,2019,Percentage,"Motor coaches, buses and trolley buses",5.6
Austria,2000,Percentage,Trains,9.8
Austria,2001,Percentage,Trains,9.7
Austria,2002,Percentage,Trains,9.7
Austria,2003,Percentage,Trains,9.5
Austria,2004,Percentage,Trains,9.5
Austria,2005,Percentage,Trains,9.8
Austria,2006,Percentage,Trains,10.0
Austria,2007,Percentage,Trains,10.1
Austria,2008,Percentage,Trains,11.8
Austria,2009,Percentage,Trains,11.8
Austria,2010,Percentage,Trains,11.8
Austria,2011,Percentage,Trains,12.1
Austria,2012,Percentage,Trains,11.8
Austria,2013,Percentage,Trains,12.3
Austria,2014,Percentage,Trains,12.2
Austria,2015,Percentage,Trains,12.1
Austria,2016,Percentage,Trains,12.1
Austria,2017,Percentage,Trains,12.0
Austria,2018,Percentage,Trains,13.5
Austria,2019,Percentage,Trains,13.9
Austria,2020,Percentage,Trains,8.9
Austria,2021,Percentage,Trains,10.1
Austria,2022,Percentage,Trains,14.2
Belgium,2000,Percentage,Trains,6.3
Belgium,2001,Percentage,Trains,6.4
Belgium,2002,Percentage,Trains,6.5
Belgium,2003,Percentage,Trains,6.5
Belgium,2004,Percentage,Trains,7.1
Belgium,2005,Percentage,Trains,6.3
Belgium,2006,Percentage,Trains,6.6
Belgium,2007,Percentage,Trains,6.6
Belgium,2008,Percentage,Trains,7.2
Belgium,2009,Percentage,Trains,7.3
Belgium,2010,Percentage,Trains,7.5
Belgium,2011,Percentage,Trains,7.7
Belgium,2012,Percentage,Trains,6.9
Belgium,2013,Percentage,Trains,7.0
Belgium,2014,Percentage,Trains,7.4
Belgium,2015,Percentage,Trains,7.6
Belgium,2016,Percentage,Trains,7.6
Belgium,2017,Percentage,Trains,7.8
Belgium,2018,Percentage,Trains,8.0
Belgium,2019,Percentage,Trains,8.2
Belgium,2020,Percentage,Trains,6.9
Belgium,2021,Percentage,Trains,6.2
Belgium,2022,Percentage,Trains,7.8
Bulgaria,2000,Percentage,Trains,7.8
Bulgaria,2001,Percentage,Trains,6.6
Bulgaria,2002,Percentage,Trains,5.4
Bulgaria,2003,Percentage,Trains,5.5
Bulgaria,2004,Percentage,Trains,5.1
Bulgaria,2005,Percentage,Trains,4.8
Bulgaria,2006,Percentage,Trains,4.7
Bulgaria,2007,Percentage,Trains,4.4
Bulgaria,2008,Percentage,Trains,4.0
Bulgaria,2009,Percentage,Trains,3.7
Bulgaria,2010,Percentage,Trains,3.6
Bulgaria,2011,Percentage,Trains,3.5
Bulgaria,2012,Percentage,Trains,3.1
Bulgaria,2013,Percentage,Trains,2.9
Bulgaria,2014,Percentage,Trains,2.6
Bulgaria,2015,Percentage,Trains,2.3
Bulgaria,2016,Percentage,Trains,2.2
Bulgaria,2017,Percentage,Trains,2.1
Bulgaria,2018,Percentage,Trains,2.2
Bulgaria,2019,Percentage,Trains,2.2
Bulgaria,2020,Percentage,Trains,2.0
Bulgaria,2021,Percentage,Trains,2.1
Bulgaria,2022,Percentage,Trains,2.5
Switzerland,2000,Percentage,Trains,13.7
Switzerland,2001,Percentage,Trains,14.2
Switzerland,2002,Percentage,Trains,14.8
Switzerland,2003,Percentage,Trains,15.0
Switzerland,2004,Percentage,Trains,15.3
Switzerland,2005,Percentage,Trains,16.3
Switzerland,2006,Percentage,Trains,16.5
Switzerland,2007,Percentage,Trains,17.0
Switzerland,2008,Percentage,Trains,17.1
Switzerland,2009,Percentage,Trains,17.4
Switzerland,2010,Percentage,Trains,17.6
Switzerland,2011,Percentage,Trains,19.6
Switzerland,2012,Percentage,Trains,19.2
Switzerland,2013,Percentage,Trains,19.3
Switzerland,2014,Percentage,Trains,19.6
Switzerland,2015,Percentage,Trains,19.7
Switzerland,2016,Percentage,Trains,19.8
Switzerland,2017,Percentage,Trains,19.6
Switzerland,2018,Percentage,Trains,19.3
Switzerland,2019,Percentage,Trains,20.0
Switzerland,2020,Percentage,Trains,15.5
Switzerland,2021,Percentage,Trains,15.8
Switzerland,2022,Percentage,Trains,19.4
Cyprus,2000,Percentage,Trains,
Cyprus,2001,Percentage,Trains,
Cyprus,2002,Percentage,Trains,
Cyprus,2003,Percentage,Trains,
Cyprus,2004,Percentage,Trains,
Cyprus,2005,Percentage,Trains,
Cyprus,2006,Percentage,Trains,
Cyprus,2007,Percentage,Trains,
Cyprus,2008,Percentage,Trains,
Cyprus,2009,Percentage,Trains,
Cyprus,2010,Percentage,Trains,
Cyprus,2011,Percentage,Trains,
Cyprus,2012,Percentage,Trains,
Cyprus,2013,Percentage,Trains,
Cyprus,2014,Percentage,Trains,
Cyprus,2015,Percentage,Trains,
Cyprus,2016,Percentage,Trains,
Cyprus,2017,Percentage,Trains,
Cyprus,2018,Percentage,Trains,
Cyprus,2019,Percentage,Trains,
Cyprus,2020,Percentage,Trains,
Cyprus,2021,Percentage,Trains,
Cyprus,2022,Percentage,Trains,
Czechia,2000,Percentage,Trains,8.3
Czechia,2001,Percentage,Trains,8.3
Czechia,2002,Percentage,Trains,7.5
Czechia,2003,Percentage,Trains,7.3
Czechia,2004,Percentage,Trains,7.5
Czechia,2005,Percentage,Trains,7.3
Czechia,2006,Percentage,Trains,7.5
Czechia,2007,Percentage,Trains,7.3
Czechia,2008,Percentage,Trains,7.1
Czechia,2009,Percentage,Trains,6.9
Czechia,2010,Percentage,Trains,7.6
Czechia,2011,Percentage,Trains,7.7
Czechia,2012,Percentage,Trains,8.4
Czechia,2013,Percentage,Trains,8.6
Czechia,2014,Percentage,Trains,8.4
Czechia,2015,Percentage,Trains,8.7
Czechia,2016,Percentage,Trains,9.1
Czechia,2017,Percentage,Trains,9.5
Czechia,2018,Percentage,Trains,9.8
Czechia,2019,Percentage,Trains,10.0
Czechia,2020,Percentage,Trains,7.8
Czechia,2021,Percentage,Trains,6.5
Czechia,2022,Percentage,Trains,8.4
Germany,2000,Percentage,Trains,7.7
Germany,2001,Percentage,Trains,7.6
Germany,2002,Percentage,Trains,7.1
Germany,2003,Percentage,Trains,7.2
Germany,2004,Percentage,Trains,7.5
Germany,2005,Percentage,Trains,7.5
Germany,2006,Percentage,Trains,7.8
Germany,2007,Percentage,Trains,7.8
Germany,2008,Percentage,Trains,8.1
Germany,2009,Percentage,Trains,7.9
Germany,2010,Percentage,Trains,8.0
Germany,2011,Percentage,Trains,8.4
Germany,2012,Percentage,Trains,8.8
Germany,2013,Percentage,Trains,8.3
Germany,2014,Percentage,Trains,8.3
Germany,2015,Percentage,Trains,8.2
Germany,2016,Percentage,Trains,8.4
Germany,2017,Percentage,Trains,8.7
Germany,2018,Percentage,Trains,8.9
Germany,2019,Percentage,Trains,9.3
Germany,2020,Percentage,Trains,6.3
Germany,2021,Percentage,Trains,6.3
Germany,2022,Percentage,Trains,9.3
Denmark,2000,Percentage,Trains,7.5
Denmark,2001,Percentage,Trains,7.8
Denmark,2002,Percentage,Trains,7.7
Denmark,2003,Percentage,Trains,9.3
Denmark,2004,Percentage,Trains,9.3
Denmark,2005,Percentage,Trains,9.5
Denmark,2006,Percentage,Trains,8.1
Denmark,2007,Percentage,Trains,8.3
Denmark,2008,Percentage,Trains,8.4
Denmark,2009,Percentage,Trains,9.5
Denmark,2010,Percentage,Trains,9.8
Denmark,2011,Percentage,Trains,10.0
Denmark,2012,Percentage,Trains,10.2
Denmark,2013,Percentage,Trains,10.3
Denmark,2014,Percentage,Trains,9.7
Denmark,2015,Percentage,Trains,9.3
Denmark,2016,Percentage,Trains,8.7
Denmark,2017,Percentage,Trains,8.5
Denmark,2018,Percentage,Trains,8.4
Denmark,2019,Percentage,Trains,8.1
Denmark,2020,Percentage,Trains,5.9
Denmark,2021,Percentage,Trains,6.1
Denmark,2022,Percentage,Trains,8.4
Estonia,2000,Percentage,Trains,2.7
Estonia,2001,Percentage,Trains,1.9
Estonia,2002,Percentage,Trains,1.8
Estonia,2003,Percentage,Trains,1.7
Estonia,2004,Percentage,Trains,1.8
Estonia,2005,Percentage,Trains,1.7
Estonia,2006,Percentage,Trains,2.0
Estonia,2007,Percentage,Trains,2.2
Estonia,2008,Percentage,Trains,2.1
Estonia,2009,Percentage,Trains,2.0
Estonia,2010,Percentage,Trains,2.0
Estonia,2011,Percentage,Trains,2.0
Estonia,2012,Percentage,Trains,1.8
Estonia,2013,Percentage,Trains,1.7
Estonia,2014,Percentage,Trains,2.0
Estonia,2015,Percentage,Trains,1.9
Estonia,2016,Percentage,Trains,2.0
Estonia,2017,Percentage,Trains,2.2
Estonia,2018,Percentage,Trains,2.5
Estonia,2019,Percentage,Trains,2.2
Estonia,2020,Percentage,Trains,1.9
Estonia,2021,Percentage,Trains,2.0
Estonia,2022,Percentage,Trains,2.3
Greece,2000,Percentage,Trains,2.2
Greece,2001,Percentage,Trains,1.9
Greece,2002,Percentage,Trains,1.9
Greece,2003,Percentage,Trains,1.6
Greece,2004,Percentage,Trains,1.6
Greece,2005,Percentage,Trains,1.7
Greece,2006,Percentage,Trains,1.6
Greece,2007,Percentage,Trains,1.6
Greece,2008,Percentage,Trains,1.3
Greece,2009,Percentage,Trains,1.2
Greece,2010,Percentage,Trains,1.1
Greece,2011,Percentage,Trains,0.8
Greece,2012,Percentage,Trains,0.7
Greece,2013,Percentage,Trains,0.9
Greece,2014,Percentage,Trains,0.9
Greece,2015,Percentage,Trains,1.0
Greece,2016,Percentage,Trains,1.0
Greece,2017,Percentage,Trains,0.9
Greece,2018,Percentage,Trains,0.9
Greece,2019,Percentage,Trains,1.0
Greece,2020,Percentage,Trains,0.6
Greece,2021,Percentage,Trains,0.6
Greece,2022,Percentage,Trains,0.9
Spain,2000,Percentage,Trains,5.4
Spain,2001,Percentage,Trains,5.5
Spain,2002,Percentage,Trains,5.2
Spain,2003,Percentage,Trains,5.1
Spain,2004,Percentage,Trains,5.0
Spain,2005,Percentage,Trains,5.1
Spain,2006,Percentage,Trains,5.2
Spain,2007,Percentage,Trains,5.0
Spain,2008,Percentage,Trains,5.5
Spain,2009,Percentage,Trains,5.4
Spain,2010,Percentage,Trains,5.4
Spain,2011,Percentage,Trains,5.6
Spain,2012,Percentage,Trains,5.6
Spain,2013,Percentage,Trains,6.1
Spain,2014,Percentage,Trains,6.7
Spain,2015,Percentage,Trains,6.7
Spain,2016,Percentage,Trains,6.6
Spain,2017,Percentage,Trains,7.0
Spain,2018,Percentage,Trains,7.1
Spain,2019,Percentage,Trains,7.1
Spain,2020,Percentage,Trains,4.1
Spain,2021,Percentage,Trains,4.7
Spain,2022,Percentage,Trains,6.7
European Union - 27 countries (from 2020),2000,Percentage,Trains,7.4
European Union - 27 countries (from 2020),2001,Percentage,Trains,7.3
European Union - 27 countries (from 2020),2002,Percentage,Trains,7.0
European Union - 27 countries (from 2020),2003,Percentage,Trains,6.9
European Union - 27 countries (from 2020),2004,Percentage,Trains,7.0
European Union - 27 countries (from 2020),2005,Percentage,Trains,7.1
European Union - 27 countries (from 2020),2006,Percentage,Trains,7.2
European Union - 27 countries (from 2020),2007,Percentage,Trains,7.3
European Union - 27 countries (from 2020),2008,Percentage,Trains,7.3
European Union - 27 countries (from 2020),2009,Percentage,Trains,7.0
European Union - 27 countries (from 2020),2010,Percentage,Trains,7.2
European Union - 27 countries (from 2020),2011,Percentage,Trains,7.4
European Union - 27 countries (from 2020),2012,Percentage,Trains,7.6
European Union - 27 countries (from 2020),2013,Percentage,Trains,7.6
European Union - 27 countries (from 2020),2014,Percentage,Trains,7.6
European Union - 27 countries (from 2020),2015,Percentage,Trains,7.6
European Union - 27 countries (from 2020),2016,Percentage,Trains,7.6
European Union - 27 countries (from 2020),2017,Percentage,Trains,7.7
European Union - 27 countries (from 2020),2018,Percentage,Trains,7.8
European Union - 27 countries (from 2020),2019,Percentage,Trains,8.0
European Union - 27 countries (from 2020),2020,Percentage,Trains,5.6
European Union - 27 countries (from 2020),2021,Percentage,Trains,5.9
European Union - 27 countries (from 2020),2022,Percentage,Trains,8.0
European Union - 28 countries (2013-2020),2000,Percentage,Trains,7.1
European Union - 28 countries (2013-2020),2001,Percentage,Trains,7.1
European Union - 28 countries (2013-2020),2002,Percentage,Trains,6.8
European Union - 28 countries (2013-2020),2003,Percentage,Trains,6.7
European Union - 28 countries (2013-2020),2004,Percentage,Trains,6.8
European Union - 28 countries (2013-2020),2005,Percentage,Trains,6.9
European Union - 28 countries (2013-2020),2006,Percentage,Trains,7.0
European Union - 28 countries (2013-2020),2007,Percentage,Trains,7.2
European Union - 28 countries (2013-2020),2008,Percentage,Trains,7.3
European Union - 28 countries (2013-2020),2009,Percentage,Trains,7.0
European Union - 28 countries (2013-2020),2010,Percentage,Trains,7.3
European Union - 28 countries (2013-2020),2011,Percentage,Trains,7.5
European Union - 28 countries (2013-2020),2012,Percentage,Trains,7.6
European Union - 28 countries (2013-2020),2013,Percentage,Trains,7.7
European Union - 28 countries (2013-2020),2014,Percentage,Trains,7.7
European Union - 28 countries (2013-2020),2015,Percentage,Trains,7.7
European Union - 28 countries (2013-2020),2016,Percentage,Trains,7.7
European Union - 28 countries (2013-2020),2017,Percentage,Trains,7.8
European Union - 28 countries (2013-2020),2018,Percentage,Trains,7.9
European Union - 28 countries (2013-2020),2019,Percentage,Trains,8.4
Finland,2000,Percentage,Trains,5.1
Finland,2001,Percentage,Trains,4.8
Finland,2002,Percentage,Trains,4.8
Finland,2003,Percentage,Trains,4.7
Finland,2004,Percentage,Trains,4.7
Finland,2005,Percentage,Trains,4.8
Finland,2006,Percentage,Trains,4.8
Finland,2007,Percentage,Trains,5.0
Finland,2008,Percentage,Trains,5.4
Finland,2009,Percentage,Trains,5.1
Finland,2010,Percentage,Trains,5.2
Finland,2011,Percentage,Trains,5.0
Finland,2012,Percentage,Trains,5.3
Finland,2013,Percentage,Trains,5.3
Finland,2014,Percentage,Trains,5.0
Finland,2015,Percentage,Trains,5.3
Finland,2016,Percentage,Trains,4.9
Finland,2017,Percentage,Trains,5.4
Finland,2018,Percentage,Trains,5.7
Finland,2019,Percentage,Trains,6.2
Finland,2020,Percentage,Trains,3.8
Finland,2021,Percentage,Trains,4.0
Finland,2022,Percentage,Trains,6.4
France,2000,Percentage,Trains,8.6
France,2001,Percentage,Trains,8.5
France,2002,Percentage,Trains,8.7
France,2003,Percentage,Trains,8.4
France,2004,Percentage,Trains,8.7
France,2005,Percentage,Trains,9.1
France,2006,Percentage,Trains,9.4
France,2007,Percentage,Trains,9.6
France,2008,Percentage,Trains,10.1
France,2009,Percentage,Trains,9.4
France,2010,Percentage,Trains,9.7
France,2011,Percentage,Trains,10.0
France,2012,Percentage,Trains,9.5
France,2013,Percentage,Trains,10.1
France,2014,Percentage,Trains,9.8
France,2015,Percentage,Trains,9.9
France,2016,Percentage,Trains,9.8
France,2017,Percentage,Trains,10.1
France,2018,Percentage,Trains,9.8
France,2019,Percentage,Trains,10.3
France,2020,Percentage,Trains,7.8
France,2021,Percentage,Trains,9.1
France,2022,Percentage,Trains,10.7
Croatia,2000,Percentage,Trains,5.1
Croatia,2001,Percentage,Trains,4.8
Croatia,2002,Percentage,Trains,4.5
Croatia,2003,Percentage,Trains,4.2
Croatia,2004,Percentage,Trains,4.2
Croatia,2005,Percentage,Trains,4.3
Croatia,2006,Percentage,Trains,4.4
Croatia,2007,Percentage,Trains,5.0
Croatia,2008,Percentage,Trains,5.4
Croatia,2009,Percentage,Trains,5.6
Croatia,2010,Percentage,Trains,5.6
Croatia,2011,Percentage,Trains,4.9
Croatia,2012,Percentage,Trains,3.5
Croatia,2013,Percentage,Trains,3.1
Croatia,2014,Percentage,Trains,3.0
Croatia,2015,Percentage,Trains,3.1
Croatia,2016,Percentage,Trains,2.7
Croatia,2017,Percentage,Trains,2.4
Croatia,2018,Percentage,Trains,2.5
Croatia,2019,Percentage,Trains,2.4
Croatia,2020,Percentage,Trains,2.0
Croatia,2021,Percentage,Trains,2.1
Croatia,2022,Percentage,Trains,2.9
Hungary,2000,Percentage,Trains,12.9
Hungary,2001,Percentage,Trains,13.4
Hungary,2002,Percentage,Trains,13.9
Hungary,2003,Percentage,Trains,13.4
Hungary,2004,Percentage,Trains,13.5
Hungary,2005,Percentage,Trains,12.6
Hungary,2006,Percentage,Trains,12.0
Hungary,2007,Percentage,Trains,11.0
Hungary,2008,Percentage,Trains,10.1
Hungary,2009,Percentage,Trains,10.2
Hungary,2010,Percentage,Trains,10.0
Hungary,2011,Percentage,Trains,10.2
Hungary,2012,Percentage,Trains,10.1
Hungary,2013,Percentage,Trains,10.3
Hungary,2014,Percentage,Trains,10.0
Hungary,2015,Percentage,Trains,9.7
Hungary,2016,Percentage,Trains,9.2
Hungary,2017,Percentage,Trains,8.9
Hungary,2018,Percentage,Trains,8.7
Hungary,2019,Percentage,Trains,8.4
Hungary,2020,Percentage,Trains,6.0
Hungary,2021,Percentage,Trains,6.4
Hungary,2022,Percentage,Trains,8.2
Ireland,2000,Percentage,Trains,3.2
Ireland,2001,Percentage,Trains,3.3
Ireland,2002,Percentage,Trains,3.5
Ireland,2003,Percentage,Trains,3.3
Ireland,2004,Percentage,Trains,3.0
Ireland,2005,Percentage,Trains,3.3
Ireland,2006,Percentage,Trains,3.3
Ireland,2007,Percentage,Trains,3.4
Ireland,2008,Percentage,Trains,3.3
Ireland,2009,Percentage,Trains,2.8
Ireland,2010,Percentage,Trains,2.9
Ireland,2011,Percentage,Trains,2.9
Ireland,2012,Percentage,Trains,2.8
Ireland,2013,Percentage,Trains,2.7
Ireland,2014,Percentage,Trains,3.0
Ireland,2015,Percentage,Trains,3.1
Ireland,2016,Percentage,Trains,3.0
Ireland,2017,Percentage,Trains,3.1
Ireland,2018,Percentage,Trains,3.3
Ireland,2019,Percentage,Trains,3.3
Ireland,2020,Percentage,Trains,1.4
Ireland,2021,Percentage,Trains,1.4
Ireland,2022,Percentage,Trains,2.5
Iceland,2000,Percentage,Trains,
Iceland,2001,Percentage,Trains,
Iceland,2002,Percentage,Trains,
Iceland,2003,Percentage,Trains,
Iceland,2004,Percentage,Trains,
Iceland,2005,Percentage,Trains,
Iceland,2006,Percentage,Trains,
Iceland,2007,Percentage,Trains,
Iceland,2008,Percentage,Trains,
Iceland,2009,Percentage,Trains,
Iceland,2010,Percentage,Trains,
Iceland,2011,Percentage,Trains,
Iceland,2012,Percentage,Trains,
Iceland,2013,Percentage,Trains,
Iceland,2014,Percentage,Trains,
Iceland,2015,Percentage,Trains,
Iceland,2016,Percentage,Trains,
Iceland,2017,Percentage,Trains,
Iceland,2018,Percentage,Trains,
Iceland,2019,Percentage,Trains,
Iceland,2020,Percentage,Trains,
Iceland,2021,Percentage,Trains,
Iceland,2022,Percentage,Trains,
Italy,2000,Percentage,Trains,5.8
Italy,2001,Percentage,Trains,5.8
Italy,2002,Percentage,Trains,5.7
Italy,2003,Percentage,Trains,5.6
Italy,2004,Percentage,Trains,5.6
Italy,2005,Percentage,Trains,6.0
Italy,2006,Percentage,Trains,6.1
Italy,2007,Percentage,Trains,6.0
Italy,2008,Percentage,Trains,6.0
Italy,2009,Percentage,Trains,5.5
Italy,2010,Percentage,Trains,5.5
Italy,2011,Percentage,Trains,5.7
Italy,2012,Percentage,Trains,6.4
Italy,2013,Percentage,Trains,6.3
Italy,2014,Percentage,Trains,6.3
Italy,2015,Percentage,Trains,6.3
Italy,2016,Percentage,Trains,6.1
Italy,2017,Percentage,Trains,5.9
Italy,2018,Percentage,Trains,6.3
Italy,2019,Percentage,Trains,6.3
Italy,2020,Percentage,Trains,4.1
Italy,2021,Percentage,Trains,4.0
Italy,2022,Percentage,Trains,6.3
Lithuania,2000,Percentage,Trains,3.2
Lithuania,2001,Percentage,Trains,2.8
Lithuania,2002,Percentage,Trains,2.5
Lithuania,2003,Percentage,Trains,1.9
Lithuania,2004,Percentage,Trains,1.0
Lithuania,2005,Percentage,Trains,0.7
Lithuania,2006,Percentage,Trains,0.6
Lithuania,2007,Percentage,Trains,0.6
Lithuania,2008,Percentage,Trains,0.6
Lithuania,2009,Percentage,Trains,0.6
Lithuania,2010,Percentage,Trains,0.7
Lithuania,2011,Percentage,Trains,0.8
Lithuania,2012,Percentage,Trains,0.7
Lithuania,2013,Percentage,Trains,0.8
Lithuania,2014,Percentage,Trains,1.0
Lithuania,2015,Percentage,Trains,0.9
Lithuania,2016,Percentage,Trains,1.0
Lithuania,2017,Percentage,Trains,0.9
Lithuania,2018,Percentage,Trains,1.1
Lithuania,2019,Percentage,Trains,1.0
Lithuania,2020,Percentage,Trains,0.8
Lithuania,2021,Percentage,Trains,0.9
Lithuania,2022,Percentage,Trains,1.1
Luxembourg,2000,Percentage,Trains,5.1
Luxembourg,2001,Percentage,Trains,5.1
Luxembourg,2002,Percentage,Trains,3.9
Luxembourg,2003,Percentage,Trains,3.7
Luxembourg,2004,Percentage,Trains,3.6
Luxembourg,2005,Percentage,Trains,3.6
Luxembourg,2006,Percentage,Trains,3.9
Luxembourg,2007,Percentage,Trains,4.1
Luxembourg,2008,Percentage,Trains,4.3
Luxembourg,2009,Percentage,Trains,4.2
Luxembourg,2010,Percentage,Trains,4.5
Luxembourg,2011,Percentage,Trains,4.4
Luxembourg,2012,Percentage,Trains,4.6
Luxembourg,2013,Percentage,Trains,4.8
Luxembourg,2014,Percentage,Trains,4.3
Luxembourg,2015,Percentage,Trains,4.7
Luxembourg,2016,Percentage,Trains,4.6
Luxembourg,2017,Percentage,Trains,4.7
Luxembourg,2018,Percentage,Trains,4.7
Luxembourg,2019,Percentage,Trains,4.8
Luxembourg,2020,Percentage,Trains,3.3
Luxembourg,2021,Percentage,Trains,3.5
Luxembourg,2022,Percentage,Trains,4.1
Latvia,2000,Percentage,Trains,4.8
Latvia,2001,Percentage,Trains,4.8
Latvia,2002,Percentage,Trains,4.8
Latvia,2003,Percentage,Trains,4.8
Latvia,2004,Percentage,Trains,5.2
Latvia,2005,Percentage,Trains,5.4
Latvia,2006,Percentage,Trains,5.4
Latvia,2007,Percentage,Trains,4.9
Latvia,2008,Percentage,Trains,5.2
Latvia,2009,Percentage,Trains,4.7
Latvia,2010,Percentage,Trains,4.7
Latvia,2011,Percentage,Trains,4.9
Latvia,2012,Percentage,Trains,4.8
Latvia,2013,Percentage,Trains,4.7
Latvia,2014,Percentage,Trains,4.0
Latvia,2015,Percentage,Trains,3.5
Latvia,2016,Percentage,Trains,3.4
Latvia,2017,Percentage,Trains,3.3
Latvia,2018,Percentage,Trains,3.4
Latvia,2019,Percentage,Trains,3.4
Latvia,2020,Percentage,Trains,2.5
Latvia,2021,Percentage,Trains,2.4
Latvia,2022,Percentage,Trains,3.6
Montenegro,2010,Percentage,Trains,2.1
Montenegro,2011,Percentage,Trains,1.6
Montenegro,2012,Percentage,Trains,1.5
Montenegro,2013,Percentage,Trains,1.7
Montenegro,2014,Percentage,Trains,1.8
Montenegro,2015,Percentage,Trains,1.9
Montenegro,2016,Percentage,Trains,1.8
Montenegro,2017,Percentage,Trains,1.3
Montenegro,2018,Percentage,Trains,1.3
Montenegro,2019,Percentage,Trains,1.2
Montenegro,2020,Percentage,Trains,0.7
Montenegro,2021,Percentage,Trains,0.8
Montenegro,2022,Percentage,Trains,1.0
North Macedonia,2000,Percentage,Trains,2.0
North Macedonia,2001,Percentage,Trains,2.8
North Macedonia,2002,Percentage,Trains,1.9
North Macedonia,2003,Percentage,Trains,1.6
North Macedonia,2004,Percentage,Trains,1.7
North Macedonia,2005,Percentage,Trains,1.7
North Macedonia,2006,Percentage,Trains,1.8
North Macedonia,2007,Percentage,Trains,2.1
North Macedonia,2008,Percentage,Trains,2.6
North Macedonia,2009,Percentage,Trains,2.8
North Macedonia,2010,Percentage,Trains,2.5
North Macedonia,2011,Percentage,Trains,2.0
North Macedonia,2012,Percentage,Trains,1.5
North Macedonia,2013,Percentage,Trains,0.9
North Macedonia,2014,Percentage,Trains,0.9
North Macedonia,2015,Percentage,Trains,1.9
North Macedonia,2016,Percentage,Trains,0.9
North Macedonia,2017,Percentage,Trains,0.6
North Macedonia,2018,Percentage,Trains,0.6
North Macedonia,2019,Percentage,Trains,0.6
North Macedonia,2020,Percentage,Trains,0.2
North Macedonia,2021,Percentage,Trains,0.2
North Macedonia,2022,Percentage,Trains,0.4
Malta,2000,Percentage,Trains,
Malta,2001,Percentage,Trains,
Malta,2002,Percentage,Trains,
Malta,2003,Percentage,Trains,
Malta,2004,Percentage,Trains,
Malta,2005,Percentage,Trains,
Malta,2006,Percentage,Trains,
Malta,2007,Percentage,Trains,
Malta,2008,Percentage,Trains,
Malta,2009,Percentage,Trains,
Malta,2010,Percentage,Trains,
Malta,2011,Percentage,Trains,
Malta,2012,Percentage,Trains,
Malta,2013,Percentage,Trains,
Malta,2014,Percentage,Trains,
Malta,2015,Percentage,Trains,
Malta,2016,Percentage,Trains,
Malta,2017,Percentage,Trains,
Malta,2018,Percentage,Trains,
Malta,2019,Percentage,Trains,
Malta,2020,Percentage,Trains,
Malta,2021,Percentage,Trains,
Malta,2022,Percentage,Trains,
Netherlands,2000,Percentage,Trains,9.4
Netherlands,2001,Percentage,Trains,9.4
Netherlands,2002,Percentage,Trains,9.3
Netherlands,2003,Percentage,Trains,8.7
Netherlands,2004,Percentage,Trains,8.4
Netherlands,2005,Percentage,Trains,8.9
Netherlands,2006,Percentage,Trains,9.4
Netherlands,2007,Percentage,Trains,9.6
Netherlands,2008,Percentage,Trains,9.7
Netherlands,2009,Percentage,Trains,9.8
Netherlands,2010,Percentage,Trains,10.1
Netherlands,2011,Percentage,Trains,10.4
Netherlands,2012,Percentage,Trains,10.6
Netherlands,2013,Percentage,Trains,11.3
Netherlands,2014,Percentage,Trains,11.8
Netherlands,2015,Percentage,Trains,10.8
Netherlands,2016,Percentage,Trains,11.0
Netherlands,2017,Percentage,Trains,11.4
Netherlands,2018,Percentage,Trains,11.2
Netherlands,2019,Percentage,Trains,11.2
Netherlands,2020,Percentage,Trains,7.8
Netherlands,2021,Percentage,Trains,8.4
Netherlands,2022,Percentage,Trains,11.6
Norway,2000,Percentage,Trains,4.9
Norway,2001,Percentage,Trains,4.5
Norway,2002,Percentage,Trains,4.1
Norway,2003,Percentage,Trains,3.9
Norway,2004,Percentage,Trains,4.4
Norway,2005,Percentage,Trains,4.5
Norway,2006,Percentage,Trains,4.6
Norway,2007,Percentage,Trains,4.6
Norway,2008,Percentage,Trains,4.8
Norway,2009,Percentage,Trains,4.7
Norway,2010,Percentage,Trains,4.8
Norway,2011,Percentage,Trains,4.5
Norway,2012,Percentage,Trains,4.6
Norway,2013,Percentage,Trains,4.8
Norway,2014,Percentage,Trains,4.9
